metric,value,n_parcel
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.7837305522127354,2
variance,0.7724893621503172,2
variance,0.7727119050875384,2
variance,0.7984535051974103,2
variance,0.7756185855048837,2
variance,0.7837305522127354,2
variance,0.790553325673622,2
variance,0.7984535051974103,2
variance,0.7834351432247738,2
variance,0.7815555352466633,2
variance,0.7734422419083629,2
variance,0.7756185855048837,2
variance,0.7984535051974103,2
variance,0.7708601122423261,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7930744687673569,2
variance,0.7724893621503172,2
variance,0.7741050318764832,2
variance,0.7724893621503172,2
variance,0.7760913475533392,2
variance,0.7724893621503172,2
variance,0.7899101873804358,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7777320855157513,2
variance,0.7724893621503172,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.7963268157576611,2
variance,0.7837305522127354,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7834351432247738,2
variance,0.7657201450789666,2
variance,0.786137924955832,2
variance,0.7899101873804358,2
variance,0.7708601122423261,2
variance,0.7724893621503172,2
variance,0.7987409617596501,2
variance,0.7860257673868083,2
variance,0.7756185855048837,2
variance,0.808708175280414,2
variance,0.7930744687673569,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.7683282498291041,2
variance,0.7756185855048837,2
variance,0.7708601122423261,2
variance,0.7724893621503172,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.7756185855048837,2
variance,0.7963268157576611,2
variance,0.7800115954618424,2
variance,0.7756185855048837,2
variance,0.7727119050875384,2
variance,0.7762483097328783,2
variance,0.7657201450789666,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.790553325673622,2
variance,0.7708601122423261,2
variance,0.7987409617596501,2
variance,0.7998953789340003,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.7727119050875384,2
variance,0.7985643600005745,2
variance,0.7985643600005745,2
variance,0.7717869210493814,2
variance,0.7782762169003847,2
variance,0.7930744687673569,2
variance,0.7717869210493814,2
variance,0.7741050318764832,2
variance,0.7837305522127354,2
variance,0.7734422419083629,2
variance,0.786137924955832,2
variance,0.7930744687673569,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7800115954618424,2
variance,0.7987409617596501,2
variance,0.7724893621503172,2
variance,0.7717869210493814,2
variance,0.7657201450789666,2
variance,0.7736659251925517,2
variance,0.7708601122423261,2
variance,0.7930744687673569,2
variance,0.7987409617596501,2
variance,0.7995857989873129,2
variance,0.786137924955832,2
variance,0.7985643600005745,2
variance,0.7929283265248873,2
variance,0.7834351432247738,2
variance,0.7963268157576611,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7800115954618424,2
variance,0.8028701237521,2
variance,0.7727119050875384,2
variance,0.7930744687673569,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7724893621503172,2
variance,0.7708601122423261,2
variance,0.7741050318764832,2
variance,0.7987409617596501,2
variance,0.7724893621503172,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7800115954618424,2
variance,0.7800115954618424,2
variance,0.7736659251925517,2
variance,0.7930744687673569,2
variance,0.7708601122423261,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.7756185855048837,2
variance,0.7708601122423261,2
variance,0.7657201450789666,2
variance,0.7724893621503172,2
variance,0.7736659251925517,2
variance,0.7717869210493814,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.7727119050875384,2
variance,0.7837305522127354,2
variance,0.7930744687673569,2
variance,0.7834351432247738,2
variance,0.7756185855048837,2
variance,0.808708175280414,2
variance,0.7717869210493814,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.786137924955832,2
variance,0.808708175280414,2
variance,0.7756185855048837,2
variance,0.7987409617596501,2
variance,0.7800115954618424,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.7837305522127354,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7930744687673569,2
variance,0.7727119050875384,2
variance,0.7657201450789666,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.7812052079886781,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7985643600005745,2
variance,0.808708175280414,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7708601122423261,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7724893621503172,2
variance,0.7837305522127354,2
variance,0.8028701237521,2
variance,0.7985643600005745,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7792600142275257,2
variance,0.7734422419083629,2
variance,0.7930744687673569,2
variance,0.7930744687673569,2
variance,0.7734422419083629,2
variance,0.7837305522127354,2
variance,0.7834351432247738,2
variance,0.7834351432247738,2
variance,0.786137924955832,2
variance,0.7985643600005745,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7741050318764832,2
variance,0.7800115954618424,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.7741050318764832,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7834351432247738,2
variance,0.7985643600005745,2
variance,0.7708601122423261,2
variance,0.7837305522127354,2
variance,0.7987409617596501,2
variance,0.7899101873804358,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7930744687673569,2
variance,0.7930744687673569,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.7724893621503172,2
variance,0.7657201450789666,2
variance,0.7717869210493814,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.790553325673622,2
variance,0.7734422419083629,2
variance,0.786137924955832,2
variance,0.7736659251925517,2
variance,0.7834351432247738,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7760913475533392,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.7756185855048837,2
variance,0.790553325673622,2
variance,0.7837305522127354,2
variance,0.7718368797589338,2
variance,0.7717869210493814,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7837305522127354,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7815555352466633,2
variance,0.7899101873804358,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7737325918617962,2
variance,0.7717869210493814,2
variance,0.7834351432247738,2
variance,0.7963268157576611,2
variance,0.7837305522127354,2
variance,0.7930744687673569,2
variance,0.7708601122423261,2
variance,0.7756185855048837,2
variance,0.790553325673622,2
variance,0.7834351432247738,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7727119050875384,2
variance,0.790553325673622,2
variance,0.7987409617596501,2
variance,0.7816439650972248,2
variance,0.7985643600005745,2
variance,0.7837305522127354,2
variance,0.7812052079886781,2
variance,0.790553325673622,2
variance,0.7758295694601243,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.7811366793290944,2
variance,0.7963268157576611,2
variance,0.7724893621503172,2
variance,0.7734422419083629,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7837305522127354,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7984535051974103,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.7812052079886781,2
variance,0.7987409617596501,2
variance,0.7756185855048837,2
variance,0.7837305522127354,2
variance,0.7657201450789666,2
variance,0.786137924955832,2
variance,0.7800115954618424,2
variance,0.7985643600005745,2
variance,0.7963268157576611,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7756185855048837,2
variance,0.7984535051974103,2
variance,0.7984535051974103,2
variance,0.7734422419083629,2
variance,0.7930744687673569,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.7899101873804358,2
variance,0.7815555352466633,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.7998953789340003,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.7837305522127354,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7736659251925517,2
variance,0.7741050318764832,2
variance,0.7741050318764832,2
variance,0.7782762169003847,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.786137924955832,2
variance,0.790553325673622,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7834351432247738,2
variance,0.7816439650972248,2
variance,0.7724893621503172,2
variance,0.7987409617596501,2
variance,0.770360891242556,2
variance,0.7834351432247738,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.7724893621503172,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.7782762169003847,2
variance,0.7792600142275257,2
variance,0.7899101873804358,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7834351432247738,2
variance,0.7756185855048837,2
variance,0.7837305522127354,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.78110815719395,2
variance,0.7727119050875384,2
variance,0.7834351432247738,2
variance,0.7734422419083629,2
variance,0.790553325673622,2
variance,0.7812052079886781,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7987548825419051,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7985643600005745,2
variance,0.7741050318764832,2
variance,0.7930744687673569,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7930744687673569,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.7984535051974103,2
variance,0.7717869210493814,2
variance,0.7777320855157513,2
variance,0.7792600142275257,2
variance,0.7756185855048837,2
variance,0.7727119050875384,2
variance,0.7792600142275257,2
variance,0.7724893621503172,2
variance,0.7736659251925517,2
variance,0.7930744687673569,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7756185855048837,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.7758295694601243,2
variance,0.7985643600005745,2
variance,0.7736659251925517,2
variance,0.7987409617596501,2
variance,0.7930744687673569,2
variance,0.7987409617596501,2
variance,0.7736659251925517,2
variance,0.786137924955832,2
variance,0.7812052079886781,2
variance,0.7741050318764832,2
variance,0.7812052079886781,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7717869210493814,2
variance,0.7963268157576611,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.7717869210493814,2
variance,0.7741050318764832,2
variance,0.7987409617596501,2
variance,0.7812052079886781,2
variance,0.7987409617596501,2
variance,0.7834351432247738,2
variance,0.786137924955832,2
variance,0.7657201450789666,2
variance,0.7724893621503172,2
variance,0.7800115954618424,2
variance,0.7987409617596501,2
variance,0.7963268157576611,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7963268157576611,2
variance,0.7756185855048837,2
variance,0.7987409617596501,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7985643600005745,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7815555352466633,2
variance,0.7727119050875384,2
variance,0.7657201450789666,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.7657201450789666,2
variance,0.7800115954618424,2
variance,0.7812052079886781,2
variance,0.7985643600005745,2
variance,0.7741050318764832,2
variance,0.7800115954618424,2
variance,0.7995857989873129,2
variance,0.7985643600005745,2
variance,0.786137924955832,2
variance,0.7998953789340003,2
variance,0.7792600142275257,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.790553325673622,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.7717869210493814,2
variance,0.7734422419083629,2
variance,0.7756185855048837,2
variance,0.7812052079886781,2
variance,0.7837305522127354,2
variance,0.7756185855048837,2
variance,0.7708601122423261,2
variance,0.7812052079886781,2
variance,0.7756185855048837,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.7811630870891099,2
variance,0.7837305522127354,2
variance,0.7741050318764832,2
variance,0.7800115954618424,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.7985643600005745,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7930744687673569,2
variance,0.786137924955832,2
variance,0.7812052079886781,2
variance,0.7834351432247738,2
variance,0.7987409617596501,2
variance,0.7756185855048837,2
variance,0.7987409617596501,2
variance,0.7987409617596501,2
variance,0.7998953789340003,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7756185855048837,2
variance,0.7963268157576611,2
variance,0.790553325673622,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7724893621503172,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7727119050875384,2
variance,0.7930744687673569,2
variance,0.7724893621503172,2
variance,0.7930744687673569,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7736659251925517,2
variance,0.7963268157576611,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.786137924955832,2
variance,0.7724893621503172,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.790553325673622,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7708601122423261,2
variance,0.7708601122423261,2
variance,0.7734422419083629,2
variance,0.7734422419083629,2
variance,0.7987548825419051,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7708601122423261,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7708601122423261,2
variance,0.7741050318764832,2
variance,0.7782762169003847,2
variance,0.7987409617596501,2
variance,0.7736659251925517,2
variance,0.7736659251925517,2
variance,0.7792600142275257,2
variance,0.7727119050875384,2
variance,0.790553325673622,2
variance,0.7708601122423261,2
variance,0.7657201450789666,2
variance,0.7741050318764832,2
variance,0.7834351432247738,2
variance,0.7800115954618424,2
variance,0.7708601122423261,2
variance,0.7708601122423261,2
variance,0.7812052079886781,2
variance,0.7717869210493814,2
variance,0.7812052079886781,2
variance,0.786137924955832,2
variance,0.7930744687673569,2
variance,0.7816439650972248,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7756185855048837,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7724893621503172,2
variance,0.7837305522127354,2
variance,0.7985643600005745,2
variance,0.7930744687673569,2
variance,0.7837305522127354,2
variance,0.7727119050875384,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7781823530110934,2
variance,0.7724893621503172,2
variance,0.7727119050875384,2
variance,0.7984535051974103,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.7837305522127354,2
variance,0.7708448466975715,2
variance,0.8028701237521,2
variance,0.7987409617596501,2
variance,0.7837305522127354,2
variance,0.7657201450789666,2
variance,0.7756185855048837,2
variance,0.7995857989873129,2
variance,0.7987409617596501,2
variance,0.7792600142275257,2
variance,0.7984535051974103,2
variance,0.7837305522127354,2
variance,0.7834351432247738,2
variance,0.7792600142275257,2
variance,0.7756185855048837,2
variance,0.7727119050875384,2
variance,0.7657201450789666,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7708601122423261,2
variance,0.7998953789340003,2
variance,0.7741050318764832,2
variance,0.7837305522127354,2
variance,0.808708175280414,2
variance,0.7741050318764832,2
variance,0.808708175280414,2
variance,0.7899101873804358,2
variance,0.786137924955832,2
variance,0.786137924955832,2
variance,0.7987409617596501,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7800115954618424,2
variance,0.7800115954618424,2
variance,0.7727119050875384,2
variance,0.786137924955832,2
variance,0.7736659251925517,2
variance,0.786137924955832,2
variance,0.7734422419083629,2
variance,0.7734422419083629,2
variance,0.7708601122423261,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7834351432247738,2
variance,0.7717869210493814,2
variance,0.7800115954618424,2
variance,0.7727119050875384,2
variance,0.7717869210493814,2
variance,0.7734422419083629,2
variance,0.7812052079886781,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7800115954618424,2
variance,0.7724893621503172,2
variance,0.7708601122423261,2
variance,0.7734422419083629,2
variance,0.7837305522127354,2
variance,0.786137924955832,2
variance,0.7760913475533392,2
variance,0.7782762169003847,2
variance,0.7657201450789666,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.8028701237521,2
variance,0.7708601122423261,2
variance,0.7741050318764832,2
variance,0.7741050318764832,2
variance,0.7837305522127354,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.7683282498291041,2
variance,0.7987409617596501,2
variance,0.7657201450789666,2
variance,0.7736659251925517,2
variance,0.7800115954618424,2
variance,0.7724893621503172,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.790553325673622,2
variance,0.7800115954618424,2
variance,0.7756185855048837,2
variance,0.7734422419083629,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.7987409617596501,2
variance,0.7724893621503172,2
variance,0.7834351432247738,2
variance,0.790553325673622,2
variance,0.7717869210493814,2
variance,0.790553325673622,2
variance,0.786137924955832,2
variance,0.7899278608145974,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.7777320855157513,2
variance,0.7777320855157513,2
variance,0.7987409617596501,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.7998953789340003,2
variance,0.7724893621503172,2
variance,0.7800115954618424,2
variance,0.786137924955832,2
variance,0.7995857989873129,2
variance,0.7727119050875384,2
variance,0.7800115954618424,2
variance,0.7899101873804358,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.7736659251925517,2
variance,0.7930744687673569,2
variance,0.7800115954618424,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7987409617596501,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7930744687673569,2
variance,0.7727119050875384,2
variance,0.7834351432247738,2
variance,0.7987409617596501,2
variance,0.7782762169003847,2
variance,0.7717869210493814,2
variance,0.7657201450789666,2
variance,0.7741050318764832,2
variance,0.786137924955832,2
variance,0.7985643600005745,2
variance,0.808708175280414,2
variance,0.786137924955832,2
variance,0.7930744687673569,2
variance,0.786137924955832,2
variance,0.7987409617596501,2
variance,0.7736659251925517,2
variance,0.7782762169003847,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.786137924955832,2
variance,0.7724893621503172,2
variance,0.7812052079886781,2
variance,0.7657201450789666,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7930744687673569,2
variance,0.7734422419083629,2
variance,0.7963268157576611,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7812052079886781,2
variance,0.7724893621503172,2
variance,0.7724893621503172,2
variance,0.7899101873804358,2
variance,0.7984535051974103,2
variance,0.7792600142275257,2
variance,0.7800115954618424,2
variance,0.7741050318764832,2
variance,0.7717869210493814,2
variance,0.7756185855048837,2
variance,0.7987548825419051,2
variance,0.7657201450789666,2
variance,0.7657201450789666,2
variance,0.7741050318764832,2
variance,0.7734422419083629,2
variance,0.7736659251925517,2
variance,0.7717869210493814,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7834351432247738,2
variance,0.7756185855048837,2
variance,0.7777320855157513,2
variance,0.7708601122423261,2
variance,0.786137924955832,2
variance,0.7987409617596501,2
variance,0.7717869210493814,2
variance,0.7899101873804358,2
variance,0.7736659251925517,2
variance,0.7734422419083629,2
variance,0.7963268157576611,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.808708175280414,2
variance,0.7930744687673569,2
variance,0.7727119050875384,2
variance,0.7724893621503172,2
variance,0.7930744687673569,2
variance,0.7683282498291041,2
variance,0.7717869210493814,2
variance,0.7930744687673569,2
variance,0.7985643600005745,2
variance,0.7899101873804358,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.7800115954618424,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.7930744687673569,2
variance,0.7837305522127354,2
variance,0.7708601122423261,2
variance,0.7741050318764832,2
variance,0.7930744687673569,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7938485552846458,2
variance,0.7758295694601243,2
variance,0.786137924955832,2
variance,0.7837305522127354,2
variance,0.786137924955832,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7834351432247738,2
variance,0.7864153159814107,2
variance,0.7930744687673569,2
variance,0.7987409617596501,2
variance,0.7724893621503172,2
variance,0.7727119050875384,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7812052079886781,2
variance,0.7834351432247738,2
variance,0.7812052079886781,2
variance,0.8028701237521,2
variance,0.7724893621503172,2
variance,0.7717869210493814,2
variance,0.7930744687673569,2
variance,0.7717869210493814,2
variance,0.7987409617596501,2
variance,0.786137924955832,2
variance,0.7857778884176856,2
variance,0.7727119050875384,2
variance,0.7995857989873129,2
variance,0.7963268157576611,2
variance,0.7782762169003847,2
variance,0.7708601122423261,2
variance,0.7724893621503172,2
variance,0.7741050318764832,2
variance,0.790553325673622,2
variance,0.7734422419083629,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7708601122423261,2
variance,0.7734422419083629,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.7734422419083629,2
variance,0.7792600142275257,2
variance,0.7758295694601243,2
variance,0.7717869210493814,2
variance,0.7727119050875384,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7717869210493814,2
variance,0.786137924955832,2
variance,0.7717869210493814,2
variance,0.7756185855048837,2
variance,0.7756185855048837,2
variance,0.7985643600005745,2
variance,0.7727119050875384,2
variance,0.7727119050875384,2
variance,0.7834351432247738,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7812052079886781,2
variance,0.7756185855048837,2
variance,0.7724893621503172,2
variance,0.7929283265248873,2
variance,0.7930744687673569,2
variance,0.7736659251925517,2
variance,0.7930744687673569,2
variance,0.7708601122423261,2
variance,0.7727119050875384,2
variance,0.7741050318764832,2
variance,0.7756185855048837,2
variance,0.7777320855157513,2
variance,0.7792600142275257,2
variance,0.7727119050875384,2
variance,0.7984535051974103,2
variance,0.786137924955832,2
variance,0.7741050318764832,2
variance,0.7727119050875384,2
variance,0.7708601122423261,2
variance,0.7708601122423261,2
variance,0.7756185855048837,2
variance,0.7834351432247738,2
variance,0.7741050318764832,2
variance,0.7987409617596501,2
variance,0.7899101873804358,2
variance,0.7756185855048837,2
variance,0.7741050318764832,2
variance,0.7984535051974103,2
variance,0.7756185855048837,2
variance,0.7930744687673569,2
variance,0.786137924955832,2
variance_mc,0.7695793705327704,2
variance_mc,0.7724893621503172,2
variance_mc,0.7750164232750749,2
variance_mc,0.7805056993340639,2
variance_mc,0.7654261586888614,2
