variance	variance_mc	inverse_trace	inverse_trace_mc	log_det	log_det_mc	eigenvalues	num_eigenvalues	n_tasks	combination	n_unique	combination_tuple	cos
0.06535553192103652	0.0500529971981376	-482.1600657523073	-243.17551679874097	-17.639766438233718	-12.723283787494335	[0.02790293238350651, 0.015053111937114177, 0.007096952877516911]	3	4	(18, 20, 21, 23)	4	(18, 20, 21, 23)	0.8073991813123627
0.031953048918213184	0.024905988907079235	-725.5292421796564	-448.27240866066063	-19.943331132480125	-14.679440519512564	[0.012444390498564425, 0.008456105596283741, 0.004005492812231066]	3	4	(1, 3, 5, 8)	4	(1, 3, 5, 8)	0.9075349454568302
0.030290298775476298	0.0220185889992295	-2085.0340318887647	-1638.1735807896982	-21.63705552440424	-16.540006200944017	[0.015260376046125073, 0.006047627509368522, 0.0007105854437359039]	3	4	(7, 16, 25, 27)	4	(7, 16, 25, 27)	0.8496822944121875
0.04006420432782058	0.0354722426837737	-619.4328589287954	-280.4380565055123	-19.169615594298797	-13.467245538287397	[0.017025321170698948, 0.010589587185779374, 0.00785733432729538]	3	4	(1, 3, 16, 26)	4	(1, 3, 16, 26)	0.8401850702788147
0.028588838318589167	0.02203009506963669	-733.6039498337266	-460.40920039634426	-20.32487675611102	-14.932043103085633	[0.011126940522448312, 0.005994195633503743, 0.004908958913684634]	3	4	(5, 21, 24, 28)	4	(5, 21, 24, 28)	0.8591184098207044
0.06198268701772331	0.052177422797245646	-431.280001640822	-296.41503823407993	-17.75345138691175	-12.974095943486116	[0.03392563205681665, 0.012986922078605722, 0.005264868661823265]	3	4	(3, 14, 15, 23)	4	(3, 14, 15, 23)	0.8947875267536243
0.03261125039910087	0.023654478086312627	-614.0025880443823	-471.7946164091916	-19.698595749518354	-14.85984699911688	[0.012894677996761554, 0.006664826708707854, 0.004094973380843219]	3	4	(5, 8, 20, 24)	4	(5, 8, 20, 24)	0.9283009856476601
0.019775007514888306	0.014117887426227034	-987.4077478357626	-774.545811322915	-21.6242707813996	-16.375180028533208	[0.007521545519796899, 0.004070673750710745, 0.0025256681557193888]	3	4	(6, 7, 22, 26)	4	(6, 7, 22, 26)	0.9026125809601518
0.031041256376872318	0.023803212337340566	-749.4939920486613	-503.98968368775786	-20.16748409179237	-14.972582891233195	[0.01420808051588165, 0.005739909821776841, 0.003855221999682076]	3	4	(15, 22, 27, 28)	4	(15, 22, 27, 28)	0.8461320741916154
0.028758351569273956	0.02017300987352613	-680.0729155568042	-517.9306914457268	-20.160288670080213	-15.244334522853244	[0.010595404691510766, 0.005354441732314464, 0.004223163449700899]	3	4	(0, 7, 15, 22)	4	(0, 7, 15, 22)	0.9590857656284516
0.04611117622040682	0.03573999756025571	-644.6397773097893	-413.02287091526534	-19.12700877465557	-14.08369556482064	[0.023833154634288593, 0.0077850575664015495, 0.004121785359565564]	3	4	(2, 22, 24, 28)	4	(2, 22, 24, 28)	0.9078013065584848
0.035306407896210035	0.030651161737127192	-788.6318207363058	-468.72066961351834	-20.063364326225766	-14.427107248485655	[0.018480607852413296, 0.008855902556389024, 0.0033146513283248726]	3	4	(3, 6, 16, 25)	4	(3, 6, 16, 25)	0.8262744763786691
0.041620598457563406	0.03458577180243301	-663.3335170244195	-433.2179075680603	-19.581382566912264	-14.24070689944822	[0.023869977931308305, 0.0065083958541209495, 0.004207398017003756]	3	4	(0, 2, 14, 22)	4	(0, 2, 14, 22)	0.9118744663804298
0.07043685135919096	0.05354054489982807	-393.75028733304146	-232.9037305079477	-17.32318711774352	-12.526353455799168	[0.027913301502993905, 0.01865769546983742, 0.006969547926996742]	3	4	(2, 5, 12, 23)	4	(2, 5, 12, 23)	0.8864667927283838
0.06759277104130305	0.05223902279181351	-534.7629344300905	-304.8552303831599	-18.026132573839416	-12.899128385489348	[0.028757971725729418, 0.01887491919565074, 0.0046061318704333516]	3	4	(2, 10, 14, 23)	4	(2, 10, 14, 23)	0.8989069044770132
0.021269975062878234	0.017062433029008506	-1143.5838091459434	-705.1991555773441	-21.65450160109616	-15.914737222270833	[0.008896700196847695, 0.005784306138828166, 0.0023814266933326438]	3	4	(0, 6, 9, 21)	4	(0, 6, 9, 21)	0.875426625351925
0.03903189351807789	0.03157828403766911	-1910.4513157486024	-1459.955599533967	-21.283152232712364	-15.70388040040692	[0.021733998551309773, 0.009077284704282505, 0.0007670007820768295]	3	4	(2, 9, 21, 22)	4	(2, 9, 21, 22)	0.8563565962190604
0.033184694317128324	0.026033823951954686	-829.970332805508	-617.9698924551477	-20.16176440046562	-14.980628588914175	[0.013331342005010122, 0.010467468530705888, 0.0022350134162386756]	3	4	(3, 6, 20, 22)	4	(3, 6, 20, 22)	0.955848277405794
0.04574524356010573	0.0384803919412024	-588.2988961783237	-426.7395934636271	-19.049845303616436	-14.017187900251	[0.02646964615671401, 0.008282522991165475, 0.0037282227933229206]	3	4	(2, 14, 27, 28)	4	(2, 14, 27, 28)	0.8248421972765941
0.03786361507514605	0.031097039590850695	-540.4998024615181	-351.89250083057993	-19.11778020402356	-13.982926712055189	[0.015072884019898451, 0.01085394766383074, 0.005170207907121504]	3	4	(1, 13, 15, 27)	4	(1, 13, 15, 27)	0.850868100364122
0.042643142918271947	0.03426026317733826	-1126.6309956768803	-677.7927099999881	-20.710058935901426	-14.9874417298904	[0.02687733986338412, 0.005141163677503781, 0.002241759636450359]	3	4	(5, 16, 19, 26)	4	(5, 16, 19, 26)	0.8259259763385726
0.026985494556810864	0.02240471774939455	-893.1856838652194	-458.63610450614465	-20.725064205174935	-14.902759114173403	[0.011530032249112932, 0.006006805731820345, 0.004867879768461271]	3	4	(4, 11, 22, 27)	4	(4, 11, 22, 27)	0.8523938060067285
0.07009469150538675	0.05843695796546568	-297.33165970627374	-193.34675166657536	-16.757545965259624	-12.173008713378653	[0.032734821979590475, 0.015547865410181407, 0.010154270575693788]	3	4	(3, 15, 16, 23)	4	(3, 15, 16, 23)	0.8092597840546479
0.05594990519093521	0.0446169323517378	-595.4386432322726	-388.7970591003692	-18.589009891724963	-13.557580915245737	[0.028609733087927774, 0.012341754117404322, 0.003665445146405705]	3	4	(12, 20, 21, 23)	4	(12, 20, 21, 23)	0.9131575823251469
0.04074536388656645	0.028997315503189763	-633.5532859374105	-491.19983574178565	-19.264998895048812	-14.58043040709207	[0.017392976125101715, 0.008430648225395425, 0.003173691152692623]	3	4	(14, 15, 18, 26)	4	(14, 15, 18, 26)	0.8469304458908491
0.03984207302008306	0.02442599394428875	-1478.836839969948	-1156.8907781062544	-21.61285659088007	-16.50065222229222	[0.020787689236148696, 0.0019864027379895054, 0.0016519019701505522]	3	4	(6, 16, 17, 21)	4	(6, 16, 17, 21)	0.8431350899056929
0.04890041160571418	0.04035166037798049	-560.0788704164952	-397.7884510948308	-18.749580130173754	-13.8293085453126	[0.02730648041954118, 0.00905728271292378, 0.003987897245515525]	3	4	(2, 8, 12, 15)	4	(2, 8, 12, 15)	0.885206731647135
0.045599392172081185	0.03539991543200779	-1041.6959639881118	-719.7960403421637	-19.90240185965815	-14.809539862113201	[0.02553560590302227, 0.008067971650740247, 0.001796337878245273]	3	4	(13, 19, 20, 27)	4	(13, 19, 20, 27)	0.8173796682097497
0.03464868099331334	0.02903136704755368	-701.47490530919	-447.0739671459469	-19.881326372643333	-14.454942482515808	[0.01695489984614755, 0.008349701884572092, 0.003726765316834037]	3	4	(0, 16, 21, 28)	4	(0, 16, 21, 28)	0.8026922410340607
0.05130601705307803	0.04031032543522057	-561.8656048709715	-399.3482082231804	-18.81619307662472	-13.903335325594893	[0.028664685773987515, 0.007220059117588694, 0.004425580543644357]	3	4	(5, 9, 14, 23)	4	(5, 9, 14, 23)	0.8768033851139888
0.03246724510551471	0.0220534450470797	-733.6320495933091	-596.1833246945282	-20.062379195028058	-15.356902462823765	[0.014057419433587192, 0.004866880270772164, 0.003129145342720345]	3	4	(14, 15, 22, 28)	4	(14, 15, 22, 28)	0.8679279300759143
0.05500286455145906	0.044137896034186275	-604.5183892149837	-279.840697851761	-18.402879594787656	-13.10791743742973	[0.024004087974840695, 0.014167032842768275, 0.005966775216577309]	3	4	(2, 4, 19, 21)	4	(2, 4, 19, 21)	0.8152426688778517
0.0645035977683294	0.049204891812694135	-398.3226916659048	-307.20908617503187	-17.474926701657626	-13.151929734158026	[0.032841757588204706, 0.010976944902148978, 0.005386189322340456]	3	4	(7, 15, 16, 23)	4	(7, 15, 16, 23)	0.8227551974925934
0.047727133895304516	0.03602118508071111	-777.9934245422041	-618.9982276612741	-19.709024778927127	-14.822628509078033	[0.02854975777451746, 0.004813394375730796, 0.0026580329304628602]	3	4	(17, 18, 26, 28)	4	(17, 18, 26, 28)	0.7948723294555095
0.026409388744728743	0.02082182357563266	-804.3421615198455	-585.4445943864011	-20.65713167845763	-15.36319499841731	[0.011785755848693506, 0.006054922153072533, 0.0029811455738666228]	3	4	(0, 4, 8, 10)	4	(0, 4, 8, 10)	0.9088502146352954
0.0559060124564324	0.04404322082512753	-606.811522349599	-302.4271481384336	-18.604535223875807	-13.239262422139626	[0.025946544586916438, 0.012694553956765778, 0.005402122281445316]	3	4	(1, 3, 22, 23)	4	(1, 3, 22, 23)	0.9072400358317578
0.035538004976164494	0.026429131271996732	-719.7607377471735	-596.7852682073042	-19.84700441525832	-15.118942193468962	[0.01843666979635536, 0.0051090868793627845, 0.002883374596278591]	3	4	(4, 9, 14, 15)	4	(4, 9, 14, 15)	0.8875672424566258
0.027401369734376423	0.021941274901439264	-715.8313448134688	-485.0497034679117	-20.315199350289078	-14.983695177655989	[0.009670649278611387, 0.008478397438023774, 0.003792228184804102]	3	4	(1, 14, 21, 24)	4	(1, 14, 21, 24)	0.8775344142527075
0.047742087882766154	0.03691753921355575	-489.78487109742434	-331.98297001367337	-18.54701190402924	-13.685188595210722	[0.022184774683353354, 0.009073214309790653, 0.005659550220411741]	3	4	(0, 2, 13, 26)	4	(0, 2, 13, 26)	0.8969022632744771
0.06369012541698392	0.05328945698499898	-352.3474081528733	-210.7393057846972	-17.181443572183984	-12.394349876236884	[0.02501404057152299, 0.019993541604063473, 0.008281874809412509]	3	4	(2, 18, 20, 28)	4	(2, 18, 20, 28)	0.7744100456020915
0.05107888540624438	0.040005718105215145	-551.6701717039084	-369.9292768491356	-18.595497551677855	-13.715549484658027	[0.025839332205898007, 0.009803929897845143, 0.004362456001471997]	3	4	(2, 7, 17, 22)	4	(2, 7, 17, 22)	0.830363685671259
0.03610453076575612	0.02407600064082573	-1120.3475835347965	-899.2680511651099	-20.784263807671707	-15.860325976292824	[0.01801525151014953, 0.004444637992756012, 0.0016161111379201887]	3	4	(12, 13, 20, 21)	4	(12, 13, 20, 21)	0.8670322749736981
0.028737285504350212	0.02159079866323213	-769.4638737354761	-604.5563514550508	-20.342345363219927	-15.300657036133828	[0.011074077234609897, 0.007941636766248017, 0.0025750846623742154]	3	4	(9, 11, 12, 24)	4	(9, 11, 12, 24)	0.9049473889591063
0.04999253975889457	0.04029497770292879	-466.34601992055605	-301.85594583093166	-18.320939727297493	-13.37392556411595	[0.022508774043134255, 0.012054672227888783, 0.00573153143190575]	3	4	(1, 2, 11, 28)	4	(1, 2, 11, 28)	0.8394321186500268
0.03130879940638656	0.026507283767369407	-975.4256025549753	-499.0612503268111	-20.795548285688852	-14.842630794078561	[0.017437997964814125, 0.004710743022389247, 0.004358542780166036]	3	4	(9, 19, 21, 27)	4	(9, 19, 21, 27)	0.8229163874661608
0.026464614430703127	0.020405972368720344	-1169.6645650471269	-641.6428457111476	-21.25135337999147	-15.50615184219719	[0.011533313110168364, 0.006357903561471445, 0.0025147556970805357]	3	4	(3, 6, 9, 21)	4	(3, 6, 9, 21)	0.9148298336902725
0.030652033813320444	0.019706269175673728	-676.2107830250586	-580.1517296340821	-19.96714755551175	-15.431962534030015	[0.010613186795109166, 0.0059459229929841855, 0.003147159387580379]	3	4	(11, 13, 14, 26)	4	(11, 13, 14, 26)	0.9717351269574035
0.028317760174823625	0.018439157861033718	-2010.020349860718	-1852.737785504044	-21.79557911662402	-17.039076881822325	[0.013001136508654598, 0.004800059018816962, 0.0006379623335621591]	3	4	(6, 11, 15, 21)	4	(6, 11, 15, 21)	0.9441454164383668
0.032088348253582526	0.02597160927544907	-979.2971210993263	-670.0855552613915	-20.502927893867056	-15.082295055322414	[0.013664958711359764, 0.010306155590175347, 0.002000494973913958]	3	4	(4, 6, 20, 22)	4	(4, 6, 20, 22)	0.9347569749824194
0.05439895654139819	0.04668236763361199	-572.010741092327	-245.38034325466873	-18.38320118282725	-12.82597565528218	[0.0233387738791594, 0.01625139594397234, 0.0070921978104802556]	3	4	(2, 4, 8, 16)	4	(2, 4, 8, 16)	0.7949591183280335
0.04087723654246077	0.030595530830051402	-665.150662387023	-449.1414900461378	-19.39484928093391	-14.323047926105776	[0.016198568813665982, 0.011026773185065005, 0.003370188831320416]	3	4	(15, 17, 21, 24)	4	(15, 17, 21, 24)	0.8412574187089631
0.045751287841705415	0.03240192581233893	-1893.6387499650095	-1490.6376391411054	-21.24933390278235	-15.769816115919344	[0.023768224337719607, 0.007877050660485808, 0.000756650814133515]	3	4	(9, 12, 17, 19)	4	(9, 12, 17, 19)	0.8146320820262396
0.04062835812900846	0.03375580137461931	-762.8291571512964	-518.8673678795712	-19.74291217841613	-14.441387990647094	[0.022462327339877113, 0.008488786137215744, 0.002804687897526451]	3	4	(4, 9, 11, 18)	4	(4, 9, 11, 18)	0.7973763898273457
0.048953056591089915	0.04198241004290596	-427.580925351981	-269.3895355356936	-18.170457026911137	-13.141826712743795	[0.02206140238666483, 0.013170328958870844, 0.00675067869737029]	3	4	(4, 15, 18, 28)	4	(4, 15, 18, 28)	0.7983057034675102
0.03178462043903098	0.02724902009331437	-781.8371130760752	-558.90348557267	-20.3894365413153	-14.986680279031528	[0.018981453565833667, 0.0050033901683122954, 0.0032641763591684083]	3	4	(8, 11, 16, 27)	4	(8, 11, 16, 27)	0.8026319743356843
0.03294404697810712	0.02703829912692832	-682.4499217458676	-449.9970119711223	-19.86719811415992	-14.575001821076018	[0.015231352700232353, 0.007936002773870325, 0.003870943652825642]	3	4	(5, 15, 21, 28)	4	(5, 15, 21, 28)	0.8511620427842406
0.048219274656392	0.0350110594910592	-1359.68190757381	-896.8849224255649	-20.267257969072507	-14.936718083581122	[0.022837603242578074, 0.01085941566649571, 0.0013140405819854113]	3	4	(0, 4, 16, 18)	4	(0, 4, 16, 18)	0.8167174215431556
0.03360476438086355	0.023512023382096764	-582.723394479609	-422.32956525327916	-19.56822022928369	-14.702608225774073	[0.01150579391705555, 0.0064954908892548326, 0.005510738575786382]	3	4	(12, 13, 27, 28)	4	(12, 13, 27, 28)	0.8431307838552636
0.04353705885763712	0.028839037074438613	-1132.2460669150405	-956.922903922397	-20.246417962466662	-15.692640171190046	[0.02267985520902789, 0.004733839657308727, 0.0014253422081019968]	3	4	(2, 5, 8, 11)	4	(2, 5, 8, 11)	0.9395862463847463
0.04232623095207555	0.02022982520389783	-1765.9226145661148	-1593.6626471514996	-21.333566000176877	-16.79369009439928	[0.015074047121687764, 0.004386152564163224, 0.0007696255180468403]	3	4	(7, 17, 19, 22)	4	(7, 17, 19, 22)	0.8477986707261836
0.03286366729390459	0.023950349155487334	-650.4809817095835	-515.9385465123237	-19.77671988621113	-14.968767143367113	[0.013820833712685637, 0.006742897122877118, 0.00338661831992458]	3	4	(8, 11, 20, 24)	4	(8, 11, 20, 24)	0.9340873857890992
0.02811246882830976	0.021847562628862352	-731.9970689442566	-529.2930356853644	-20.31191841421377	-15.104698174363236	[0.01019756679349964, 0.008454616046589087, 0.003195379788773628]	3	4	(4, 7, 14, 26)	4	(4, 7, 14, 26)	0.8831243797836213
0.06168833742802187	0.04541590895915173	-910.4933614424053	-505.4705707977819	-19.085395443702453	-13.797294875281363	[0.028735299442131726, 0.01418158532035064, 0.002499024196669365]	3	4	(2, 6, 18, 19)	4	(2, 6, 18, 19)	0.8018574970261297
0.030467830166861807	0.02518521078001061	-679.904425178998	-430.7886838265507	-20.0393523417443	-14.642253250371688	[0.01387514871553832, 0.006326003530661259, 0.004984058533811031]	3	4	(0, 5, 20, 21)	4	(0, 5, 20, 21)	0.9203328989693803
0.04662916358503688	0.03498944635300384	-967.240332601246	-626.9055903514974	-19.983184695800507	-14.70772957672909	[0.025570474136559135, 0.007190432273342928, 0.00222853994310178]	3	4	(3, 6, 16, 19)	4	(3, 6, 16, 19)	0.8146002839623246
0.023866566911713988	0.019002412374318132	-772.4182942178954	-515.7976774793717	-20.7727244959937	-15.312708321949694	[0.008652455909549064, 0.006134124525780353, 0.0042158319389887155]	3	4	(7, 9, 14, 27)	4	(7, 9, 14, 27)	0.852353291325501
0.04195356052737867	0.03595206943567252	-511.3416593380357	-316.28825687489666	-18.838879376588814	-13.623244081203946	[0.019440110573165297, 0.010667661274850743, 0.005844297587656482]	3	4	(3, 11, 12, 19)	4	(3, 11, 12, 19)	0.8310338378667878
0.035051397003794296	0.03001904316892677	-612.6497705214931	-403.85863082551214	-19.54630443451526	-14.218766082153987	[0.014997881485028678, 0.010954383388489588, 0.004066778295408504]	3	4	(1, 6, 15, 28)	4	(1, 6, 15, 28)	0.8450441801950501
0.029932323520145493	0.024693033342315634	-629.9809343535588	-421.0350977027523	-19.939980847996083	-14.62998352673387	[0.012899045990183438, 0.006560906532647824, 0.00523308081948437]	3	4	(4, 5, 12, 27)	4	(4, 5, 12, 27)	0.8641898225322396
0.056271144626220355	0.0494166230052465	-559.1462253353391	-335.8657128484681	-18.558611562449073	-13.31209187596346	[0.034825609317031575, 0.009687177035628169, 0.004903836652586748]	3	4	(11, 15, 23, 27)	4	(11, 15, 23, 27)	0.8721337672881081
0.025045074228721896	0.017031144727698528	-868.7025428216771	-717.1711751166033	-20.903019042759425	-15.991584550624676	[0.010065128609032765, 0.004408296327862546, 0.002557719790803219]	3	4	(8, 11, 24, 26)	4	(8, 11, 24, 26)	0.9377615647056476
0.046238916518587664	0.03725174123337922	-697.0522374718971	-460.1656659612364	-19.189425894423657	-14.0235034059862	[0.02184358926152635, 0.012412543331298122, 0.002995608640554744]	3	4	(2, 3, 7, 21)	4	(2, 3, 7, 21)	0.8903441845148151
0.03536479135963309	0.0320114119156994	-1325.860549849634	-939.905057380699	-21.086346056365223	-15.261954284215863	[0.022734590758646, 0.007979117709402125, 0.0012977034476512757]	3	4	(6, 10, 17, 28)	4	(6, 10, 17, 28)	0.7926502633635857
0.021425470584545123	0.018390155050607274	-1089.3121203578053	-702.4372294908302	-21.746637525520278	-15.87066656176341	[0.011572705193268373, 0.004152097079100379, 0.0026653527782385207]	3	4	(7, 9, 21, 26)	4	(7, 9, 21, 26)	0.8688017012226824
0.03270912685725063	0.028684495964835226	-1403.8419757396287	-1027.708205459219	-21.458276597117084	-15.7092741539308	[0.021950281178093202, 0.0054839002300316984, 0.0012503145567103252]	3	4	(6, 9, 11, 16)	4	(6, 9, 11, 16)	0.8043421481086707
0.03165736772879764	0.025401740424661184	-1008.2668333398418	-682.8496106608161	-20.569004598174367	-15.203462187717363	[0.015369475773206163, 0.008003189633590877, 0.002029075017864143]	3	4	(1, 9, 12, 28)	4	(1, 9, 12, 28)	0.8652770979956621
0.021155547803506952	0.014343972909931637	-1042.0228232877328	-837.4198215162958	-21.555618919471087	-16.421081326505693	[0.007086665057691413, 0.005285337643858195, 0.001971970208382029]	3	4	(6, 12, 22, 27)	4	(6, 12, 22, 27)	0.8942370576302147
0.049126831257289484	0.039551394239054315	-512.944188799316	-346.4868797365394	-18.599520118700035	-13.690493203399331	[0.026229554096118424, 0.007740687305198816, 0.005581152837737075]	3	4	(2, 10, 12, 15)	4	(2, 10, 12, 15)	0.8993684598170036
0.03208752282373445	0.026585076298672544	-888.5985550273435	-660.0885443432886	-20.41197025609404	-15.079239458681563	[0.016073434223126522, 0.008424725585054353, 0.0020869164904916675]	3	4	(0, 1, 4, 14)	4	(0, 1, 4, 14)	0.9013439157358478
0.025042178628491955	0.01568322892305826	-3081.328244637487	-2130.561584910488	-22.546739742197285	-17.458206250795676	[0.010697605989853448, 0.004433604160365039, 0.0005520187728397716]	3	4	(12, 21, 22, 28)	4	(12, 21, 22, 28)	0.8706608862482742
0.02038009724891414	0.01004114552691825	-4433.061406033044	-4083.1804813485323	-23.56062535282068	-18.877688504583695	[0.005701072933554776, 0.004066989776660055, 0.00027308281670341894]	3	4	(6, 9, 25, 26)	4	(6, 9, 25, 26)	0.8990334993655509
0.031036231538001266	0.027716353802766013	-950.9185629336939	-599.8475166411032	-20.890492170648308	-15.061936421111955	[0.01970346765029169, 0.0052142058970256555, 0.0027986802554486666]	3	4	(9, 10, 19, 22)	4	(9, 10, 19, 22)	0.8143439654277076
0.022277072562115464	0.014460777173232697	-3878.4467272402862	-3567.7166253138403	-23.301764892106736	-18.331139843834865	[0.011005720311454751, 0.0031384231530104277, 0.00031663370876751693]	3	4	(8, 24, 25, 26)	4	(8, 24, 25, 26)	0.908331603506268
