variance	variance_mc	inverse_trace	inverse_trace_mc	log_det	log_det_mc	eigenvalues_pre	eigenvalues	num_eigenvalues	n_tasks	combination	n_unique	combination_tuple	cos
0.09595446272121766	0.08962521229027821	-2035.1896069025124	-1000000001211.0974	-39.68495080832998	-60.93035542827009	[0.034542304370908904, 0.027057936075995954, 0.011834428445000694, 0.009842632403923876, 0.004958974162173949, 0.004398031946806271, 0.002211466163959464, 0.0011086891524485487]	[0.0330453731410655, 0.025025464416268763, 0.011563947347871707, 0.009145351081918973, 0.004560078805435769, 0.004244964856970428, 0.002040032639747076, 1e-12]	8	8	(3, 5, 8, 9, 13, 14, 18, 23)	8	(3, 5, 8, 9, 13, 14, 18, 23)	0.7776926047535926
0.10843617886195614	0.09140146211847663	-1000000002143.7522	-2000000001599.7927	-62.86091918283814	-84.89017733093685	[0.06625779349269804, 0.02129340653954875, 0.009374829613339507, 0.004493127252264541, 0.0034062051035879982, 0.0026910978264626305, 0.0009197190330546708, 1e-12]	[0.05414407293941685, 0.021221110088048934, 0.007421209954245173, 0.004276973937550205, 0.003160576688983655, 0.0011775185082318238, 1e-12, 1e-12]	8	8	(1, 6, 7, 10, 18, 23, 23, 25)	7	(1, 6, 7, 10, 18, 23, 23, 25)	0.7760797975921117
0.06299016579486144	0.05668601593115752	-4430.574509162667	-1000000003679.1996	-44.05488328760259	-65.49904096949405	[0.029123908330271772, 0.011962521780091459, 0.008164343263122676, 0.005750009035507513, 0.004243004433261782, 0.002020178433580575, 0.0013316639696661883, 0.00039453654935947546]	[0.026364331959026613, 0.0114870772133641, 0.007600347405429416, 0.004856673128942006, 0.004002249412504637, 0.0019686540628568784, 0.00040668274803386365, 1e-12]	8	8	(5, 8, 9, 13, 16, 21, 26, 28)	8	(5, 8, 9, 13, 16, 21, 26, 28)	0.77768245539934
0.08123955877223174	0.06547849409303602	-3000000000736.9307	-4000000000548.659	-105.95193990976648	-128.7215018903297	[0.04874675690589897, 0.016604061358749807, 0.007787524731451845, 0.005079103556139182, 0.003022112216991935, 1e-12, 1e-12, 1e-12]	[0.042675857645587546, 0.012055856830764019, 0.007512243157348857, 0.003234536455335602, 1e-12, 1e-12, 1e-12, 1e-12]	8	8	(14, 14, 17, 18, 18, 24, 26, 26)	5	(14, 14, 17, 18, 18, 24, 26, 26)	0.8114851096998503
0.1023056825223865	0.0830094357913624	-2000000000868.2314	-3000000000678.522	-82.31404473615422	-105.25468930120789	[0.04470522987056938, 0.026035888439293497, 0.015594483550273128, 0.009171665886868265, 0.0043138598719275195, 0.0024845549014547155, 1e-12, 1e-12]	[0.03685589565786622, 0.02306808308193581, 0.014680308833185704, 0.005649725604988881, 0.002755422610385776, 1e-12, 1e-12, 1e-12]	8	8	(0, 2, 3, 12, 12, 16, 16, 19)	6	(0, 2, 3, 12, 12, 16, 16, 19)	0.8001984563099963
0.0610816388239468	0.053696137974110686	-2000000002117.3267	-3000000001736.478	-86.1213253449492	-108.42821631160372	[0.030008053273751202, 0.013483568515162503, 0.008671533527474988, 0.005257113958546854, 0.002927540836223412, 0.0007338287107878404, 1e-12, 1e-12]	[0.029608744519389812, 0.011189659670303194, 0.008645578932559267, 0.0034226207480549504, 0.0008295341008034603, 1e-12, 1e-12, 1e-12]	8	8	(6, 6, 9, 9, 11, 15, 19, 21)	6	(6, 6, 9, 9, 11, 15, 19, 21)	0.8061486490016693
0.05224967008644222	0.045876512909120565	-1000000002716.4741	-2000000002446.211	-64.62013861273138	-87.048946659095	[0.017106112031488242, 0.012365412162650432, 0.008072018597990826, 0.006435669268658935, 0.0049411696873368355, 0.002751960268707857, 0.000577328068609094, 1e-12]	[0.016924831519916243, 0.012268352143451709, 0.007760160840476569, 0.005231853641184673, 0.0030896120589377985, 0.0006017027031535747, 1e-12, 1e-12]	8	8	(5, 7, 7, 14, 20, 21, 25, 27)	7	(5, 7, 7, 14, 20, 21, 25, 27)	0.8691992310824217
0.06194502110352029	0.044560424976962526	-2000000001820.8738	-3000000001599.9375	-85.97933767817977	-109.24610615224356	[0.02685069224697398, 0.015428816281851138, 0.012533468230469873, 0.004195380953787718, 0.0017120313784299021, 0.0012246320100076855, 1e-12, 1e-12]	[0.024133131890492956, 0.012684463792592637, 0.004414013419747939, 0.0020017757240838453, 0.0013270401470451448, 1e-12, 1e-12, 1e-12]	8	8	(5, 6, 8, 10, 13, 20, 24, 24)	7	(5, 6, 8, 10, 13, 20, 24, 24)	0.9152120682608803
0.077482672081972	0.07083662937228258	-1000000003325.7029	-2000000002962.9517	-63.08616353584672	-85.10166447377412	[0.025502596871116313, 0.0191088808206285, 0.015278614407824109, 0.007896683319852093, 0.0067995781564892475, 0.002495399231569395, 0.0004009192734923449, 1e-12]	[0.024589369900571985, 0.01908442573540777, 0.013557397406996404, 0.007382077266509834, 0.005821572905288542, 0.0004017861555080487, 1e-12, 1e-12]	8	8	(1, 2, 18, 22, 24, 26, 26, 27)	7	(1, 2, 18, 22, 24, 26, 26, 27)	0.7836746834937256
0.06862766902453199	0.05825188245342928	-1000000001615.1976	-2000000001347.2139	-62.97903485398078	-85.60262467932185	[0.027442713997226052, 0.018544002098501138, 0.008482701452836527, 0.005628749745517303, 0.0042249748658517595, 0.0026959660113362737, 0.001608560852262938, 1e-12]	[0.025182364539184793, 0.0177400620211506, 0.0063273665026548215, 0.00424484980250434, 0.002710432538069744, 0.0020468070478649888, 1e-12, 1e-12]	8	8	(0, 0, 1, 2, 6, 22, 25, 28)	7	(0, 0, 1, 2, 6, 22, 25, 28)	0.8224894316356668
0.061668351905374195	0.05167828713420471	-2000000001824.457	-3000000001612.4097	-86.15096927982232	-108.78978231799988	[0.03387491206655687, 0.011009347401812754, 0.00792414936182919, 0.005614540086217851, 0.0021836675243165375, 0.0010617354626409911, 1e-12, 1e-12]	[0.030737688901924576, 0.010659388494854026, 0.006936298712623709, 0.002224204770404877, 0.0011207062513975204, 1e-12, 1e-12, 1e-12]	8	8	(0, 6, 8, 19, 19, 22, 27, 27)	6	(0, 6, 8, 19, 19, 22, 27, 27)	0.8166967153294283
0.053964609636263074	0.03211741296363763	-3000000000839.3037	-4000000000726.2905	-106.83185721581478	-130.4919611287313	[0.02236478348126948, 0.01366317289883966, 0.009151571005245265, 0.00661577343910909, 0.002169308808799578, 1e-12, 1e-12, 1e-12]	[0.013741478910546891, 0.009216168504950986, 0.006621651361352618, 0.0025381141827871363, 1e-12, 1e-12, 1e-12, 1e-12]	8	8	(9, 13, 14, 14, 25, 25, 25, 28)	5	(9, 13, 14, 14, 25, 25, 25, 28)	0.8752289203645489
0.07472118876936448	0.06195963107491218	-1000000005181.0131	-2000000004932.496	-64.96357493402115	-87.60604842275048	[0.03801720392759178, 0.01790589321950897, 0.0064984273538712155, 0.005538574503731714, 0.0038102610130019273, 0.0027088631330906463, 0.0002419656175682295, 1e-12]	[0.03598857870248315, 0.012117936579100598, 0.005552737771918371, 0.005017700720322568, 0.0030395936356877886, 0.00024308366339971185, 1e-12, 1e-12]	8	8	(7, 9, 9, 11, 23, 24, 25, 26)	7	(7, 9, 9, 11, 23, 24, 25, 26)	0.8380443236347664
0.08755901626667872	0.07973025313509899	-2000000001498.6384	-3000000001223.5884	-84.59920710945305	-106.8482039364119	[0.04302213725808513, 0.02721980290996912, 0.00827520337623583, 0.0043887431176281464, 0.003396056763224316, 0.0012570728395361857, 1e-12, 1e-12]	[0.04300384870769865, 0.023569345351357966, 0.008275166787041733, 0.0035593365966306726, 0.0013225556893699762, 1e-12, 1e-12, 1e-12]	8	8	(5, 11, 18, 18, 20, 20, 25, 28)	6	(5, 11, 18, 18, 20, 20, 25, 28)	0.7844488456693114
0.07694012618433278	0.07076889516019788	-1000000001622.1642	-2000000001431.2495	-62.144588894799625	-84.56216220135835	[0.027393212687457282, 0.020402907999246184, 0.013054472939144392, 0.005969706118245487, 0.0048148041904204275, 0.0041173207784192395, 0.001187701470399778, 1e-12]	[0.026628066860827852, 0.020355888192097597, 0.013024572064995655, 0.005452765001105232, 0.004119457615748295, 0.0011881454234232546, 1e-12, 1e-12]	8	8	(1, 1, 2, 6, 8, 9, 14, 20)	7	(1, 1, 2, 6, 8, 9, 14, 20)	0.8489242549762208
0.06765401472649127	0.05804681214623551	-1000000005526.1147	-2000000003033.4329	-65.47450999913988	-87.02603981794698	[0.033514483992088034, 0.013754305949174733, 0.008937701872141981, 0.005547926643100628, 0.003884418455438726, 0.0017833342454885621, 0.00023184356805860208, 1e-12]	[0.03053340974562095, 0.012652125095489028, 0.00620302301767889, 0.00554428605543981, 0.0026602819421158944, 0.0004536862878909418, 1e-12, 1e-12]	8	8	(0, 0, 7, 9, 17, 18, 25, 27)	7	(0, 0, 7, 9, 17, 18, 25, 27)	0.8126651297559535
0.08765150079789724	0.08422965251704212	-2720.894210789653	-1000000001567.305	-41.223403323624446	-62.178761753135134	[0.03637251627858587, 0.023403808878360036, 0.009512367194240855, 0.007959868570048666, 0.0051546825467560795, 0.0025030680536608407, 0.0019898162760084146, 0.0007553730002364842]	[0.036208124198669374, 0.02313326170704264, 0.009006056321636039, 0.007208360320988762, 0.004585137907043913, 0.0024964194909041647, 0.0015922925697572237, 1e-12]	8	8	(6, 12, 13, 14, 18, 22, 23, 26)	8	(6, 12, 13, 14, 18, 22, 23, 26)	0.7849939673036369
0.07350409582868715	0.06929537001215896	-2107.932028435226	-1000000001772.2355	-40.88887534429212	-62.80433276304324	[0.02540684443061938, 0.016337704077350853, 0.011926987319220922, 0.008009466884690111, 0.005253535986035189, 0.0030480103480344024, 0.0023520649133283323, 0.00116948186940797]	[0.024947690864464446, 0.01631753131300418, 0.011828791501240304, 0.007417457413590015, 0.005174291614696239, 0.0024281492074668, 0.0011814580966969755, 1e-12]	8	8	(3, 5, 11, 12, 14, 18, 20, 22)	8	(3, 5, 11, 12, 14, 18, 20, 22)	0.8088829681153813
0.04892855375631499	0.04107242488388608	-2000000001913.3948	-3000000001459.7197	-87.24070685674468	-109.17296458458752	[0.024169314459431337, 0.013645301198503318, 0.004237839873690273, 0.0034945393415684056, 0.0021488909195221165, 0.001232667961599545, 1e-12, 1e-12]	[0.022804903624250916, 0.009557973150897053, 0.004079323231307486, 0.0033233914012589694, 0.0013068334731716517, 1e-12, 1e-12, 1e-12]	8	8	(5, 9, 16, 21, 21, 22, 22, 25)	6	(5, 9, 16, 21, 21, 22, 22, 25)	0.8028073554808609
0.09253636703413527	0.0772982825893895	-3000000000576.501	-4000000000382.06	-104.5563202596509	-127.4316919627728	[0.03912674594389778, 0.023940612132840784, 0.0198153615544756, 0.0063277835600753975, 0.0033258638398457126, 1e-12, 1e-12, 1e-12]	[0.039120826797317, 0.021328858671482105, 0.012492549157383384, 0.004356047959207011, 1e-12, 1e-12, 1e-12, 1e-12]	8	8	(3, 3, 14, 17, 17, 20, 20, 22)	5	(3, 3, 14, 17, 17, 20, 20, 22)	0.8294920222872153
0.09985645388959606	0.08570932894325894	-2000000001508.2617	-3000000001097.293	-84.6188957225459	-106.67263729936191	[0.05087510037498384, 0.03419054651857846, 0.006845128202325753, 0.0038711040970349614, 0.0025741109796991813, 0.0015004637149738636, 1e-12, 1e-12]	[0.04191179809768729, 0.03269174470574446, 0.006261243990073002, 0.0030401368087693897, 0.0018044053379848055, 1e-12, 1e-12, 1e-12]	8	8	(6, 6, 17, 18, 18, 21, 23, 27)	6	(6, 6, 17, 18, 18, 21, 23, 27)	0.7820113324872114
0.07794825392216222	0.06958879140434417	-1000000002112.1543	-2000000001943.8147	-62.77729300250567	-85.44088214986911	[0.03791549506286143, 0.014156834457797595, 0.008757810196206053, 0.006864546366703103, 0.00503192451945475, 0.00447140409458534, 0.0007502392235539422, 1e-12]	[0.037066714465671426, 0.014020870232015455, 0.006872907485107887, 0.0061582186978927644, 0.004715689557250933, 0.0007543909644057064, 1e-12, 1e-12]	8	8	(0, 5, 7, 20, 23, 25, 25, 27)	7	(0, 5, 7, 20, 23, 25, 25, 27)	0.8569982298731881
0.0676696187520539	0.06335441312147999	-4143.215118219729	-1000000003702.2925	-43.90654776526178	-65.63719779003702	[0.030014388566826675, 0.016843780027864484, 0.009145041762707248, 0.004477410429371137, 0.0032105540962784136, 0.002344765512305631, 0.001161788866811174, 0.0004718894898891319]	[0.028462230026909695, 0.01683342706393119, 0.00913126776674193, 0.004413480498345152, 0.0028665497005910404, 0.0011626593260572683, 0.0004847987379037219, 1e-12]	8	8	(4, 5, 10, 11, 17, 20, 21, 25)	8	(4, 5, 10, 11, 17, 20, 21, 25)	0.8065665315508453
0.0510504356829469	0.04159072656116969	-1000000002674.957	-2000000002206.678	-65.76049542172457	-88.12240706205758	[0.024454456221662958, 0.010905156780422203, 0.00605476645080279, 0.004282174846361595, 0.0028319607333826195, 0.001687074277290692, 0.0008348463720240405, 1e-12]	[0.02316474876589094, 0.007367304815154265, 0.004399538157648443, 0.0037242293023722955, 0.00195493584245583, 0.0009799696756479174, 1e-12, 1e-12]	8	8	(4, 4, 6, 8, 10, 12, 21, 25)	7	(4, 4, 6, 8, 10, 12, 21, 25)	0.8643811012788395
0.12179692348713288	0.0993697558529721	-1000000001223.5376	-2000000000933.5874	-60.39773902580453	-82.77117269598233	[0.0684461445012381, 0.02268673491444788, 0.011600515686851456, 0.007239669978965324, 0.0060236776730929415, 0.003860117175415644, 0.0019400635561215378, 1e-12]	[0.050558765465441705, 0.02239463531153756, 0.011551531557368232, 0.00670903281956617, 0.006015867133541172, 0.002139923563517254, 1e-12, 1e-12]	8	8	(2, 4, 5, 7, 14, 21, 23, 23)	7	(2, 4, 5, 7, 14, 21, 23, 23)	0.8267663073134325
