variance	variance_mc	inverse_trace	inverse_trace_mc	log_det	log_det_mc	eigenvalues	num_eigenvalues	n_tasks	combination	n_unique	combination_tuple	cos
0.03526436232420275	0.028185442788755483	-492.0717803275729	-267.65292361746697	-14.470481081392517	-9.158640727552271	[0.023751854690127167, 0.004433588098628318]	2	3	(2, 14, 22)	3	(2, 14, 22)	0.8832858926414486
0.021394229569657617	0.013879600291148948	-562.568681039915	-397.3622363786936	-15.283246477718208	-10.262183420661188	[0.010577311242850256, 0.003302289048298692]	2	3	(6, 15, 25)	3	(6, 15, 25)	0.99308293222949
0.026465959385750186	0.019384103925529306	-527.9826029029282	-253.96487372528264	-14.9100695021726	-9.480497899109569	[0.013888472600222499, 0.005495631325306808]	2	3	(7, 8, 19)	3	(7, 8, 19)	0.8341824813815407
0.027957547890304295	0.02365373807321275	-505.34694869841246	-249.08509968390376	-14.790471749950893	-9.262028722344981	[0.018528537046508455, 0.0051252010267042935]	2	3	(5, 19, 26)	3	(5, 19, 26)	0.8373148446532618
0.016823573790835357	0.008322870667720807	-687.8625207149448	-568.3200837819489	-15.904934895511566	-11.13143283926507	[0.005796322305622673, 0.002526548362098134]	2	3	(5, 8, 26)	3	(5, 8, 26)	0.9095709064234837
0.031231178518099152	0.025793272714134827	-474.08359618717884	-201.32441034804367	-14.482572361493464	-8.962559157390473	[0.01907767749222295, 0.0067155952219118764]	2	3	(7, 19, 28)	3	(7, 19, 28)	0.818211949472794
0.05711572023268364	0.030185786156685903	-449.9527396857386	-407.7669366232846	-13.14713266374723	-9.51107989988003	[0.02749323036117402, 0.002692555795511881]	2	3	(2, 18, 19)	3	(2, 18, 19)	0.843080740844839
0.04635258793938796	0.03180871153744095	-292.82366886776185	-164.22391229033138	-13.070206491952177	-8.549245894461965	[0.02360224017825279, 0.00820647135918816]	2	3	(2, 7, 19)	3	(2, 7, 19)	0.832993429066588
0.017842348086316684	0.013315015078776653	-532.4487744947699	-310.4198865831703	-15.457250214087573	-10.056788781108736	[0.00785284985837502, 0.0054621652204016324]	2	3	(0, 10, 14)	3	(0, 10, 14)	0.9160153171614572
0.02615841129384985	0.013202643447792248	-537.5042370694268	-391.10640088306775	-14.884392097996635	-10.296317856229727	[0.00973505482402167, 0.0034675886237705775]	2	3	(12, 16, 21)	3	(12, 16, 21)	0.852826456744209
0.018822639848162084	0.013707811004171306	-549.9412776991632	-302.4282278397037	-15.42071035363331	-10.0016334483095	[0.008138502237848778, 0.005569308766322529]	2	3	(0, 24, 25)	3	(0, 24, 25)	0.9800655831205232
0.036211796921428924	0.030496357112250193	-342.5062993757376	-150.5592885209313	-13.742306912932413	-8.504504991718958	[0.02072112492833146, 0.009775232183918733]	2	3	(1, 13, 19)	3	(1, 13, 19)	0.8320628647003883
0.02255169270873046	0.01707705378008081	-419.53291870182034	-235.93931721100256	-14.744316205422539	-9.533594242312219	[0.009264772875163162, 0.007812280904917648]	2	3	(11, 12, 24)	3	(11, 12, 24)	0.9132175200379052
0.040809707576976335	0.029343706047019465	-370.28392627279834	-158.91915794837325	-13.640232578432121	-8.597072832784097	[0.020205186514696993, 0.009138519532322472]	2	3	(2, 3, 8)	3	(2, 3, 8)	0.9680474714996139
0.036270887941256026	0.027036993759719217	-496.12987381627045	-352.8802851240264	-14.366650410504679	-9.476678075301047	[0.023820522101871005, 0.0032164716578482132]	2	3	(2, 14, 26)	3	(2, 14, 26)	0.9213803277498385
0.01923556567189629	0.011217876149054559	-540.4973866966774	-374.24204698880624	-15.383535063753182	-10.415149460876634	[0.006827652304140869, 0.00439022384491369]	2	3	(1, 6, 7)	3	(1, 6, 7)	0.8866685252125639
0.015029719131185077	0.010036593600792882	-664.1547815492961	-453.39752282494544	-16.038491766871275	-10.718286779582765	[0.0067638318079093086, 0.003272761792883574]	2	3	(6, 7, 25)	3	(6, 7, 25)	0.8837055639963566
0.026106445804852253	0.02004568195654096	-600.443501995815	-378.1700125755035	-15.178496329368567	-9.845085375409425	[0.01691125716400403, 0.0031344247925369296]	2	3	(11, 16, 21)	3	(11, 16, 21)	0.839717509666919
0.05083332505841368	0.029319143362420655	-299.90022511033067	-149.21179829327727	-13.03151697426983	-8.534881380900654	[0.018950209888653924, 0.010368933473766733]	2	3	(0, 20, 23)	3	(0, 20, 23)	0.9349854524314473
0.019402793868083884	0.007477742419001521	-1106.95695153405	-902.6881923527501	-16.349497109831994	-11.701201540044373	[0.0061253535856830785, 0.0013523888333184424]	2	3	(5, 11, 26)	3	(5, 11, 26)	1.0032350859184118
0.03552655055457584	0.014064435478449915	-1248.7731887424673	-843.9101598571576	-15.794660241800045	-11.002152017728427	[0.012758149039131882, 0.0013062864393180334]	2	3	(16, 18, 22)	3	(16, 18, 22)	0.8373044713252775
0.025913470466207636	0.022227652340642463	-1089.309050566528	-799.8949351315694	-16.12857764422796	-10.490898552249018	[0.020897941728811348, 0.0013297106118311153]	2	3	(6, 10, 17)	3	(6, 10, 17)	0.8634779389900199
0.017866461248600578	0.01140277233797668	-540.0416345290055	-357.035998111182	-15.46964552653574	-10.351735377346625	[0.006455366199915332, 0.0049474061380613485]	2	3	(0, 5, 25)	3	(0, 5, 25)	0.9402158130789292
0.04180954392996686	0.02948536128950814	-345.773030558359	-194.92071196435165	-13.53028849168004	-8.796454236838638	[0.022871527122019186, 0.006613834167488956]	2	3	(2, 10, 15)	3	(2, 10, 15)	0.8959346706257115
0.01800629746265121	0.011951948812685895	-565.7707158568714	-358.35149897966653	-15.541223833773529	-10.308375278777007	[0.007512101078351675, 0.0044398477343342195]	2	3	(1, 21, 27)	3	(1, 21, 27)	0.9085313080662013
0.06480982580077682	0.033966571725822736	-211.94277491818536	-121.24358638166105	-12.109549810994755	-8.180180055140756	[0.019860872669706715, 0.01410569905611602]	2	3	(1, 2, 23)	3	(1, 2, 23)	0.8562766347514872
0.02529697891025032	0.017513085323718904	-400.1552912926902	-251.9578197390193	-14.516175961762373	-9.57406863619509	[0.011434047968807221, 0.006079037354911683]	2	3	(5, 7, 15)	3	(5, 7, 15)	0.9374882358825789
0.03215748904223022	0.01855329825907504	-379.2446573207329	-239.3395584831502	-14.021948204233862	-9.46499099242731	[0.012198547578952307, 0.006354750680122732]	2	3	(15, 16, 27)	3	(15, 16, 27)	0.876767602224051
0.03318809195561715	0.024591725422392813	-526.6625085146632	-274.55800687104056	-14.672445735914938	-9.320507814487184	[0.020145692333480462, 0.004446033088912353]	2	3	(2, 22, 25)	3	(2, 22, 25)	0.9362782969619219
0.022867453087626593	0.015213013949517438	-428.6418281220192	-275.1830214721686	-14.758280753593212	-9.8030404454784	[0.009211402748119706, 0.006001611201397732]	2	3	(4, 11, 27)	3	(4, 11, 27)	0.8576905389497672
0.03421765229809468	0.022226398635407464	-1359.9433383985709	-1239.4595061565915	-15.552263424484313	-10.9289052502783	[0.021387967814541647, 0.0008384308208658162]	2	3	(2, 25, 27)	3	(2, 25, 27)	0.8527723331912082
0.026239000705531645	0.01987435577988577	-607.2968496646563	-429.38559001788633	-15.127162602773058	-9.980680359027309	[0.017180239173289265, 0.0026941166065965073]	2	3	(8, 17, 26)	3	(8, 17, 26)	0.8288816135007799
0.021632993386094687	0.01270217919232524	-733.9812065093865	-571.1553671659606	-15.613775662123505	-10.713642979547924	[0.010605133863290098, 0.002097045329035141]	2	3	(0, 1, 14)	3	(0, 1, 14)	0.9265738272561707
0.04520745223431606	0.02986736709533047	-391.4440631426065	-273.79289333438714	-13.706583274448759	-9.123360752927697	[0.025607364246400623, 0.004260002848929847]	2	3	(0, 12, 23)	3	(0, 12, 23)	0.9337087658057154
0.046593331619423244	0.02127048784808506	-614.1716096607906	-516.1020173742259	-14.110308237675182	-10.096739168092347	[0.019114317336662953, 0.0021561705114221084]	2	3	(0, 1, 23)	3	(0, 1, 23)	0.8636344101984149
0.04512042425745826	0.03494511544644344	-366.6099859548697	-175.47874844238333	-13.628997597805103	-8.521494522474583	[0.027775406460728347, 0.007169708985715088]	2	3	(5, 14, 23)	3	(5, 14, 23)	0.8871378380984716
0.025409563866221663	0.016322019550124245	-486.7548077348199	-247.0179625691017	-14.782039209986095	-9.624701247093931	[0.008886154586849467, 0.007435864963274778]	2	3	(20, 24, 25)	3	(20, 24, 25)	0.9197606995473873
0.017606443572504356	0.012986941989109959	-769.652465460948	-337.5920028752039	-15.988060043176509	-10.165648962982528	[0.008415923653649389, 0.00457101833546057]	2	3	(9, 11, 21)	3	(9, 11, 21)	0.8792153246179969
0.0316747636667823	0.023720635273878472	-406.078452335355	-210.52337765143545	-14.16548554037242	-9.091006627689785	[0.017151115723622285, 0.006569519550256187]	2	3	(4, 18, 25)	3	(4, 18, 25)	0.8181993980939236
0.016773226773343593	0.011128365794173433	-774.7813319054746	-576.4757850663952	-16.064887352668766	-10.855191288863246	[0.00897827096375739, 0.002150094830416044]	2	3	(8, 22, 24)	3	(8, 22, 24)	0.9332655565998923
0.020761480775282764	0.007909904171436237	-718.6007785985164	-589.2075422106813	-15.739414426489564	-11.218418097410087	[0.005443910600951981, 0.0024659935704842567]	2	3	(9, 26, 28)	3	(9, 26, 28)	0.8816757933073401
0.013762963452564675	0.0074116347679020885	-1810.6727162486725	-1500.7244170731274	-17.49624455477524	-12.218407462780801	[0.006671348998901917, 0.0007402857690001716]	2	3	(22, 25, 27)	3	(22, 25, 27)	0.892585704229254
0.014217539178718644	0.006245005167637612	-1997.5499725566283	-1706.544805788951	-17.49954306261859	-12.518199331879035	[0.0055904123017342135, 0.0006545928659033987]	2	3	(6, 25, 27)	3	(6, 25, 27)	0.885351692964108
0.028970160787198003	0.024831170575179508	-539.8023490109324	-200.68863217315248	-14.759370103447843	-8.997410150296755	[0.017930739580092052, 0.006900430995087457]	2	3	(0, 9, 17)	3	(0, 9, 17)	0.8318433805146958
0.03127816838937947	0.02270169791287318	-311.64196466379514	-190.27887722074598	-13.812483254756483	-9.033806330245977	[0.014438609956116129, 0.008263087956757051]	2	3	(11, 13, 15)	3	(11, 13, 15)	0.8761206112088603
0.037925024877606864	0.02955055882564025	-274.0109495336656	-151.16213768682974	-13.339391814627646	-8.540005644382603	[0.01955227899400507, 0.009998279831635183]	2	3	(3, 13, 16)	3	(3, 13, 16)	0.8060060333586851
0.030452269946981296	0.026235799225429464	-558.2342091409535	-224.60345586929918	-14.739705056160606	-9.054966847175741	[0.020552270539122484, 0.005683528686306982]	2	3	(6, 17, 28)	3	(6, 17, 28)	0.7974383767603653
0.025484860889841296	0.01698569060910696	-464.5922489979449	-256.33220041123224	-14.735347102452163	-9.621858279360303	[0.010914426585390144, 0.006071264023716816]	2	3	(6, 20, 24)	3	(6, 20, 24)	0.9282121251996628
0.031782316903214404	0.017871039354354676	-659.0205745458352	-529.6388574643272	-14.683953081921631	-10.296769162811179	[0.015725333955586448, 0.002145705398768227]	2	3	(0, 1, 18)	3	(0, 1, 18)	0.8715048631832532
0.05392840981847847	0.03283140752318667	-238.3168653609841	-165.00248274125045	-12.603601557631023	-8.52233019601261	[0.02481213732227218, 0.00801927020091449]	2	3	(20, 23, 28)	3	(20, 23, 28)	0.8782956734606139
0.03258473968134366	0.023584035019080987	-324.8596806069745	-210.10485264606828	-13.821760565365315	-9.094791982534414	[0.01696915899506222, 0.006614876024018765]	2	3	(12, 15, 20)	3	(12, 15, 20)	0.9340753494703337
0.045573679368270094	0.03623653461447511	-475.2973624944036	-121.02352007915215	-13.656373741203584	-8.113672333127113	[0.023489888897913536, 0.012746645716561578]	2	3	(2, 6, 17)	3	(2, 6, 17)	0.8285716575457941
0.013989232511297894	0.009434549218855066	-652.4884295433378	-428.2759652558412	-16.12517519268073	-10.723144645285345	[0.0051900793896522985, 0.004244469829202767]	2	3	(8, 21, 27)	3	(8, 21, 27)	0.8610492328581768
0.028136509661912414	0.025008292749275896	-581.5008069369198	-259.88448657970105	-15.019854482057273	-9.248785049053591	[0.020258189358148146, 0.004750103391127751]	2	3	(9, 11, 16)	3	(9, 11, 16)	0.8056090804263091
0.021338224619964784	0.013495863584475269	-432.1953092601759	-303.72486485812885	-14.873442977030546	-10.021494283430732	[0.007796778743383151, 0.005699084841092118]	2	3	(0, 5, 24)	3	(0, 5, 24)	0.9465519180828773
0.03605884226767029	0.026343303783621735	-451.3775470569518	-262.0759456782434	-14.295543043662995	-9.205175492907095	[0.021714168473830175, 0.004629135309791558]	2	3	(2, 10, 14)	3	(2, 10, 14)	0.9313723828651689
0.023274076487313198	0.012491494627542617	-3048.7398106993905	-2013.5973024746158	-16.90273141720615	-11.990385400235047	[0.011973381040892262, 0.0005181135866503553]	2	3	(5, 6, 13)	3	(5, 6, 13)	0.9103832879203541
0.030052645878259225	0.025978822451212708	-557.2195661224536	-200.62735773755972	-14.703864757368585	-8.951922839748557	[0.019253345135265762, 0.006725477315946947]	2	3	(4, 10, 16)	3	(4, 10, 16)	0.8079717317425709
0.043946852423619606	0.03589041373395737	-453.7665362489162	-200.13554558289144	-14.006126981425641	-8.626279910963843	[0.02989091396768608, 0.0059994997662712905]	2	3	(11, 23, 27)	3	(11, 23, 27)	0.8684455757991519
0.013527883053554686	0.008082188054291306	-709.1834921389922	-509.6108267085189	-16.302590757120278	-11.051739993845725	[0.004727323734589173, 0.0033548643197021336]	2	3	(10, 22, 25)	3	(10, 22, 25)	0.9041171351762761
0.03417177334626226	0.023222436096687192	-363.6027486785389	-188.3310433216186	-13.8667787329655	-9.000837677540936	[0.015004434047104486, 0.008218002049582708]	2	3	(15, 18, 26)	3	(15, 18, 26)	0.85044421997753
0.03485194483894016	0.027058805996819854	-325.4881100822969	-194.79687920664395	-13.745270250285582	-8.881700152079366	[0.020172967191571606, 0.006885838805248249]	2	3	(4, 17, 24)	3	(4, 17, 24)	0.8195949460411681
0.02674795719424415	0.01658160522580886	-698.0680540530434	-597.3627799477288	-15.094113356224389	-10.491985917403746	[0.01469231748038414, 0.0018892877454247203]	2	3	(0, 1, 13)	3	(0, 1, 13)	0.8801163161627654
0.030733790700871816	0.02416632198234195	-427.4864372662355	-195.22135497086023	-14.270232651003818	-8.996929337151645	[0.016796274944989503, 0.007370047037352444]	2	3	(3, 16, 25)	3	(3, 16, 25)	0.8425005691694345
0.03646263483737513	0.02747179217022188	-419.1318402673778	-242.49075409596406	-14.129722187561462	-9.085559122216154	[0.022418337037569642, 0.005053455132652239]	2	3	(2, 6, 12)	3	(2, 6, 12)	0.907832082775552
0.016750460446315077	0.0026146124326224093	-1807.2943922664776	-1541.8916254166143	-17.751825722982183	-13.287404671593954	[0.0014227711882770213, 0.001191841244345388]	2	3	(6, 10, 11)	3	(6, 10, 11)	1.0062068334530698
0.024857664507033216	0.01425310460805295	-465.6850170539376	-293.31318854820466	-14.771871925459335	-9.932021469807342	[0.00860786294681963, 0.0056452416612333195]	2	3	(7, 14, 15)	3	(7, 14, 15)	0.913403108603318
0.022428298759410298	0.015422078624331374	-961.2952303772274	-810.5266505581775	-15.852792323037075	-10.869639341652952	[0.014069725911717852, 0.0013523527126135216]	2	3	(6, 10, 20)	3	(6, 10, 20)	0.9501987684779974
0.02263237268861661	0.011152595441271436	-1159.2791740304497	-1028.1301599420622	-15.941244578176848	-11.43158008589176	[0.0100760356537225, 0.001076559787548936]	2	3	(4, 10, 11)	3	(4, 10, 11)	0.9832230666204486
0.01373992872714043	0.006411128302915527	-3612.3040491957927	-3396.726939575567	-18.260158502307014	-13.180287583358112	[0.006101802847201075, 0.00030932545571445234]	2	3	(22, 25, 26)	3	(22, 25, 26)	0.9290449317925095
0.022948246649834362	0.011784362971331258	-560.6541426467243	-446.73636429946737	-15.119855750898104	-10.542950429828757	[0.008779917037505735, 0.003004445933825524]	2	3	(8, 13, 14)	3	(8, 13, 14)	0.9473821742151841
0.047908584883162894	0.032989715779954895	-452.10102720672603	-195.16806182287672	-13.66819080461395	-8.685420451999589	[0.02664611340981546, 0.006343602370139439]	2	3	(8, 13, 23)	3	(8, 13, 23)	0.962564887473346
0.0339108378236275	0.025267176280611498	-347.7058637712322	-182.3925924331834	-13.829046214456087	-8.884410570943356	[0.017224420041284542, 0.008042756239326956]	2	3	(19, 20, 27)	3	(19, 20, 27)	0.8482767356186395
0.020968650373250797	0.016438780453845888	-618.8874838423417	-275.2716747531748	-15.44983531124874	-9.725870591945025	[0.011019388176547181, 0.005419392277298707]	2	3	(13, 21, 26)	3	(13, 21, 26)	0.8728795410119381
0.0183076597327622	0.011677625241444476	-581.4884427781542	-409.0747151492163	-15.542738594743776	-10.463978457609239	[0.008193657978283931, 0.003483967263160544]	2	3	(0, 8, 11)	3	(0, 8, 11)	0.9124741559562235
0.02428226323630714	0.019233733268463123	-470.29185509455647	-241.78574437599934	-14.820086663646247	-9.439141580679475	[0.013213456477325362, 0.006020276791137763]	2	3	(1, 4, 26)	3	(1, 4, 26)	0.8746809953187057
0.03772386311097976	0.022854501284526034	-794.240422264774	-418.9496643200904	-15.300673589061237	-9.81635796810219	[0.020146777844799214, 0.002707723439726821]	2	3	(6, 17, 18)	3	(6, 17, 18)	0.8276671771443128
0.0234549252233405	0.01798227075568959	-523.7335349235688	-277.15867570119593	-15.037198060745192	-9.64295914313869	[0.01298609926910356, 0.004996171486586031]	2	3	(0, 20, 21)	3	(0, 20, 21)	0.9781377622607778
0.0322624095323305	0.017518254763385227	-411.6311473236192	-243.76212130513	-14.144714109537857	-9.540704649470564	[0.010962788687279295, 0.006555466076105933]	2	3	(15, 19, 22)	3	(15, 19, 22)	0.8660785904351874
0.020183969932028038	0.01142227318726334	-886.196529227022	-677.576372310138	-16.005912685976938	-10.99071231444502	[0.009680965011436036, 0.001741308175827304]	2	3	(0, 1, 26)	3	(0, 1, 26)	0.9141728320511285
0.019107378547917952	0.015102773959095182	-699.9779348358329	-330.0596567492116	-15.79977484230602	-9.992150262282838	[0.01090783385223536, 0.00419494010685982]	2	3	(4, 21, 25)	3	(4, 21, 25)	0.8740616757156969
0.015807480053575903	0.005810257505441471	-4074.5772378612287	-3472.43483317615	-18.055711729321274	-13.300741695934665	[0.005506382559020738, 0.0003038749464207326]	2	3	(9, 25, 26)	3	(9, 25, 26)	0.8924090194601245
0.03309757016695409	0.02895804880101619	-528.726228260839	-205.06517825722997	-14.538117667954939	-8.865234960713508	[0.022751162629238028, 0.006206886171778165]	2	3	(8, 13, 18)	3	(8, 13, 18)	0.8012127795938335
0.02683822476011176	0.013766378663569227	-562.3024816627438	-420.23126903835026	-14.948286107913052	-10.326331188521968	[0.010706701040271606, 0.00305967762329762]	2	3	(7, 18, 21)	3	(7, 18, 21)	0.8641704825857194
0.05444243562667642	0.0385287678567132	-302.2694358644749	-114.55264070634534	-12.837322078037221	-7.997384561163139	[0.025161445050718767, 0.013367322805994432]	2	3	(9, 18, 23)	3	(9, 18, 23)	0.7850150308785039
0.03164461944339521	0.015313133275008998	-682.0800741559327	-551.3036023760995	-14.945291971325602	-10.491330094701311	[0.013210555024204762, 0.0021025782508042367]	2	3	(5, 13, 20)	3	(5, 13, 20)	0.9058408555505141
0.058416790069490125	0.04182489650145938	-212.17740360621573	-103.90313035577441	-12.282758526046994	-7.817722532869786	[0.026811014727979046, 0.015013881773480337]	2	3	(4, 17, 23)	3	(4, 17, 23)	0.8059320282425707
0.02054943510169702	0.008981630862388172	-752.6517678506427	-622.6832624198081	-15.772953477200558	-11.14661178512026	[0.006887343540351906, 0.0020942873220362664]	2	3	(9, 10, 28)	3	(9, 10, 28)	0.9091106741742038
0.024737215852587608	0.015003322548014744	-440.14577837431534	-302.9032883867841	-14.683662234825455	-9.912897173526034	[0.010098427786762051, 0.004904894761252692]	2	3	(11, 15, 27)	3	(11, 15, 27)	0.9306840863504355
0.03332648859721179	0.024747378059608718	-294.2254901689329	-170.63393926239917	-13.628775091855621	-8.83855628841297	[0.015215554657565532, 0.009531823402043185]	2	3	(3, 15, 28)	3	(3, 15, 28)	0.885086533851235
0.019145188102162272	0.013836073871153154	-873.9167825538117	-535.034184543556	-16.040691019310977	-10.56280669006514	[0.011608353246045748, 0.002227720625107406]	2	3	(4, 6, 22)	3	(4, 6, 22)	0.9320113637249691
0.03136677313214282	0.01634669924335582	-330.00410358964353	-257.2859646483023	-13.892789318891035	-9.66391745237178	[0.009981250653090263, 0.006365448590265559]	2	3	(4, 20, 24)	3	(4, 20, 24)	0.9497308267524817
0.035191772649589614	0.019156654350323564	-748.3276370635463	-508.7982050494513	-15.215250588964885	-10.187156622266134	[0.016933159703131317, 0.002223494647192248]	2	3	(8, 16, 19)	3	(8, 16, 19)	0.8143574265839977
0.020734297433980663	0.013047928591064184	-637.9480636233639	-492.5569392428644	-15.469491849126378	-10.538735953071626	[0.010532943805215043, 0.0025149847858491415]	2	3	(3, 8, 25)	3	(3, 8, 25)	0.973626578449379
0.022798569805145715	0.014903037278736708	-494.6677515427349	-304.19071260377393	-14.988074822374	-9.923845091393154	[0.010007436515785041, 0.004895600762951667]	2	3	(0, 15, 22)	3	(0, 15, 22)	0.9888547179950855
0.014215652162873207	0.010138114905813848	-652.4287291116661	-395.0087096854262	-16.099900873554734	-10.57036101932092	[0.005241671752427583, 0.004896443153386266]	2	3	(10, 21, 27)	3	(10, 21, 27)	0.9262776756177118
0.029921411796564983	0.02621457482863138	-542.2391705764536	-254.05192045062304	-14.824022134914266	-9.178978389070856	[0.021390709907597068, 0.004823864921034313]	2	3	(5, 9, 18)	3	(5, 9, 18)	0.8003919661084531
0.04390992746083636	0.03253584479594297	-278.6437096250995	-148.46273401488546	-13.153107749149415	-8.425746857969072	[0.023012824564356278, 0.009523020231586696]	2	3	(2, 5, 15)	3	(2, 5, 15)	0.896321042757665
0.03389576623937865	0.029928766340056756	-516.0936135682014	-170.1848573121532	-14.399082459012464	-8.645820418358234	[0.021897811382102485, 0.008030954957954271]	2	3	(4, 5, 17)	3	(4, 5, 17)	0.8179103421694162
0.02511747791419783	0.01799011854327804	-447.7171709262868	-306.17231106491164	-14.691595377875004	-9.742080693164759	[0.013701750404300496, 0.004288368138977545]	2	3	(1, 4, 7)	3	(1, 4, 7)	0.8718878601473165
0.04722740888576473	0.03480197428825759	-256.4070866681338	-125.31389835472766	-12.87912135596285	-8.188902937768834	[0.022408577587997237, 0.012393396700260354]	2	3	(2, 16, 24)	3	(2, 16, 24)	0.800735196680714
0.02819099773444508	0.009819913448534457	-618.8763403510592	-483.96349097749726	-15.027437923013217	-10.805352442456297	[0.006863688308385232, 0.0029562251401492254]	2	3	(3, 4, 9)	3	(3, 4, 9)	0.9748250235233101
0.022986204297692457	0.016744081094540023	-605.7556165729644	-393.725501790381	-15.244972235556212	-10.065364421179233	[0.01362216117224512, 0.003121919922294902]	2	3	(3, 12, 22)	3	(3, 12, 22)	0.996926453129486
0.025540294867545485	0.01958637590107644	-545.8119329402141	-282.369327550715	-15.023636580384355	-9.57613694776379	[0.014945094505637514, 0.0046412813954389235]	2	3	(6, 19, 27)	3	(6, 19, 27)	0.8593401939127739
