offset	max_var	min_est	log_det	combination	has_repeats	dcbc
0.1	0.7160236448157828	68.4742071675699	-15.9617698040745	(18, 17, 17, 4, 18, 8, 1, 26)	1	0.0438731424510479
1e-06	0.01522049844266249	1006038.034814588	-51.952875343769804	(3, 13, 14, 27, 8, 22, 25, 11)	0	0.04813750088214874
0.001	0.022213498442662488	3287.499879673629	-41.639255815510815	(3, 13, 14, 27, 8, 22, 25, 11)	0	0.04813750088214874
0.1	0.7152134984426625	68.53385866722908	-15.9687603401812	(3, 13, 14, 27, 8, 22, 25, 11)	0	0.04813750088214874
1e-06	0.022261080728679224	18363.684129456207	-45.522884576151085	(10, 0, 2, 3, 21, 7, 11, 15)	0	0.04616453871130943
0.001	0.029254080728679226	2836.6348910014403	-40.13999520961019	(10, 0, 2, 3, 21, 7, 11, 15)	0	0.04616453871130943
0.1	0.7222540807286794	67.891776261344	-15.901537354097925	(10, 0, 2, 3, 21, 7, 11, 15)	0	0.04616453871130943
1e-06	0.018960037456533733	1008425.2277441438	-51.343426240711985	(14, 10, 20, 18, 5, 4, 20, 26)	1	0.04643174260854721
0.001	0.025953037456533733	3139.9641712743196	-40.888994719678806	(14, 10, 20, 18, 5, 4, 20, 26)	1	0.04643174260854721
0.1	0.7189530374565338	68.19194055092426	-15.933009013511658	(14, 10, 20, 18, 5, 4, 20, 26)	1	0.04643174260854721
1e-06	0.014793227678294585	1006243.7557229395	-52.06313574524599	(13, 23, 25, 4, 8, 8, 10, 22)	1	0.04528382048010826
0.001	0.021786227678294585	3294.1911814972773	-41.72362823999063	(13, 23, 25, 4, 8, 8, 10, 22)	1	0.04528382048010826
0.1	0.7147862276782946	68.57448345976373	-15.972927855538687	(13, 23, 25, 4, 8, 8, 10, 22)	1	0.04528382048010826
1e-06	0.022195875911857288	4212.4346327722515	-42.459349004291155	(18, 24, 13, 14, 17, 23, 25, 5)	0	0.049229398369789124
0.001	0.029188875911857287	2281.4511363310407	-39.44637575923145	(18, 24, 13, 14, 17, 23, 25, 5)	0	0.049229398369789124
0.1	0.7221888759118573	67.88217491985027	-15.90135403386444	(18, 24, 13, 14, 17, 23, 25, 5)	0	0.049229398369789124
1e-06	0.01596304223286924	2002256.6008202848	-57.33244108190847	(7, 3, 14, 7, 4, 0, 11, 7)	1	0.04653988406062126
0.001	0.022956042232869244	3458.599837776576	-41.72565962039038	(7, 3, 14, 7, 4, 0, 11, 7)	1	0.04653988406062126
0.1	0.7159560422328692	68.47239239572251	-15.96199607174103	(7, 3, 14, 7, 4, 0, 11, 7)	1	0.04653988406062126
1e-06	0.019547276404487248	1002956.4831967026	-49.51668940595391	(12, 4, 1, 23, 28, 12, 3, 25)	1	0.046364277601242065
0.001	0.026540276404487247	2780.5544004839685	-40.36164001586468	(12, 4, 1, 23, 28, 12, 3, 25)	1	0.046364277601242065
0.1	0.7195402764044873	68.12949025586371	-15.926940479466502	(12, 4, 1, 23, 28, 12, 3, 25)	1	0.046364277601242065
1e-06	0.017459362808445535	2002333.6561003656	-57.290530873915905	(1, 12, 14, 3, 7, 6, 7, 3)	1	0.04199735075235367
0.001	0.024452362808445535	3475.8147357323874	-41.64568466594167	(1, 12, 14, 3, 7, 6, 7, 3)	1	0.04199735075235367
0.1	0.7174523628084455	68.34917495349679	-15.948408817475105	(1, 12, 14, 3, 7, 6, 7, 3)	1	0.04199735075235367
1e-06	0.025524151958761565	1007690.0671220579	-49.84765312694366	(23, 19, 10, 19, 2, 15, 26, 5)	1	0.04806005582213402
0.001	0.032517151958761564	2910.6769832741074	-39.729468032231026	(23, 19, 10, 19, 2, 15, 26, 5)	1	0.04806005582213402
0.1	0.7255171519587617	67.5977773913153	-15.870564941913381	(23, 19, 10, 19, 2, 15, 26, 5)	1	0.04806005582213402
1e-06	0.018279923304880458	2003705.3825868457	-57.649818235332845	(9, 6, 4, 6, 27, 23, 17, 4)	1	0.041860323399305344
0.001	0.025272923304880457	3595.879952816089	-41.552369851514065	(9, 6, 4, 6, 27, 23, 17, 4)	1	0.041860323399305344
0.1	0.7182729233048804	68.2624723347291	-15.939936950991106	(9, 6, 4, 6, 27, 23, 17, 4)	1	0.041860323399305344
1e-06	0.01639749369771227	1003517.4303228959	-50.43600594152943	(14, 27, 0, 19, 27, 20, 6, 1)	1	0.045483916997909546
0.001	0.023390493697712268	2944.5945047783853	-40.99343872297638	(14, 27, 0, 19, 27, 20, 6, 1)	1	0.045483916997909546
0.1	0.7163904936977122	68.41696613805415	-15.957028642437008	(14, 27, 0, 19, 27, 20, 6, 1)	1	0.045483916997909546
1e-06	0.012011408464252556	1005048.5574295919	-52.53266831126078	(7, 0, 21, 10, 14, 27, 12, 7)	1	0.04443278908729553
0.001	0.019004408464252557	3393.8623197831807	-42.29011882115504	(7, 0, 21, 10, 14, 27, 12, 7)	1	0.04443278908729553
0.1	0.7120044084642525	68.83136683275305	-15.999658248376113	(7, 0, 21, 10, 14, 27, 12, 7)	1	0.04443278908729553
1e-06	0.019909316095448992	1005287.7637171188	-51.68069413838838	(27, 8, 20, 5, 13, 15, 9, 13)	1	0.04674912989139557
0.001	0.02690231609544899	3355.7209858514343	-41.39132997465486	(27, 8, 20, 5, 13, 15, 9, 13)	1	0.04674912989139557
0.1	0.719902316095449	68.14057785982837	-15.925797104864463	(27, 8, 20, 5, 13, 15, 9, 13)	1	0.04674912989139557
1e-06	0.01619974663232022	1005582.4894928262	-51.994373180075925	(22, 26, 7, 19, 2, 6, 26, 18)	1	0.04518834501504898
0.001	0.023192746632320224	3347.276894865802	-41.6606069018465	(22, 26, 7, 19, 2, 6, 26, 18)	1	0.04518834501504898
0.1	0.7161927466323204	68.45225620421053	-15.959810411959726	(22, 26, 7, 19, 2, 6, 26, 18)	1	0.04518834501504898
1e-06	0.016992663325571852	1005896.8807556792	-51.563943531615614	(14, 19, 8, 6, 18, 28, 1, 5)	0	0.042720209807157516
0.001	0.02398566332557185	3230.6734595735843	-41.320639123633924	(14, 19, 8, 6, 18, 28, 1, 5)	0	0.042720209807157516
0.1	0.7169856633255719	68.37263945223597	-15.951859068834215	(14, 19, 8, 6, 18, 28, 1, 5)	0	0.042720209807157516
1e-06	0.015243725131716714	10100.560156634321	-46.10015808461614	(24, 26, 5, 12, 11, 16, 8, 7)	0	0.042056214064359665
0.001	0.022236725131716713	2976.9337719637915	-41.34401827530413	(24, 26, 5, 12, 11, 16, 8, 7)	0	0.042056214064359665
0.1	0.7152367251317167	68.53002589649458	-15.96845382993671	(24, 26, 5, 12, 11, 16, 8, 7)	0	0.042056214064359665
1e-06	0.0190003584261057	1006985.7545923946	-52.09433685234823	(9, 5, 3, 22, 10, 5, 15, 13)	1	0.04964737594127655
0.001	0.0259933584261057	3415.2953816510917	-41.41245432578839	(9, 5, 3, 22, 10, 5, 15, 13)	1	0.04964737594127655
0.1	0.7189933584261057	68.20714837000091	-15.93360977460985	(9, 5, 3, 22, 10, 5, 15, 13)	1	0.04964737594127655
1e-06	0.016788116233522277	1011488.7191577831	-52.76905806939716	(6, 4, 17, 27, 22, 25, 23, 26)	0	0.04325870797038078
0.001	0.02378111623352228	3424.217190790672	-41.59258961575888	(6, 4, 17, 27, 22, 25, 23, 26)	0	0.04325870797038078
0.1	0.7167811162335223	68.39671873086631	-15.954093314597495	(6, 4, 17, 27, 22, 25, 23, 26)	0	0.04325870797038078
1e-06	0.020477505609560423	1003952.3015176274	-50.208307288812165	(23, 2, 23, 5, 0, 14, 21, 9)	1	0.045258454978466034
0.001	0.027470505609560422	2985.0041601340436	-40.601145709382585	(23, 2, 23, 5, 0, 14, 21, 9)	1	0.045258454978466034
0.1	0.7204705056095605	68.05966511508971	-15.918843317844424	(23, 2, 23, 5, 0, 14, 21, 9)	1	0.045258454978466034
1e-06	0.020751986071330403	1003109.5179582599	-49.61212687359652	(7, 16, 11, 23, 28, 23, 4, 26)	1	0.0500236377120018
0.001	0.027744986071330403	2827.0262532896695	-40.37282513813364	(7, 16, 11, 23, 28, 23, 4, 26)	1	0.0500236377120018
0.1	0.7207449860713304	68.03439445732913	-15.91621768412307	(7, 16, 11, 23, 28, 23, 4, 26)	1	0.0500236377120018
1e-06	0.022836556749661483	5840.184956115993	-43.088994236606666	(17, 15, 19, 23, 1, 18, 4, 8)	0	0.05112003535032272
0.001	0.029829556749661482	2440.514350194106	-39.55974225013614	(17, 15, 19, 23, 1, 18, 4, 8)	0	0.05112003535032272
0.1	0.7228295567496617	67.82797363019029	-15.895453356520758	(17, 15, 19, 23, 1, 18, 4, 8)	0	0.05112003535032272
1e-06	0.015443168063527633	6899.065674916999	-45.50903719417724	(6, 12, 28, 7, 13, 10, 25, 16)	0	0.04973605275154114
0.001	0.022436168063527634	2910.906903290104	-41.28119120684597	(6, 12, 28, 7, 13, 10, 25, 16)	0	0.04973605275154114
0.1	0.7154361680635276	68.5118673877667	-15.966549857262919	(6, 12, 28, 7, 13, 10, 25, 16)	0	0.04973605275154114
1e-06	0.012790556202383988	1010848.3067153925	-54.33099947253086	(8, 9, 7, 7, 28, 21, 13, 5)	1	0.04097102954983711
0.001	0.01978355620238399	3785.943959292343	-42.710048416836585	(8, 9, 7, 7, 28, 21, 13, 5)	1	0.04097102954983711
0.1	0.712783556202384	68.77156718889208	-15.992796939974706	(8, 9, 7, 7, 28, 21, 13, 5)	1	0.04097102954983711
1e-06	0.020643738198285747	1004066.1361437405	-50.245193806926906	(23, 1, 22, 25, 10, 20, 17, 23)	1	0.03707653284072876
0.001	0.027636738198285746	2993.102089197426	-40.61033726431686	(23, 1, 22, 25, 10, 20, 17, 23)	1	0.03707653284072876
0.1	0.7206367381982858	68.04700092518732	-15.917387673434616	(23, 1, 22, 25, 10, 20, 17, 23)	1	0.03707653284072876
1e-06	0.01972103138059552	1007721.9330449606	-51.80913072883975	(3, 5, 18, 10, 4, 19, 19, 28)	1	0.044886019080877304
0.001	0.02671403138059552	3315.707671854307	-41.175471658199164	(3, 5, 18, 10, 4, 19, 19, 28)	1	0.044886019080877304
0.1	0.7197140313805955	68.14174943702929	-15.92675169108781	(3, 5, 18, 10, 4, 19, 19, 28)	1	0.044886019080877304
1e-06	0.014282973676744656	2040472.2066069809	-61.23569823007678	(6, 14, 5, 13, 5, 26, 26, 7)	1	0.039568688720464706
0.001	0.021275973676744657	3984.2328067732287	-42.540281749515735	(6, 14, 5, 13, 5, 26, 26, 7)	1	0.039568688720464706
0.1	0.7142759736767446	68.63173812750448	-15.97835049653996	(6, 14, 5, 13, 5, 26, 26, 7)	1	0.039568688720464706
1e-06	0.019420578025877152	2002402.4923032345	-56.94895405127265	(9, 16, 15, 6, 7, 24, 9, 5)	1	0.048090867698192596
0.001	0.026413578025877155	3441.8576325366676	-41.30739231504628	(9, 16, 15, 6, 7, 24, 9, 5)	1	0.048090867698192596
0.1	0.7194135780258771	68.167690769981	-15.92953997294568	(9, 16, 15, 6, 7, 24, 9, 5)	1	0.048090867698192596
1e-06	0.01566256986800447	3003157.6465668925	-65.8122963915356	(17, 3, 18, 17, 26, 19, 26, 25)	1	0.04299970716238022
0.001	0.022655569868004478	4387.455415480245	-43.10104158165964	(17, 3, 18, 17, 26, 19, 26, 25)	1	0.04299970716238022
0.1	0.7156555698680045	68.53873365473666	-15.966898971995422	(17, 3, 18, 17, 26, 19, 26, 25)	1	0.04299970716238022
1e-06	0.014960562416370496	2032153.2175270882	-62.17945160012165	(25, 1, 25, 15, 15, 26, 5, 21)	1	0.04336176812648773
0.001	0.021953562416370493	4311.74343170193	-43.08809067188837	(25, 1, 25, 15, 15, 26, 5, 21)	1	0.04336176812648773
0.1	0.7149535624163704	68.59826880625718	-15.973366615118591	(25, 1, 25, 15, 15, 26, 5, 21)	1	0.04336176812648773
1e-06	0.02394872125742035	1003079.2956403884	-49.0077412750456	(3, 23, 3, 14, 12, 8, 11, 15)	1	0.048170074820518494
0.001	0.03094172125742035	2753.9475325740827	-39.83189225520228	(3, 23, 3, 14, 12, 8, 11, 15)	1	0.048170074820518494
0.1	0.7239417212574203	67.74071424749172	-15.885572602967875	(3, 23, 3, 14, 12, 8, 11, 15)	1	0.048170074820518494
1e-06	0.020695201900557778	1004737.9369935555	-49.91866782004548	(4, 1, 1, 10, 18, 13, 15, 21)	1	0.046971097588539124
0.001	0.027688201900557777	2880.6146188546854	-40.282218382303164	(4, 1, 1, 10, 18, 13, 15, 21)	1	0.046971097588539124
0.1	0.7206882019005577	68.0257444493634	-15.916026688104187	(4, 1, 1, 10, 18, 13, 15, 21)	1	0.046971097588539124
1e-06	0.021150536456679213	1003846.8934588006	-50.04351636229568	(11, 9, 9, 3, 4, 23, 15, 25)	1	0.049657177180051804
0.001	0.028143536456679212	2959.336140254717	-40.48605590809589	(11, 9, 9, 3, 4, 23, 15, 25)	1	0.049657177180051804
0.1	0.7211435364566793	67.99847689027979	-15.912425234555693	(11, 9, 9, 3, 4, 23, 15, 25)	1	0.049657177180051804
1e-06	0.017164510142164927	2002167.9405907695	-56.87649985811628	(3, 27, 17, 15, 8, 7, 25, 25)	1	0.05143270641565323
0.001	0.024157510142164926	3370.908319303029	-41.367872054502115	(3, 27, 17, 15, 8, 7, 25, 25)	1	0.05143270641565323
0.1	0.7171575101421649	68.35516638184541	-15.950122240553544	(3, 27, 17, 15, 8, 7, 25, 25)	1	0.05143270641565323
1e-06	0.015032192034691864	2005107.6612236595	-58.96563737281447	(13, 18, 6, 7, 16, 17, 7, 17)	1	0.04001679643988609
0.001	0.022025192034691863	3833.922828935395	-42.36773896294137	(13, 18, 6, 7, 16, 17, 7, 17)	1	0.04001679643988609
0.1	0.7150251920346918	68.56813942111683	-15.971446737536722	(13, 18, 6, 7, 16, 17, 7, 17)	1	0.04001679643988609
1e-06	0.018866191624218404	2002421.7569649	-57.006494691672344	(16, 17, 11, 12, 2, 1, 17, 1)	1	0.043052561581134796
0.001	0.025859191624218403	3441.604600798421	-41.36239747515029	(16, 17, 11, 12, 2, 1, 17, 1)	1	0.043052561581134796
0.1	0.7188591916242184	68.21641835044636	-15.934738436907834	(16, 17, 11, 12, 2, 1, 17, 1)	1	0.043052561581134796
1e-06	0.01997802156434854	1004001.5825822174	-50.446414833197665	(28, 0, 12, 21, 2, 2, 27, 18)	1	0.04625247046351433
0.001	0.026971021564348545	3018.090346396052	-40.811712058862035	(28, 0, 12, 21, 2, 2, 27, 18)	1	0.04625247046351433
0.1	0.7199710215643486	68.11776400431835	-15.92428148111288	(28, 0, 12, 21, 2, 2, 27, 18)	1	0.04625247046351433
1e-06	0.020597261589099605	1003787.891078169	-49.941493507829655	(3, 15, 14, 14, 9, 7, 28, 11)	1	0.04861234873533249
0.001	0.027590261589099607	2900.7093320479285	-40.47146984806577	(3, 15, 14, 14, 9, 7, 28, 11)	1	0.04861234873533249
0.1	0.7205902615890997	68.04938492642523	-15.917740582199837	(3, 15, 14, 14, 9, 7, 28, 11)	1	0.04861234873533249
1e-06	0.020202755568649974	5314.109196048979	-43.464185339518906	(2, 22, 14, 9, 11, 3, 7, 16)	0	0.047321587800979614
0.001	0.027195755568649973	2496.218231644151	-39.98171379009368	(2, 22, 14, 9, 11, 3, 7, 16)	0	0.047321587800979614
0.1	0.72019575556865	68.06508223746627	-15.920441350845675	(2, 22, 14, 9, 11, 3, 7, 16)	0	0.047321587800979614
1e-06	0.019094936147232195	13071.54896971973	-46.6890952015647	(15, 22, 28, 18, 9, 8, 27, 17)	0	0.04829572141170502
0.001	0.026087936147232198	3175.2357183131235	-41.14981202890597	(15, 22, 28, 18, 9, 8, 27, 17)	0	0.04829572141170502
0.1	0.7190879361472322	68.19555999189186	-15.93255461229506	(15, 22, 28, 18, 9, 8, 27, 17)	0	0.04829572141170502
1e-06	0.013666362376788846	1006477.4726251584	-52.57518102555237	(22, 19, 27, 10, 0, 10, 9, 28)	1	0.04353628307580948
0.001	0.020659362376788844	3411.446414980228	-42.04275520420821	(22, 19, 27, 10, 0, 10, 9, 28)	1	0.04353628307580948
0.1	0.7136593623767888	68.67949684854067	-15.983803903733198	(22, 19, 27, 10, 0, 10, 9, 28)	1	0.04353628307580948
1e-06	0.01945866532040042	1007453.7836188393	-51.085247754591805	(5, 1, 24, 10, 10, 28, 14, 2)	1	0.04237953573465347
0.001	0.02645166532040042	3112.6785774023097	-40.76687901068499	(5, 1, 24, 10, 10, 28, 14, 2)	1	0.04237953573465347
0.1	0.7194516653204005	68.14305572576846	-15.928066126459356	(5, 1, 24, 10, 10, 28, 14, 2)	1	0.04237953573465347
1e-06	0.01858889732307827	9512.062946467693	-45.34912440934343	(5, 12, 9, 24, 10, 13, 2, 7)	0	0.04242973029613495
0.001	0.02558189732307827	2882.2403780823215	-40.71699070335211	(5, 12, 9, 24, 10, 13, 2, 7)	0	0.04242973029613495
0.1	0.7185818973230783	68.22149153635354	-15.936328074153911	(5, 12, 9, 24, 10, 13, 2, 7)	0	0.04242973029613495
1e-06	0.017728397439774116	3001449.6962482575	-64.09793651322657	(21, 13, 19, 19, 21, 3, 4, 13)	1	0.04600803181529045
0.001	0.024721397439774116	3987.4510960641596	-42.19025572925112	(21, 13, 19, 19, 21, 3, 4, 13)	1	0.04600803181529045
0.1	0.717721397439774	68.33254214138101	-15.946240304516495	(21, 13, 19, 19, 21, 3, 4, 13)	1	0.04600803181529045
1e-06	0.013303088197652784	2002561.778163855	-57.99651778414875	(24, 27, 19, 12, 12, 8, 0, 12)	1	0.044993799179792404
0.001	0.020296088197652787	3572.0649783905806	-42.209789849245986	(24, 27, 19, 12, 12, 8, 0, 12)	1	0.044993799179792404
0.1	0.7132960881976528	68.71266343956259	-15.987273988136891	(24, 27, 19, 12, 12, 8, 0, 12)	1	0.044993799179792404
1e-06	0.016584539972549342	2002165.1273743138	-56.967328173689296	(12, 14, 6, 17, 12, 26, 14, 3)	1	0.04292355105280876
0.001	0.02357753997254934	3378.7722928736066	-41.45433401057419	(12, 14, 6, 17, 12, 26, 14, 3)	1	0.04292355105280876
0.1	0.7165775399725494	68.40803566971589	-15.9556604343216	(12, 14, 6, 17, 12, 26, 14, 3)	1	0.04292355105280876
1e-06	0.01776629976400807	2006476.9633495596	-58.78975387485517	(26, 13, 12, 27, 5, 16, 16, 13)	1	0.0448528528213501
0.001	0.02475929976400807	3819.495111633831	-41.99290605596783	(26, 13, 12, 27, 5, 16, 16, 13)	1	0.0448528528213501
0.1	0.7177592997640081	68.32263481510113	-15.94553783173398	(26, 13, 12, 27, 5, 16, 16, 13)	1	0.0448528528213501
1e-06	0.01310893418628567	2326612.0276191016	-64.73995967470984	(25, 27, 27, 12, 3, 24, 26, 27)	1	0.05171608924865723
0.001	0.02010193418628567	4339.710396257077	-43.19191514703425	(25, 27, 27, 12, 3, 24, 26, 27)	1	0.05171608924865723
0.1	0.7131019341862856	68.74829316799112	-15.990050880619318	(25, 27, 27, 12, 3, 24, 26, 27)	1	0.05171608924865723
1e-06	0.018076378707848378	5705.869853956321	-44.21730094592673	(3, 21, 8, 23, 0, 10, 14, 7)	0	0.04682864248752594
0.001	0.025069378707848377	2642.4982278466764	-40.507469839383	(3, 21, 8, 23, 0, 10, 14, 7)	0	0.04682864248752594
0.1	0.7180693787078484	68.26358369098897	-15.940983984638933	(3, 21, 8, 23, 0, 10, 14, 7)	0	0.04682864248752594
1e-06	0.019202026977096227	12549.776566591336	-45.94457267950165	(12, 18, 15, 8, 27, 22, 3, 16)	0	0.04948095977306366
0.001	0.026195026977096227	2982.750380438515	-40.76023069451849	(12, 18, 15, 8, 27, 22, 3, 16)	0	0.04948095977306366
0.1	0.7191950269770961	68.17073174052138	-15.930743931396714	(12, 18, 15, 8, 27, 22, 3, 16)	0	0.04948095977306366
1e-06	0.01926073461327044	1005626.3709955098	-51.42302997026946	(28, 13, 6, 25, 19, 9, 6, 15)	1	0.04555995389819145
0.001	0.02625373461327044	3258.0534968040356	-41.18193595594257	(28, 13, 6, 25, 19, 9, 6, 15)	1	0.04555995389819145
0.1	0.7192537346132705	68.18107803661903	-15.931006077256674	(28, 13, 6, 25, 19, 9, 6, 15)	1	0.04555995389819145
1e-06	0.020433265552330878	1003750.8055287212	-49.929991684191855	(22, 12, 3, 25, 17, 2, 28, 28)	1	0.04734084755182266
0.001	0.027426265552330877	2915.3641391491883	-40.443236637736334	(22, 12, 3, 25, 17, 2, 28, 28)	1	0.04734084755182266
0.1	0.7204262655523309	68.05325494057519	-15.91871303347707	(22, 12, 3, 25, 17, 2, 28, 28)	1	0.04734084755182266
1e-06	0.023195765440970392	4019.421467361578	-42.2372128115144	(17, 11, 0, 15, 13, 25, 8, 23)	0	0.04650517553091049
0.001	0.030188765440970388	2247.422322494739	-39.302638469729025	(17, 11, 0, 15, 13, 25, 8, 23)	0	0.04650517553091049
0.1	0.7231887654409704	67.7947084601346	-15.892003306801694	(17, 11, 0, 15, 13, 25, 8, 23)	0	0.04650517553091049
1e-06	0.01570704896688049	2002359.638888474	-57.443776740122196	(4, 25, 25, 8, 3, 15, 25, 5)	1	0.0465845987200737
0.001	0.02270004896688049	3484.6064832575066	-41.78512448678868	(4, 25, 25, 8, 3, 15, 25, 5)	1	0.0465845987200737
0.1	0.7157000489668804	68.49470724192082	-15.964384960011998	(4, 25, 25, 8, 3, 15, 25, 5)	1	0.0465845987200737
1e-06	0.010932013506404329	3003368.9563894384	-66.39227994038957	(21, 14, 7, 7, 18, 18, 1, 7)	1	0.04039807245135307
0.001	0.017925013506404328	4427.180632067092	-43.613228262088136	(21, 14, 7, 7, 18, 18, 1, 7)	1	0.04039807245135307
0.1	0.7109250135064044	68.94770370488843	-16.01088432855549	(21, 14, 7, 7, 18, 18, 1, 7)	1	0.04039807245135307
1e-06	0.024326846108549172	2002643.9419945905	-56.490518769937516	(23, 0, 16, 3, 3, 19, 27, 23)	1	0.04383439943194389
0.001	0.031319846108549175	3418.42547447386	-40.80144251799208	(23, 0, 16, 3, 3, 19, 27, 23)	1	0.04383439943194389
0.1	0.7243198461085492	67.74921283380085	-15.884232205871818	(23, 0, 16, 3, 3, 19, 27, 23)	1	0.04383439943194389
1e-06	0.018169869057183628	1006357.10084385	-51.91024602837085	(23, 10, 1, 22, 6, 24, 13, 23)	1	0.04470370337367058
0.001	0.025162869057183627	3342.525334187541	-41.43418377939615	(23, 10, 1, 22, 6, 24, 13, 23)	1	0.04470370337367058
0.1	0.7181628690571836	68.28280751781091	-15.94154210007508	(23, 10, 1, 22, 6, 24, 13, 23)	1	0.04470370337367058
1e-06	0.02443352012180973	2002395.0269827018	-56.15340152886974	(26, 18, 2, 2, 19, 23, 18, 20)	1	0.05041508004069328
0.001	0.03142652012180973	3329.595043314601	-40.610229352260035	(26, 18, 2, 2, 19, 23, 18, 20)	1	0.05041508004069328
0.1	0.7244265201218097	67.73602805132509	-15.88304783511245	(26, 18, 2, 2, 19, 23, 18, 20)	1	0.05041508004069328
1e-06	0.024541284681239933	11435.194016683457	-44.95444481372229	(2, 11, 15, 13, 18, 5, 16, 21)	0	0.04377589747309685
0.001	0.031534284681239935	2881.5568080236058	-39.89088517385128	(2, 11, 15, 13, 18, 5, 16, 21)	0	0.04377589747309685
0.1	0.7245342846812399	67.68585971088635	-15.879865609652798	(2, 11, 15, 13, 18, 5, 16, 21)	0	0.04377589747309685
1e-06	0.013198288902777085	3002713.663020793	-65.84319019235454	(13, 23, 9, 22, 13, 13, 13, 10)	1	0.042999669909477234
0.001	0.020191288902777087	4356.367271758534	-43.26692150718365	(13, 23, 9, 22, 13, 13, 13, 10)	1	0.042999669909477234
0.1	0.713191288902777	68.74399292573986	-15.989396741391177	(13, 23, 9, 22, 13, 13, 13, 10)	1	0.042999669909477234
1e-06	0.011994755530869228	2007856.8496366027	-60.141586618222995	(16, 4, 8, 22, 25, 10, 10, 25)	1	0.04397079348564148
0.001	0.018987755530869233	4012.9659022453616	-42.96327813247774	(16, 4, 8, 22, 25, 10, 10, 25)	1	0.04397079348564148
0.1	0.7119877555308692	68.8422886243863	-16.00029845196182	(16, 4, 8, 22, 25, 10, 10, 25)	1	0.04397079348564148
1e-06	0.015670190774078042	1006633.3242203855	-52.64370551438456	(9, 20, 1, 4, 21, 4, 13, 24)	1	0.04519706591963768
0.001	0.02266319077407804	3499.657484788745	-41.929308781829846	(9, 20, 1, 4, 21, 4, 13, 24)	1	0.04519706591963768
0.1	0.715663190774078	68.50273629514291	-15.964977366882172	(9, 20, 1, 4, 21, 4, 13, 24)	1	0.04519706591963768
1e-06	0.014244395645258392	1011124.7142482998	-54.59470821004359	(18, 22, 19, 17, 28, 24, 17, 16)	1	0.03784443438053131
0.001	0.021237395645258395	3880.644028625913	-42.818437903894655	(18, 22, 19, 17, 28, 24, 17, 16)	1	0.03784443438053131
0.1	0.7142373956452585	68.66080528075261	-15.980064547056788	(18, 22, 19, 17, 28, 24, 17, 16)	1	0.03784443438053131
1e-06	0.016396715952605282	59303.83758565077	-49.463579784228415	(1, 10, 22, 28, 6, 11, 4, 17)	0	0.038509801030159
0.001	0.02338971595260528	3420.670685710564	-41.729218745632714	(1, 10, 22, 28, 6, 11, 4, 17)	0	0.038509801030159
0.1	0.7163897159526053	68.43693302680417	-15.958067187071242	(1, 10, 22, 28, 6, 11, 4, 17)	0	0.038509801030159
1e-06	0.01676175148987884	2006715.5658829443	-59.27407560512858	(5, 26, 15, 22, 5, 5, 8, 13)	1	0.05245118960738182
0.001	0.02375475148987884	3925.5692500587093	-42.31460610932319	(5, 26, 15, 22, 5, 5, 8, 13)	1	0.05245118960738182
0.1	0.7167547514898789	68.41969108600911	-15.955415620791765	(5, 26, 15, 22, 5, 5, 8, 13)	1	0.05245118960738182
1e-06	0.016565066270486192	6841.719084823677	-45.20696803220646	(13, 0, 1, 26, 28, 11, 8, 17)	0	0.03961726278066635
0.001	0.023558066270486195	2855.3792831261917	-41.03665711811872	(13, 0, 1, 26, 28, 11, 8, 17)	0	0.03961726278066635
0.1	0.7165580662704863	68.40888711028937	-15.955803880180024	(13, 0, 1, 26, 28, 11, 8, 17)	0	0.03961726278066635
1e-06	0.02063428686941523	1003051.3799277167	-49.30039446929434	(12, 5, 24, 24, 23, 3, 9, 19)	1	0.044067781418561935
0.001	0.027627286869415228	2747.1136321178064	-40.150153336087705	(12, 5, 24, 24, 23, 3, 9, 19)	1	0.044067781418561935
0.1	0.7206272868694152	68.02960393482905	-15.916521761395073	(12, 5, 24, 24, 23, 3, 9, 19)	1	0.044067781418561935
1e-06	0.015403036551962913	1156524.370240498	-55.91939964559454	(13, 27, 10, 27, 25, 4, 14, 28)	1	0.042462971061468124
0.001	0.022396036551962907	3561.3228839507838	-41.98190475716624	(13, 27, 10, 27, 25, 4, 14, 28)	1	0.042462971061468124
0.1	0.7153960365519628	68.52905422826342	-15.967635240390615	(13, 27, 10, 27, 25, 4, 14, 28)	1	0.042462971061468124
1e-06	0.01760509509841977	2004434.8017392715	-58.855610615298666	(17, 13, 13, 4, 4, 19, 12, 22)	1	0.0455935001373291
0.001	0.024598095098419773	3904.411222042647	-42.26900032562309	(17, 13, 13, 4, 4, 19, 12, 22)	1	0.0455935001373291
0.1	0.7175980950984198	68.34921000569864	-15.94769932669011	(17, 13, 13, 4, 4, 19, 12, 22)	1	0.0455935001373291
1e-06	0.014582270300488977	1006300.1191429986	-52.74208848816951	(24, 1, 24, 12, 22, 0, 19, 28)	1	0.03891110047698021
0.001	0.021575270300488978	3497.171226935957	-42.11180562223065	(24, 1, 24, 12, 22, 0, 19, 28)	1	0.03891110047698021
0.1	0.714575270300489	68.60491299691404	-15.975523971741644	(24, 1, 24, 12, 22, 0, 19, 28)	1	0.03891110047698021
1e-06	0.017393930106028972	1003377.9480955256	-50.38716124291345	(7, 17, 4, 26, 14, 9, 14, 3)	1	0.04379650205373764
