offset	max_var	min_est	log_det	combination	has_repeats	dcbc
0.1	0.7194495867470271	68.14141444101432	-15.927992720819322	(2, 11, 6, 21, 0, 1, 13, 3)	0	0.03988746926188469
1e-06	0.019762591147651786	2002555.9863517932	-56.81958223232407	(17, 13, 25, 26, 3, 13, 18, 6)	1	0.04563292860984802
0.001	0.02675559114765179	3417.5064525680964	-41.159604501237965	(17, 13, 25, 26, 3, 13, 18, 6)	1	0.04563292860984802
0.1	0.7197555911476518	68.12942392921853	-15.925899193268972	(17, 13, 25, 26, 3, 13, 18, 6)	1	0.04563292860984802
1e-06	0.024066277567705095	3747.7158812091	-41.7793938348876	(20, 28, 12, 15, 17, 3, 26, 5)	0	0.04763086140155792
0.001	0.0310592775677051	2139.5269833948405	-39.01977365239753	(20, 28, 12, 15, 17, 3, 26, 5)	0	0.04763086140155792
0.1	0.7240592775677052	67.7126979533588	-15.883556155614526	(20, 28, 12, 15, 17, 3, 26, 5)	0	0.04763086140155792
1e-06	0.019433756572585753	5256.324428685275	-43.843944497769584	(16, 23, 5, 26, 9, 7, 22, 2)	0	0.04675210639834404
0.001	0.026426756572585752	2584.5745285608864	-40.28754677166198	(16, 23, 5, 26, 9, 7, 22, 2)	0	0.04675210639834404
0.1	0.7194267565725858	68.14239005322523	-15.928158005432659	(16, 23, 5, 26, 9, 7, 22, 2)	0	0.04675210639834404
1e-06	0.022056484920675443	1002245.9248212302	-48.29473319988452	(1, 20, 19, 3, 2, 25, 10, 10)	1	0.046470075845718384
0.001	0.029049484920675443	2515.4620650869606	-39.56626117909548	(1, 20, 19, 3, 2, 25, 10, 10)	1	0.046470075845718384
0.1	0.7220494849206754	67.88890839599256	-15.90236899063092	(1, 20, 19, 3, 2, 25, 10, 10)	1	0.046470075845718384
1e-06	0.011712259044014486	1006189.5835131833	-53.02887168602229	(24, 0, 8, 13, 21, 28, 26, 8)	1	0.044666968286037445
0.001	0.01870525904401449	3490.306116792478	-42.47847385465473	(24, 0, 8, 13, 21, 28, 26, 8)	1	0.044666968286037445
