n_task	metric	correlation
8	random	0.5198063641717654
8	variance	0.6770344831956411
8	variance_mc	0.7037498625474419
8	log_det_mc	0.6937435878250666
8	inverse_trace_mc	0.7207825456655031
8	random	0.5417269305154798
8	variance	0.6913234742080219
8	variance_mc	0.713505186883049
8	log_det_mc	0.6467847051093746
8	inverse_trace_mc	0.6714758906391751
8	random	0.5710888614776319
8	variance	0.5864191072993323
8	variance_mc	0.643748282026587
8	log_det_mc	0.7082021128762875
8	inverse_trace_mc	0.7429058948598084
8	random	0.513543682921606
8	variance	0.6189552275659712
8	variance_mc	0.6258158600449959
8	log_det_mc	0.6683915666584682
8	inverse_trace_mc	0.662563985734163
8	random	0.5764142852386515
8	variance	0.7441398888362936
8	variance_mc	0.7525493587611989
8	log_det_mc	0.7620752063039603
8	inverse_trace_mc	0.7816950314397816
8	random	0.5201856902100843
8	variance	0.6415063947363245
8	variance_mc	0.6648139783343814
8	log_det_mc	0.6859631022188887
8	inverse_trace_mc	0.7162955018540454
8	random	0.6657047636618069
8	variance	0.6533743016393095
8	variance_mc	0.6654039495623161
8	log_det_mc	0.6931221444380204
8	inverse_trace_mc	0.6803752350821727
8	random	0.5067931779654369
8	variance	0.5988700992419299
8	variance_mc	0.716322685242233
8	log_det_mc	0.6516999835113851
8	inverse_trace_mc	0.6832554347173125
8	random	0.5235020468136703
8	variance	0.6919949199436516
8	variance_mc	0.6802442912218085
8	log_det_mc	0.7013635351042475
8	inverse_trace_mc	0.6889251590071146
8	random	0.554801226032735
8	variance	0.6987038881864318
8	variance_mc	0.7184109670164245
8	log_det_mc	0.6788961488308558
8	inverse_trace_mc	0.6068003190368497
8	random	0.7400589916265798
8	variance	0.7416862735179398
8	variance_mc	0.7263100225680853
8	log_det_mc	0.7003671559225058
8	inverse_trace_mc	0.6929748136899789
8	random	0.5968597566705778
8	variance	0.6517288159779879
8	variance_mc	0.688782412092047
8	log_det_mc	0.6325730054754488
8	inverse_trace_mc	0.6372069944942287
8	random	0.640044078091295
8	variance	0.7133887167677702
8	variance_mc	0.7179786912212242
8	log_det_mc	0.6713644883419018
8	inverse_trace_mc	0.6462351305662174
8	random	0.555781209885528
8	variance	0.6068751291850198
8	variance_mc	0.6414062387690947
8	log_det_mc	0.6305286777793796
8	inverse_trace_mc	0.6496832251442222
8	random	0.6147189016833762
8	variance	0.7114550530093491
8	variance_mc	0.7134514031504929
8	log_det_mc	0.6801403100232482
8	inverse_trace_mc	0.7231031135192197
8	random	0.522004891410726
8	variance	0.6107317516458597
8	variance_mc	0.6433808806652401
8	log_det_mc	0.7035737381404769
8	inverse_trace_mc	0.7031255060116993
8	random	0.5774416005097504
8	variance	0.6832561931916892
8	variance_mc	0.7013721943179498
8	log_det_mc	0.6882840875948005
8	inverse_trace_mc	0.6792161729938453
8	random	0.5968586779981491
8	variance	0.6925150813309855
8	variance_mc	0.7016911921941096
8	log_det_mc	0.6748805059061677
8	inverse_trace_mc	0.7056891316190619
8	random	0.5301700736653606
8	variance	0.6527323917077198
8	variance_mc	0.633584687514084
8	log_det_mc	0.6881848707863966
8	inverse_trace_mc	0.7112481381030921
8	random	0.598256872968903
8	variance	0.7263696429331272
8	variance_mc	0.6543948867601629
8	log_det_mc	0.7394904042624139
8	inverse_trace_mc	0.6841155038369212
8	random	0.6201390905738079
8	variance	0.6835648768503654
8	variance_mc	0.6942995827172489
8	log_det_mc	0.7058678659247314
8	inverse_trace_mc	0.7195424567166939
8	random	0.5160665253730913
8	variance	0.7020437876407849
8	variance_mc	0.6491553088087788
8	log_det_mc	0.6661453318627073
8	inverse_trace_mc	0.6519554678845763
8	random	0.5958095145842923
8	variance	0.6860299352357798
8	variance_mc	0.6289064793490288
8	log_det_mc	0.7447512498968379
8	inverse_trace_mc	0.7284713526672124
8	random	0.4871742530670808
8	variance	0.6670725118483287
8	variance_mc	0.7094718099226067
8	log_det_mc	0.7208137017952123
8	inverse_trace_mc	0.6999878995097472
8	random	0.6419185225013847
8	variance	0.6279898110408668
8	variance_mc	0.7076270249439314
8	log_det_mc	0.6900042757389986
8	inverse_trace_mc	0.6804771812553043
8	random	0.6195318097026519
8	variance	0.7569674328129451
8	variance_mc	0.7100911430304003
8	log_det_mc	0.7423375270719558
8	inverse_trace_mc	0.7580637880143759
8	random	0.5997563681959629
8	variance	0.7240326474885515
8	variance_mc	0.7090011932626357
8	log_det_mc	0.7415226615414374
8	inverse_trace_mc	0.7193398509110216
8	random	0.6445923573853238
8	variance	0.6510168818058387
8	variance_mc	0.7113862200014139
8	log_det_mc	0.7261328893597795
8	inverse_trace_mc	0.7062164809434776
8	random	0.6652973404902119
8	variance	0.6894609314294978
8	variance_mc	0.7002558821893455
8	log_det_mc	0.7277720151646409
8	inverse_trace_mc	0.7732068754166256
8	random	0.530213153549827
8	variance	0.6011371600065117
8	variance_mc	0.6448052967369168
8	log_det_mc	0.7119464470594994
8	inverse_trace_mc	0.6850671202724432
8	random	0.5945130655543069
8	variance	0.6829972074254923
8	variance_mc	0.6476363399713513
8	log_det_mc	0.6665502942285378
8	inverse_trace_mc	0.7253315196407811
10	random	0.5272695732166838
10	variance	0.6455814602795363
10	variance_mc	0.7042389199020337
10	log_det_mc	0.7265329555035743
10	inverse_trace_mc	0.7032401433334257
10	random	0.5702659739874015
10	variance	0.6912267613782758
10	variance_mc	0.6934244330889531
10	log_det_mc	0.6828644690776178
10	inverse_trace_mc	0.7284214090268893
10	random	0.6905430271820344
10	variance	0.6696058968715192
10	variance_mc	0.6315297869593819
10	log_det_mc	0.6875895056235949
10	inverse_trace_mc	0.7507655356887292
10	random	0.5814879757054192
10	variance	0.6473391500292967
10	variance_mc	0.6353313750542046
10	log_det_mc	0.7057591467764877
10	inverse_trace_mc	0.682134688153833
10	random	0.6850123943792673
10	variance	0.6706978715491756
10	variance_mc	0.7220610764326224
10	log_det_mc	0.7367774195250303
10	inverse_trace_mc	0.7209428562689694
10	random	0.44605637762253914
10	variance	0.7001169865674682
10	variance_mc	0.6787958620982121
10	log_det_mc	0.692939022527719
10	inverse_trace_mc	0.681841092366377
10	random	0.6836529115643236
10	variance	0.6671061132121183
10	variance_mc	0.6714649180066862
10	log_det_mc	0.758705201924821
10	inverse_trace_mc	0.7731640982534738
10	random	0.5388825055982608
10	variance	0.6232181071736149
10	variance_mc	0.63920102266158
10	log_det_mc	0.7345569994381439
10	inverse_trace_mc	0.7267968309921015
10	random	0.647588184182652
10	variance	0.7324878405810993
10	variance_mc	0.7590694978501865
10	log_det_mc	0.7750767580992133
10	inverse_trace_mc	0.7414665473544744
10	random	0.648461445534451
10	variance	0.6265560546951748
10	variance_mc	0.5877374147445242
10	log_det_mc	0.6570053096768789
10	inverse_trace_mc	0.6886186475444197
10	random	0.6224072301831987
10	variance	0.6185386288488486
10	variance_mc	0.5982866933105337
10	log_det_mc	0.7034328060363043
10	inverse_trace_mc	0.718597516851489
10	random	0.4416263395609223
10	variance	0.7305211043283849
10	variance_mc	0.6378109122004546
10	log_det_mc	0.7099866866568271
10	inverse_trace_mc	0.7218285132016985
10	random	0.5314814984626294
10	variance	0.6565153342002985
10	variance_mc	0.7459839383848932
10	log_det_mc	0.6867851845371165
10	inverse_trace_mc	0.7210911817901857
10	random	0.5520273681180462
10	variance	0.6842369583124162
10	variance_mc	0.6988215928102878
10	log_det_mc	0.7213237616767931
10	inverse_trace_mc	0.7169036696313059
10	random	0.6267041571067397
10	variance	0.7169867088513108
10	variance_mc	0.7318181859745515
10	log_det_mc	0.7339348465815576
10	inverse_trace_mc	0.7232773484526671
10	random	0.6633110480137208
10	variance	0.7265397502634211
10	variance_mc	0.7016303867968829
10	log_det_mc	0.6992854657440859
10	inverse_trace_mc	0.6969467955471735
10	random	0.6138083352880117
10	variance	0.735423895491891
10	variance_mc	0.7377099694310404
10	log_det_mc	0.7567794385560745
10	inverse_trace_mc	0.7807167874068005
10	random	0.6117573607034774
10	variance	0.7575833900753853
10	variance_mc	0.747801414951832
10	log_det_mc	0.7361735308065335
10	inverse_trace_mc	0.745884358148945
10	random	0.5862352999574522
10	variance	0.6415628055324796
10	variance_mc	0.7048084682100708
10	log_det_mc	0.7232413422407704
10	inverse_trace_mc	0.7657193467411222
10	random	0.6727225846339215
10	variance	0.668835938436191
10	variance_mc	0.693303508791575
10	log_det_mc	0.7329643986080095
10	inverse_trace_mc	0.7222313507525719
10	random	0.5980324668997752
10	variance	0.6457015491359164
10	variance_mc	0.6485691148935867
10	log_det_mc	0.7277611279736321
10	inverse_trace_mc	0.7118284669901086
10	random	0.6198689551995589
10	variance	0.7191623019350422
10	variance_mc	0.6684779975901919
10	log_det_mc	0.7439681949596715
10	inverse_trace_mc	0.7301914351862924
10	random	0.6324312970677363
10	variance	0.6616863414937634
10	variance_mc	0.6160080887486021
10	log_det_mc	0.7330934460256093
10	inverse_trace_mc	0.7123071469307278
10	random	0.5080000545655907
10	variance	0.7142726739123559
10	variance_mc	0.6785413981306467
10	log_det_mc	0.6746529088326786
10	inverse_trace_mc	0.7092854258736321
10	random	0.6848888399110723
10	variance	0.7057280696114453
10	variance_mc	0.7307823168793693
10	log_det_mc	0.635734061717813
10	inverse_trace_mc	0.7056882729869904
10	random	0.6775284861400668
10	variance	0.7071036751061752
10	variance_mc	0.6736844129717438
10	log_det_mc	0.7497162671971346
10	inverse_trace_mc	0.7301419471739156
10	random	0.6151124111849421
10	variance	0.5918519801490862
10	variance_mc	0.6714579481377719
10	log_det_mc	0.7118121197659684
10	inverse_trace_mc	0.6996595787860002
10	random	0.6487209001005242
10	variance	0.7392648297816709
10	variance_mc	0.7423936201954522
10	log_det_mc	0.7521715588256163
10	inverse_trace_mc	0.7250273833390938
10	random	0.6109375070147902
10	variance	0.6467296213316424
10	variance_mc	0.6425513533883247
10	log_det_mc	0.6886143872432718
10	inverse_trace_mc	0.7095262278637047
10	random	0.5293712453187253
10	variance	0.6773610120181357
10	variance_mc	0.6572266879494554
10	log_det_mc	0.735638318208644
10	inverse_trace_mc	0.6966865536680865
10	random	0.5757629192305738
10	variance	0.7136683733790082
10	variance_mc	0.7427820107784102
10	log_det_mc	0.7213014017355718
10	inverse_trace_mc	0.7399266316680739
10	random	0.5673316051345426
10	variance	0.7025821145287979
10	variance_mc	0.6942161833682674
10	log_det_mc	0.7243005323442189
10	inverse_trace_mc	0.7073110669858385
10	random	0.5833522718878587
10	variance	0.6859121024387076
10	variance_mc	0.6618671758274346
10	log_det_mc	0.6660912298654846
10	inverse_trace_mc	0.71530570928072
10	random	0.5689240322540104
10	variance	0.6221431131962004
10	variance_mc	0.7450988228253609
10	log_det_mc	0.6986522722241515
10	inverse_trace_mc	0.7380318441126722
10	random	0.6296528081294726
10	variance	0.6723817688257064
10	variance_mc	0.7104454943120591
10	log_det_mc	0.7110565135956483
10	inverse_trace_mc	0.7050748124330147
10	random	0.5830981674270955
10	variance	0.6371746113015267
10	variance_mc	0.6713302421781361
10	log_det_mc	0.7250671533163487
10	inverse_trace_mc	0.7305808143551739
10	random	0.6891059233945557
10	variance	0.7194817831493783
10	variance_mc	0.7226958666275358
10	log_det_mc	0.7135431651039459
10	inverse_trace_mc	0.6811160722933228
10	random	0.5004792575431399
10	variance	0.713587362303102
10	variance_mc	0.7042168516508164
10	log_det_mc	0.7110353013321562
10	inverse_trace_mc	0.7156185655147762
10	random	0.6316384941305242
10	variance	0.6336633840236817
10	variance_mc	0.7329402735389657
10	log_det_mc	0.7492393081439253
10	inverse_trace_mc	0.736008495501846
10	random	0.6683759943424096
10	variance	0.7158314224049364
10	variance_mc	0.6972513363426994
10	log_det_mc	0.7388692750266016
10	inverse_trace_mc	0.708725655590966
10	random	0.6036781611573063
10	variance	0.7334594199383658
10	variance_mc	0.7095624849826685
10	log_det_mc	0.7359266603182452
10	inverse_trace_mc	0.7206122611803646
10	random	0.6055264207127021
10	variance	0.7110037105559315
10	variance_mc	0.6270137442236162
10	log_det_mc	0.7076857146320985
10	inverse_trace_mc	0.7500815903360768
10	random	0.6958434556999888
10	variance	0.6830653105312453
10	variance_mc	0.7001377239337667
10	log_det_mc	0.6955684937412078
10	inverse_trace_mc	0.7077860592135116
10	random	0.6958123023128511
10	variance	0.7350304575268269
10	variance_mc	0.6791902318047746
10	log_det_mc	0.729325008551386
10	inverse_trace_mc	0.7191634250687409
10	random	0.6522818120824503
10	variance	0.6977416617752591
10	variance_mc	0.7092070642795238
10	log_det_mc	0.6709519769217432
10	inverse_trace_mc	0.6886780335132463
10	random	0.7060182494248991
10	variance	0.7093331823708555
10	variance_mc	0.7161541171510262
10	log_det_mc	0.7260880947679172
10	inverse_trace_mc	0.7336874415415209
10	random	0.5045892778669218
10	variance	0.6807814034812613
10	variance_mc	0.7153416114278665
10	log_det_mc	0.7372224327406278
10	inverse_trace_mc	0.7538826244498009
10	random	0.7268216890965418
10	variance	0.6498309838777846
10	variance_mc	0.6945220559883662
10	log_det_mc	0.6972761332813736
10	inverse_trace_mc	0.7368287012446167
10	random	0.6513642275943379
10	variance	0.6971844221709957
10	variance_mc	0.6882534150272828
10	log_det_mc	0.7385262765314213
10	inverse_trace_mc	0.759064367605469
10	random	0.6457274415389682
10	variance	0.7097353404090037
10	variance_mc	0.745226064047019
10	log_det_mc	0.7468268102481036
10	inverse_trace_mc	0.7367250817168786
14	random	0.5842307203348845
14	variance	0.6836802711335391
14	variance_mc	0.7201135427446713
14	log_det_mc	0.7021852975725424
14	inverse_trace_mc	0.750722118816335
14	random	0.6297197261998145
14	variance	0.7496623910142747
14	variance_mc	0.7487461216466642
14	log_det_mc	0.7261592019579712
14	inverse_trace_mc	0.7482312685927976
14	random	0.6268254139003648
14	variance	0.704933686281821
14	variance_mc	0.7016261686419911
14	log_det_mc	0.6630601026772023
14	inverse_trace_mc	0.7243710814061045
14	random	0.6850464158358035
14	variance	0.6712559591937648
14	variance_mc	0.648218884193708
14	log_det_mc	0.7161852399839156
14	inverse_trace_mc	0.7183705242612977
14	random	0.6275352281115167
14	variance	0.6479228443477779
14	variance_mc	0.6843344090530276
14	log_det_mc	0.672650734560024
14	inverse_trace_mc	0.6991958103389
14	random	0.6181401771699248
14	variance	0.7334959679492219
14	variance_mc	0.6882425707663063
14	log_det_mc	0.7391919756182017
14	inverse_trace_mc	0.7088204561608995
14	random	0.6350780962264974
14	variance	0.7077814947100862
14	variance_mc	0.6976977089325483
14	log_det_mc	0.7552504933217494
14	inverse_trace_mc	0.7312215467565778
14	random	0.5960344923732459
14	variance	0.671987147175652
14	variance_mc	0.7085177126989447
14	log_det_mc	0.7236256781728916
14	inverse_trace_mc	0.6906933758906955
14	random	0.6907374533186286
14	variance	0.724933689415965
14	variance_mc	0.7170805896747814
14	log_det_mc	0.7476489206080561
14	inverse_trace_mc	0.7252796743819773
14	random	0.6515489407855267
14	variance	0.7434472270416036
14	variance_mc	0.725899585408282
14	log_det_mc	0.772679939594619
14	inverse_trace_mc	0.7215376936048119
14	random	0.6825879920154517
14	variance	0.6918953673928625
14	variance_mc	0.6369122665505181
14	log_det_mc	0.7540787032278333
14	inverse_trace_mc	0.7106642483042114
14	random	0.6380580268106296
14	variance	0.7206492812929759
14	variance_mc	0.6967117930779407
14	log_det_mc	0.7174580152413118
14	inverse_trace_mc	0.7553793466595278
14	random	0.6414487869193928
14	variance	0.752554953617853
14	variance_mc	0.7269084425254778
14	log_det_mc	0.7028823627113922
14	inverse_trace_mc	0.7650009379247422
14	random	0.6553865348420951
14	variance	0.700691198895697
14	variance_mc	0.6505398623099893
14	log_det_mc	0.7302877516321215
14	inverse_trace_mc	0.7101879964099838
14	random	0.6914544669194551
14	variance	0.6886627949966914
14	variance_mc	0.7522671577918187
14	log_det_mc	0.7510857037315386
14	inverse_trace_mc	0.7954187603835456
14	random	0.5984388300024062
14	variance	0.7129143148958135
14	variance_mc	0.7047506644824398
14	log_det_mc	0.7188979888218431
14	inverse_trace_mc	0.7048665270179312
14	random	0.6112581663297164
14	variance	0.6747997171230015
14	variance_mc	0.6712881669692721
14	log_det_mc	0.706180664331325
14	inverse_trace_mc	0.7267132570142516
14	random	0.6758476738677731
14	variance	0.7294375092310335
14	variance_mc	0.7476948463140469
14	log_det_mc	0.7444532089361937
14	inverse_trace_mc	0.765162915091128
14	random	0.7175834597585261
14	variance	0.714813964474632
14	variance_mc	0.686266170267967
14	log_det_mc	0.7273889575423694
14	inverse_trace_mc	0.7633965728005545
14	random	0.6466782182549835
14	variance	0.6980526872545736
14	variance_mc	0.6766861927653762
14	log_det_mc	0.7187095705385984
14	inverse_trace_mc	0.7150473734873039
14	random	0.6282559084498085
14	variance	0.6813853465207753
14	variance_mc	0.6483687175660342
14	log_det_mc	0.7312880724765471
14	inverse_trace_mc	0.7700627054722743
14	random	0.6799200901423145
14	variance	0.7167264429763448
14	variance_mc	0.7197645171603553
14	log_det_mc	0.6755120523567756
14	inverse_trace_mc	0.7372363542942745
14	random	0.5599790434863405
14	variance	0.654089842630151
14	variance_mc	0.6516234401632153
14	log_det_mc	0.69460007938168
14	inverse_trace_mc	0.7083846400011966
14	random	0.6969758935519589
14	variance	0.6832455160574452
14	variance_mc	0.689938592403158
14	log_det_mc	0.7487592533250823
14	inverse_trace_mc	0.7770478121154367
14	random	0.6713931217683344
14	variance	0.7017956573808032
14	variance_mc	0.7215602145900646
14	log_det_mc	0.6892294133949425
14	inverse_trace_mc	0.716714722993395
14	random	0.6397390154948638
14	variance	0.6320612219014063
14	variance_mc	0.6844168541683726
14	log_det_mc	0.7133175039990587
14	inverse_trace_mc	0.727326632518925
14	random	0.5474186728006147
14	variance	0.6827160348995938
14	variance_mc	0.6586278578742776
14	log_det_mc	0.6797248611242429
14	inverse_trace_mc	0.6865947728819509
14	random	0.6522621638954003
14	variance	0.7317922158145294
14	variance_mc	0.7142512966243443
14	log_det_mc	0.7215921679853802
14	inverse_trace_mc	0.7049004519636884
14	random	0.6318786102005294
14	variance	0.7344732362007168
14	variance_mc	0.7378080761642847
14	log_det_mc	0.7479320633305869
14	inverse_trace_mc	0.7286092896753648
14	random	0.6360251901228061
14	variance	0.7486052928354019
14	variance_mc	0.7446558612625391
14	log_det_mc	0.7264443433007886
14	inverse_trace_mc	0.754470120774865
14	random	0.6360526797934332
14	variance	0.6793930971871073
14	variance_mc	0.7304155528397105
14	log_det_mc	0.740583169584771
14	inverse_trace_mc	0.7307279910659383
14	random	0.602628032204584
14	variance	0.7242218553702814
14	variance_mc	0.6971062469132336
14	log_det_mc	0.7421143005346033
14	inverse_trace_mc	0.7419088612708864
14	random	0.72580105472259
14	variance	0.7209759398311745
14	variance_mc	0.720156926780068
14	log_det_mc	0.7594648260895139
14	inverse_trace_mc	0.7631043724698872
14	random	0.6471585992157894
14	variance	0.7050977222313397
14	variance_mc	0.7007199035747819
14	log_det_mc	0.7004319768488331
14	inverse_trace_mc	0.7421236131642253
14	random	0.6008401286062603
14	variance	0.7169093982117176
14	variance_mc	0.7119967102623569
14	log_det_mc	0.7336350727542589
14	inverse_trace_mc	0.7272563337607778
14	random	0.6766336872469055
14	variance	0.7503264202802723
14	variance_mc	0.7505948707910948
14	log_det_mc	0.7166780430110475
14	inverse_trace_mc	0.7679318760329689
14	random	0.6644764095543373
14	variance	0.7304791660286982
14	variance_mc	0.7023697229110576
14	log_det_mc	0.7331766554796962
14	inverse_trace_mc	0.6853651739322546
14	random	0.6622091550632425
14	variance	0.7047460630459883
14	variance_mc	0.753707709752111
14	log_det_mc	0.7165707327272316
14	inverse_trace_mc	0.7323067210136472
14	random	0.7028776490995239
14	variance	0.7543609688433917
14	variance_mc	0.7043231383559678
14	log_det_mc	0.7295328782006328
14	inverse_trace_mc	0.7330506717974433
14	random	0.689112079363976
14	variance	0.730106254254485
14	variance_mc	0.7264794145678073
14	log_det_mc	0.7686211265086691
14	inverse_trace_mc	0.7112391635045215
14	random	0.6474376600366831
14	variance	0.6976407537032588
14	variance_mc	0.7064388419576938
14	log_det_mc	0.7159626706583809
14	inverse_trace_mc	0.7117543131716757
14	random	0.6340797028063878
14	variance	0.734401882067068
14	variance_mc	0.7163708661490904
14	log_det_mc	0.7316909400120336
14	inverse_trace_mc	0.7231192000339888
14	random	0.6903177154812982
14	variance	0.7016721010472876
14	variance_mc	0.7163155829570195
14	log_det_mc	0.7695684321425283
14	inverse_trace_mc	0.7800532029495881
14	random	0.6467831105860393
14	variance	0.7538259470307376
14	variance_mc	0.7419188020489246
14	log_det_mc	0.6972784650039101
14	inverse_trace_mc	0.7103615311547322
14	random	0.48748607672733846
14	variance	0.6654951422364552
14	variance_mc	0.6101129091511961
14	log_det_mc	0.6702448675793755
14	inverse_trace_mc	0.6860089553600822
14	random	0.5998378481845574
14	variance	0.6933894625398286
14	variance_mc	0.7352384780327706
14	log_det_mc	0.717740564672023
14	inverse_trace_mc	0.7398909153796186
14	random	0.6961326501204977
14	variance	0.741598527812987
14	variance_mc	0.7295001990069236
14	log_det_mc	0.775938167179651
14	inverse_trace_mc	0.7932914465545907
14	random	0.6535398137099556
14	variance	0.7043388350768505
14	variance_mc	0.7492572266635645
14	log_det_mc	0.7475411872167702
14	inverse_trace_mc	0.7212652841460148
14	random	0.6059975476858667
14	variance	0.6862685364112295
14	variance_mc	0.6775400341128186
14	log_det_mc	0.6716171250955937
14	inverse_trace_mc	0.6372329611961467
14	random	0.6055387258020308
14	variance	0.6804451126459704
14	variance_mc	0.7115340333411025
14	log_det_mc	0.7242494224492547
14	inverse_trace_mc	0.7084931555007629
18	random	0.6424847704082297
18	variance	0.666170820073351
18	variance_mc	0.7048556465507035
18	log_det_mc	0.7145445016606664
18	inverse_trace_mc	0.7170379095352046
18	random	0.6827306498749947
18	variance	0.7207830775873261
18	variance_mc	0.7208375255456649
18	log_det_mc	0.7475357681719743
18	inverse_trace_mc	0.745370769944543
18	random	0.7010452429561282
18	variance	0.7492913979376045
18	variance_mc	0.7495901903511983
18	log_det_mc	0.7698711498954193
18	inverse_trace_mc	0.7634449656356933
18	random	0.6208351359624956
18	variance	0.6924863996433331
18	variance_mc	0.7463605546237082
18	log_det_mc	0.7343065721121766
18	inverse_trace_mc	0.691504201064357
18	random	0.6409081868648409
18	variance	0.7509999762955459
18	variance_mc	0.7513922880918676
18	log_det_mc	0.7420843673739896
18	inverse_trace_mc	0.7483379163413268
18	random	0.6931717998248605
18	variance	0.737052732919823
18	variance_mc	0.720368970138153
18	log_det_mc	0.7301408809454166
18	inverse_trace_mc	0.7446316807545258
18	random	0.6055222759495811
18	variance	0.7241844409024576
18	variance_mc	0.7394381457002286
18	log_det_mc	0.7459074567954779
18	inverse_trace_mc	0.7351642231314335
18	random	0.7191257631047595
18	variance	0.6764646451635953
18	variance_mc	0.678751984535559
18	log_det_mc	0.7360075311657627
18	inverse_trace_mc	0.7255858561129223
18	random	0.6944554682394001
18	variance	0.7618426184883849
18	variance_mc	0.7641943369253945
18	log_det_mc	0.7647094910407303
18	inverse_trace_mc	0.7399145267784527
18	random	0.7067429686779435
18	variance	0.7319899965497341
18	variance_mc	0.7526847040393823
18	log_det_mc	0.7608369232268681
18	inverse_trace_mc	0.7428621588540963
18	random	0.6677312696878269
18	variance	0.7280102862535882
18	variance_mc	0.7182532929809954
18	log_det_mc	0.7148417389395921
18	inverse_trace_mc	0.7273108349423945
18	random	0.6652963331939579
18	variance	0.6955356270962049
18	variance_mc	0.7264784073449966
18	log_det_mc	0.7400213181169814
18	inverse_trace_mc	0.729638305308951
18	random	0.727157480230796
18	variance	0.7279900089449141
18	variance_mc	0.7597232987435524
18	log_det_mc	0.7707221907891011
18	inverse_trace_mc	0.7410962390267819
18	random	0.6464807529330886
18	variance	0.6735420181280708
18	variance_mc	0.6791589565620163
18	log_det_mc	0.7052961474844154
18	inverse_trace_mc	0.7414872757337608
18	random	0.6446661243732785
18	variance	0.704394377752934
18	variance_mc	0.6732203413449835
18	log_det_mc	0.7067826634213933
18	inverse_trace_mc	0.7277572457172656
18	random	0.6916858188875347
18	variance	0.7112779679387549
18	variance_mc	0.642972177191397
18	log_det_mc	0.7256456301961766
18	inverse_trace_mc	0.6953528276555931
18	random	0.6918191721104833
18	variance	0.7503097467699701
18	variance_mc	0.750139648733277
18	log_det_mc	0.7517213046822907
18	inverse_trace_mc	0.743471007172771
18	random	0.590349335993314
18	variance	0.7332157309221147
18	variance_mc	0.7305488301851784
18	log_det_mc	0.7312554391528381
18	inverse_trace_mc	0.7117391376062696
18	random	0.7286801478575404
18	variance	0.693988936983131
18	variance_mc	0.7136729047027045
18	log_det_mc	0.7705939602817752
18	inverse_trace_mc	0.7278994447648572
18	random	0.6860584971060789
18	variance	0.6775681052353286
18	variance_mc	0.7007908016050615
18	log_det_mc	0.711997806241362
18	inverse_trace_mc	0.7242514627619191
18	random	0.7191903449064831
18	variance	0.7167715119080239
18	variance_mc	0.7061049846745057
18	log_det_mc	0.6735424895175871
18	inverse_trace_mc	0.7317721230193869
18	random	0.7130675567347176
18	variance	0.7540148400045424
18	variance_mc	0.7054397877551979
18	log_det_mc	0.7145936146992482
18	inverse_trace_mc	0.7451752533286106
18	random	0.7157626072999848
18	variance	0.7215215066063375
18	variance_mc	0.6729327591261208
18	log_det_mc	0.6912950789924149
18	inverse_trace_mc	0.7111145778003802
18	random	0.687613242419598
18	variance	0.7403091497321446
18	variance_mc	0.7673570981502215
18	log_det_mc	0.7586747441490006
18	inverse_trace_mc	0.7447680375550433
18	random	0.7094915026561551
18	variance	0.7591172293030672
18	variance_mc	0.7671935331154653
18	log_det_mc	0.7538467176375216
18	inverse_trace_mc	0.7587606563980256
18	random	0.6166511094332113
18	variance	0.7602936481126484
18	variance_mc	0.7318842623806953
18	log_det_mc	0.7524737775021852
18	inverse_trace_mc	0.7495417648011883
18	random	0.6420273338716636
18	variance	0.7400253026087545
18	variance_mc	0.7312107817952982
18	log_det_mc	0.7716567435781108
18	inverse_trace_mc	0.7417366053363744
18	random	0.7145938280839945
18	variance	0.7059482058610322
18	variance_mc	0.6759796745111952
18	log_det_mc	0.765691238095514
18	inverse_trace_mc	0.6924663566243731
18	random	0.6425117266665137
18	variance	0.6521201193509438
18	variance_mc	0.6880755486245029
18	log_det_mc	0.7123181875873972
18	inverse_trace_mc	0.7072288473883112
18	random	0.7193794534169609
18	variance	0.7189172488069578
18	variance_mc	0.7315342757634301
18	log_det_mc	0.7513849684436195
18	inverse_trace_mc	0.7330094568412538
18	random	0.6589758291612193
18	variance	0.727421721483062
18	variance_mc	0.7086689538150363
18	log_det_mc	0.7403440999628035
18	inverse_trace_mc	0.7352815318923782
18	random	0.6801542460326352
18	variance	0.7605131900343718
18	variance_mc	0.7359225323854037
18	log_det_mc	0.7228575477222611
18	inverse_trace_mc	0.7558631994120228
18	random	0.6618968498489263
18	variance	0.7633805330077795
18	variance_mc	0.7303873083867994
18	log_det_mc	0.7565284871586245
18	inverse_trace_mc	0.7384484270965426
18	random	0.6505152528811425
18	variance	0.6862392235353814
18	variance_mc	0.7024963517674829
18	log_det_mc	0.7431239388800224
18	inverse_trace_mc	0.7400162486517143
18	random	0.6636731991549861
18	variance	0.7371339999723255
18	variance_mc	0.6998639614880295
18	log_det_mc	0.745977186921345
18	inverse_trace_mc	0.7677039069986555
18	random	0.6609108676394614
18	variance	0.6937905049969864
18	variance_mc	0.7186355965478891
18	log_det_mc	0.7196866238783945
18	inverse_trace_mc	0.6966656952394775
18	random	0.6657878289776082
18	variance	0.7246871807534048
18	variance_mc	0.681502422304736
18	log_det_mc	0.759100765615518
18	inverse_trace_mc	0.7192969839469759
18	random	0.6067834410725982
18	variance	0.6585237145783691
18	variance_mc	0.7093224751671802
18	log_det_mc	0.6675400852114288
18	inverse_trace_mc	0.6931555174076146
18	random	0.7670510380640243
18	variance	0.7622564032080025
18	variance_mc	0.7129306564783181
