n_task	metric	correlation
3	log_det_mc	0.5557526834830415
3	inverse_trace_mc	0.5694259330685746
3	random	0.4049238150433639
3	variance	0.43775247193504513
3	variance_mc	0.3951415269928268
3	log_det_mc	0.5757180042645931
3	inverse_trace_mc	0.5642311386533114
3	random	0.4751213728501172
3	variance	0.5253712336382129
3	variance_mc	0.5449973061672859
3	log_det_mc	0.547293634774589
3	inverse_trace_mc	0.5422848837840479
3	random	0.4114214697371665
3	variance	0.5593047055606578
3	variance_mc	0.47831801098065735
3	log_det_mc	0.484821581193478
3	inverse_trace_mc	0.5462058035815753
3	random	0.45071491868756913
3	variance	0.41047183657486225
3	variance_mc	0.4116948126688872
3	log_det_mc	0.5561660927942998
3	inverse_trace_mc	0.5464121829995259
3	random	0.4749551156134959
3	variance	0.5718633965992238
3	variance_mc	0.48135902867628305
3	log_det_mc	0.4478131635230332
3	inverse_trace_mc	0.4213061507829607
3	random	0.4561822982716847
3	variance	0.5066487432349586
3	variance_mc	0.5205892522564938
3	log_det_mc	0.5230270892630027
3	inverse_trace_mc	0.5898251753128579
3	random	0.5059407139709488
3	variance	0.5197117864759521
3	variance_mc	0.45413115309493607
3	log_det_mc	0.49848570544278886
3	inverse_trace_mc	0.4989251388071345
3	random	0.3632782500372046
3	variance	0.5127294701573458
3	variance_mc	0.5287815655830985
3	log_det_mc	0.5297409430766553
3	inverse_trace_mc	0.5490011631404641
3	random	0.4222575984531488
3	variance	0.4075576510118989
3	variance_mc	0.5049905323808969
3	log_det_mc	0.5005863446445283
3	inverse_trace_mc	0.5066406271072886
3	random	0.5239884372436258
3	variance	0.4551163554535831
3	variance_mc	0.4728612416747224
3	log_det_mc	0.4848731283086134
3	inverse_trace_mc	0.4802233197291214
3	random	0.4134119509038783
3	variance	0.5086010488476246
3	variance_mc	0.4549656105904429
3	log_det_mc	0.4942700146731957
3	inverse_trace_mc	0.500505901136862
3	random	0.3176329088104069
3	variance	0.5495911771079653
3	variance_mc	0.5281595406662526
3	log_det_mc	0.5503903598942127
3	inverse_trace_mc	0.5520486193915076
3	random	0.3104016955906843
3	variance	0.43767010080713814
3	variance_mc	0.43584219901729776
3	log_det_mc	0.4547305206529681
3	inverse_trace_mc	0.4544476116636264
3	random	0.4699278075793988
3	variance	0.4116595197980535
3	variance_mc	0.4079753280880461
3	log_det_mc	0.4131871050595851
3	inverse_trace_mc	0.431287187502861
3	random	0.38694546712067684
3	variance	0.4928487145945826
3	variance_mc	0.4872929847451541
3	log_det_mc	0.4937510464117458
3	inverse_trace_mc	0.4950852960311006
3	random	0.476735064740109
3	variance	0.538072747694582
3	variance_mc	0.5564708386977177
3	log_det_mc	0.555091023799215
3	inverse_trace_mc	0.5508115885858539
3	random	0.40879721040669936
3	variance	0.5495507189906889
3	variance_mc	0.5497345745451805
3	log_det_mc	0.5143762183746009
3	inverse_trace_mc	0.5191950940670945
3	random	0.4959956517569144
3	variance	0.47233937238815954
3	variance_mc	0.5584519218396583
3	log_det_mc	0.5556657324483328
3	inverse_trace_mc	0.463251881720194
3	random	0.4002348980850254
3	variance	0.5094615678309559
3	variance_mc	0.5206666038827473
3	log_det_mc	0.5128479094500882
3	inverse_trace_mc	0.5309167568866998
3	random	0.4369892745727203
3	variance	0.5782405877437675
3	variance_mc	0.5604793337708547
3	log_det_mc	0.5558520033164243
3	inverse_trace_mc	0.5689061487162909
3	random	0.4053898884239797
3	variance	0.4842934595307857
3	variance_mc	0.46490350008658676
3	log_det_mc	0.4660235054285552
3	inverse_trace_mc	0.45447201860691633
3	random	0.4679410973760016
3	variance	0.40700680247011406
3	variance_mc	0.5125508619401146
3	log_det_mc	0.503720408188952
3	inverse_trace_mc	0.5080415368211565
3	random	0.4557502450706869
3	variance	0.5699602488706089
3	variance_mc	0.5756559456513382
3	log_det_mc	0.5620465365782948
3	inverse_trace_mc	0.5697025851416619
3	random	0.42429617590322977
3	variance	0.556825195478191
3	variance_mc	0.5389017682335738
3	log_det_mc	0.5381648000979803
3	inverse_trace_mc	0.5514514107949088
3	random	0.29977112821986446
3	variance	0.5011029712266813
3	variance_mc	0.5416685737557195
3	log_det_mc	0.5381165351523399
3	inverse_trace_mc	0.5417549466805788
3	random	0.44206672298461436
3	variance	0.4183712910183503
3	variance_mc	0.519982608312125
3	log_det_mc	0.5268520495333816
3	inverse_trace_mc	0.5099869088924692
3	random	0.2823466044800374
3	variance	0.581406138961786
3	variance_mc	0.5418898279840675
3	log_det_mc	0.5680645774276297
3	inverse_trace_mc	0.5598329679491362
4	random	0.5971667556309408
4	variance	0.6007028475743204
4	variance_mc	0.5906752099279271
4	log_det_mc	0.6027099849240276
4	inverse_trace_mc	0.611028444585939
4	random	0.4267533262491607
4	variance	0.5914677073573106
4	variance_mc	0.5935129864465714
4	log_det_mc	0.5829951916448162
4	inverse_trace_mc	0.5878283266659103
4	random	0.41572254938495173
4	variance	0.5296245464608251
4	variance_mc	0.5089713163728088
4	log_det_mc	0.6647933897327974
4	inverse_trace_mc	0.6479842806763931
4	random	0.5746820958601294
