n_task	metric	accuracy
4	variance	0.6605809294944788
4	variance_mc	0.5798640287220228
4	log_det_mc	0.7589457895864582
4	inverse_trace_mc	0.7589457895864582
4	random	0.7199179036800152
4	variance	0.75651610686435
4	variance_mc	0.6517664814169581
4	log_det_mc	0.7345337243622141
4	inverse_trace_mc	0.8013803406147968
4	random	0.8074005897291677
4	variance	0.7164225555218346
4	variance_mc	0.7486148948544491
4	log_det_mc	0.6919161476123501
4	inverse_trace_mc	0.6917808219178082
4	random	0.6206543758436867
4	variance	0.6001043024771838
4	variance_mc	0.6729651162790697
4	log_det_mc	0.6683101748095025
4	inverse_trace_mc	0.667252387275286
4	random	0.771055724628128
4	variance	0.6636744559556654
4	variance_mc	0.6891996891996892
4	log_det_mc	0.642361111111111
4	inverse_trace_mc	0.603878863600869
4	random	0.7198357413541459
4	variance	0.7219748868819392
4	variance_mc	0.7579511138090811
4	log_det_mc	0.7686637686637687
4	inverse_trace_mc	0.7286544255963776
4	random	0.7304503928889727
4	variance	0.8527004909983633
4	variance_mc	0.8212720836468511
4	log_det_mc	0.7864370850683489
4	inverse_trace_mc	0.837791313559322
4	random	0.7843940815352458
4	variance	0.6642303878264668
4	variance_mc	0.6552314915521128
4	log_det_mc	0.6781482992118983
4	inverse_trace_mc	0.6751724599825866
4	random	0.6694113685757139
4	variance	0.731461714525515
4	variance_mc	0.717625044385285
4	log_det_mc	0.7176337176337176
4	inverse_trace_mc	0.7221052631578948
4	random	0.7152291269938329
4	variance	0.5225585379782981
4	variance_mc	0.5069431762941777
4	log_det_mc	0.7555021580091219
4	inverse_trace_mc	0.721035721035721
4	random	0.7831546975847667
4	variance	0.7755736789099182
4	variance_mc	0.7623894211637945
4	log_det_mc	0.7488839285714286
4	inverse_trace_mc	0.8017921742207075
4	random	0.6254089285862933
4	variance	0.6485239452102347
4	variance_mc	0.7995823720101632
4	log_det_mc	0.7947902210269107
4	inverse_trace_mc	0.7645144409637346
4	random	0.6834065079452607
4	variance	0.7164804807715608
4	variance_mc	0.7448497448497449
4	log_det_mc	0.8087199417051251
4	inverse_trace_mc	0.7524388070572374
4	random	0.56
4	variance	0.8445852729227439
4	variance_mc	0.8330605564648118
4	log_det_mc	0.8227983819874263
4	inverse_trace_mc	0.8047755484675352
4	random	0.6490995762711864
4	variance	0.6909340659340659
4	variance_mc	0.6969604211944045
4	log_det_mc	0.6202140611655249
4	inverse_trace_mc	0.5848675185907155
4	random	0.7521934230794991
4	variance	0.8059740819699619
4	variance_mc	0.8252068385743537
4	log_det_mc	0.7354819747811812
4	inverse_trace_mc	0.7567245811694474
4	random	0.7563018535500502
4	variance	0.7358389378478665
4	variance_mc	0.6129004508992896
4	log_det_mc	0.6269820426118644
4	inverse_trace_mc	0.6319444444444444
4	random	0.6157786885245902
4	variance	0.6160027836691411
4	variance_mc	0.6029768566550392
4	log_det_mc	0.6203963119555804
4	inverse_trace_mc	0.6382266009852217
4	random	0.7292562509953815
4	variance	0.6029768566550392
4	variance_mc	0.5965081608720593
4	log_det_mc	0.7140211511282226
4	inverse_trace_mc	0.7043137951768641
4	random	0.8330605564648118
4	variance	0.7944514899945967
4	variance_mc	0.7669198895027625
4	log_det_mc	0.6980624234372574
4	inverse_trace_mc	0.6722722457627119
5	random	0.6638258436154167
5	variance	0.6747623909209931
5	variance_mc	0.6329007500145675
5	log_det_mc	0.7613522276535163
5	inverse_trace_mc	0.7164225555218346
5	random	0.7972881661336095
5	variance	0.7802762608416318
5	variance_mc	0.6354053858927153
5	log_det_mc	0.6726301074127161
5	inverse_trace_mc	0.735313212698307
5	random	0.7232451567902438
5	variance	0.6066790352504638
5	variance_mc	0.706492687823728
5	log_det_mc	0.735074808713875
5	inverse_trace_mc	0.6914285714285715
5	random	0.7046205780997257
5	variance	0.6012376402129687
5	variance_mc	0.6736502820306205
5	log_det_mc	0.6798112232899648
5	inverse_trace_mc	0.6232887955090115
5	random	0.6539113510798593
5	variance	0.7445015539086779
5	variance_mc	0.6848430518398162
5	log_det_mc	0.7535848836190532
5	inverse_trace_mc	0.6810480828589067
5	random	0.7222031689416284
5	variance	0.7163223314428016
5	variance_mc	0.671913835956918
5	log_det_mc	0.7210658422357588
5	inverse_trace_mc	0.7244780961037134
5	random	0.595078889802504
5	variance	0.641324987692524
5	variance_mc	0.674034977123716
5	log_det_mc	0.7502993487339739
5	inverse_trace_mc	0.7199020333681925
5	random	0.7730418361473708
5	variance	0.7028520203061124
5	variance_mc	0.698196035393374
5	log_det_mc	0.7233727014960927
5	inverse_trace_mc	0.7052631578947368
5	random	0.6922521304144031
5	variance	0.6740376707600385
5	variance_mc	0.6853364479518054
5	log_det_mc	0.6636744559556654
5	inverse_trace_mc	0.6621615118224221
5	random	0.6805555555555556
5	variance	0.7435194647489014
5	variance_mc	0.6923778056283467
5	log_det_mc	0.7811023881235701
5	inverse_trace_mc	0.7954049722791585
5	random	0.665339414173127
5	variance	0.7222026865461706
5	variance_mc	0.5660530903172459
5	log_det_mc	0.7028327665776051
5	inverse_trace_mc	0.7041596939995218
5	random	0.7688015026991377
5	variance	0.6715038625370009
5	variance_mc	0.6096879207785788
5	log_det_mc	0.6848641414298609
5	inverse_trace_mc	0.7299952749173111
5	random	0.7384916975956733
5	variance	0.685107254904614
5	variance_mc	0.6585899565550728
5	log_det_mc	0.6533720604729546
5	inverse_trace_mc	0.6309764206060303
5	random	0.5965983208681478
5	variance	0.5956742405232356
5	variance_mc	0.6062682100952831
5	log_det_mc	0.6528347723318342
5	inverse_trace_mc	0.7507122507122508
5	random	0.7392238073324129
5	variance	0.7279007284502511
5	variance_mc	0.7680301656245525
5	log_det_mc	0.7699033594109526
5	inverse_trace_mc	0.8162918162918162
5	random	0.6797083753605493
5	variance	0.7628083491461101
5	variance_mc	0.7759033894612344
5	log_det_mc	0.7053486707396248
5	inverse_trace_mc	0.7899094276199072
5	random	0.6816277770582562
5	variance	0.734860883797054
5	variance_mc	0.7032132765144958
5	log_det_mc	0.6156325543916197
5	inverse_trace_mc	0.6232887955090115
5	random	0.7131069759043027
5	variance	0.764593575485657
5	variance_mc	0.6673297208313328
5	log_det_mc	0.7096081332633287
5	inverse_trace_mc	0.7083333333333333
5	random	0.7661968013011656
5	variance	0.6850526315789474
5	variance_mc	0.6491801844798835
5	log_det_mc	0.6539113510798593
5	inverse_trace_mc	0.6113307118991484
5	random	0.6960013359242166
5	variance	0.7379154603575997
5	variance_mc	0.7434955111714455
5	log_det_mc	0.7394710053658621
5	inverse_trace_mc	0.7460626891704715
5	random	0.6950393060449986
5	variance	0.7376332026760299
5	variance_mc	0.7358149682125752
5	log_det_mc	0.7222174295622767
5	inverse_trace_mc	0.7890295358649788
5	random	0.7232451567902438
5	variance	0.7761639474731397
5	variance_mc	0.7626468057419068
5	log_det_mc	0.7698726938841924
5	inverse_trace_mc	0.7600988683451668
5	random	0.7480378471821156
5	variance	0.7257171170214649
5	variance_mc	0.6170934237012609
5	log_det_mc	0.6615844970076945
5	inverse_trace_mc	0.6601045566693697
5	random	0.6175296869814391
5	variance	0.6974040452301322
5	variance_mc	0.6705110309304588
5	log_det_mc	0.6805555555555556
5	inverse_trace_mc	0.6818714096986764
5	random	0.7622396356573571
5	variance	0.700137146576372
5	variance_mc	0.7233544938189108
5	log_det_mc	0.7487867652012882
5	inverse_trace_mc	0.7492623053741838
5	random	0.7369899198445471
5	variance	0.7152777777777777
5	variance_mc	0.6911884583421759
5	log_det_mc	0.6835220479639919
5	inverse_trace_mc	0.7357007319056655
5	random	0.6722429276532438
5	variance	0.6996197433455085
5	variance_mc	0.7135374697824335
5	log_det_mc	0.653966831017481
5	inverse_trace_mc	0.6468329985946776
5	random	0.6842595627943892
5	variance	0.7643156424581006
5	variance_mc	0.7153368513925189
5	log_det_mc	0.7491105804376432
5	inverse_trace_mc	0.6481143720407524
5	random	0.6790790076919159
5	variance	0.766173893656108
5	variance_mc	0.7658500120922529
5	log_det_mc	0.6843349753694581
5	inverse_trace_mc	0.7199020333681925
5	random	0.6651467654602451
5	variance	0.72843529353676
5	variance_mc	0.6597222222222222
5	log_det_mc	0.6812735422951715
5	inverse_trace_mc	0.702226546669773
5	random	0.6867866433083825
5	variance	0.6998402464663513
5	variance_mc	0.7230910294941674
5	log_det_mc	0.6634631385439446
5	inverse_trace_mc	0.6990251662900454
5	random	0.6516303035852528
5	variance	0.7492545405258878
5	variance_mc	0.7434127868910477
5	log_det_mc	0.738743559920142
5	inverse_trace_mc	0.7777777777777778
5	random	0.7686637686637687
5	variance	0.6442147968310759
5	variance_mc	0.6854259190875179
5	log_det_mc	0.6271871686108166
5	inverse_trace_mc	0.7979851327620582
5	random	0.7477378561390554
5	variance	0.6903811751754507
5	variance_mc	0.65707299679079
5	log_det_mc	0.6269820426118644
5	inverse_trace_mc	0.702226546669773
5	random	0.7379514640537769
5	variance	0.6478085867620751
5	variance_mc	0.6362537669512808
5	log_det_mc	0.6689573664523365
5	inverse_trace_mc	0.6807881773399015
5	random	0.7950367931729945
5	variance	0.6165797459613672
5	variance_mc	0.6200107653611499
5	log_det_mc	0.7721686705889323
5	inverse_trace_mc	0.6347513219821556
5	random	0.6772763900080581
5	variance	0.656528019434687
5	variance_mc	0.6601915284112592
5	log_det_mc	0.6813626318901926
5	inverse_trace_mc	0.7349267246606697
5	random	0.6983177378943601
5	variance	0.6195955484061587
5	variance_mc	0.594035594035594
5	log_det_mc	0.7092744390562872
5	inverse_trace_mc	0.7071107013071541
5	random	0.6701477832512316
5	variance	0.7229774790950598
5	variance_mc	0.7097720991329601
5	log_det_mc	0.7242641938951906
5	inverse_trace_mc	0.728842105263158
5	random	0.7075622242600602
5	variance	0.7011041564104368
5	variance_mc	0.735663768638227
5	log_det_mc	0.7588908981314044
5	inverse_trace_mc	0.7601559533892117
5	random	0.6085158070976002
5	variance	0.6683723015543119
5	variance_mc	0.6634631385439446
5	log_det_mc	0.6615844970076945
5	inverse_trace_mc	0.675582627118644
5	random	0.7072913159264134
5	variance	0.7244377244377245
5	variance_mc	0.7275123874788618
5	log_det_mc	0.6954069298952458
5	inverse_trace_mc	0.659080473843705
5	random	0.685107254904614
5	variance	0.5927340952436053
5	variance_mc	0.6524137931034483
5	log_det_mc	0.6639374185136897
5	inverse_trace_mc	0.6752422318743736
5	random	0.6674601588195744
5	variance	0.7267427738644644
5	variance_mc	0.6397852837769965
5	log_det_mc	0.6505913787626824
5	inverse_trace_mc	0.7275123874788618
5	random	0.6350151558306093
5	variance	0.6494346516565448
5	variance_mc	0.6673565937315198
5	log_det_mc	0.6368244066474975
5	inverse_trace_mc	0.6962895529884481
5	random	0.6983286095943799
5	variance	0.7131069759043027
5	variance_mc	0.7233727014960927
5	log_det_mc	0.7084848069140545
5	inverse_trace_mc	0.7395833333333334
5	random	0.7465277777777778
5	variance	0.6823334055302867
5	variance_mc	0.7745627884381832
5	log_det_mc	0.7333703339808446
5	inverse_trace_mc	0.7589457895864582
5	random	0.7334761835600263
5	variance	0.6246997304181162
5	variance_mc	0.5890147719124967
5	log_det_mc	0.6804782314638699
5	inverse_trace_mc	0.7398072646404744
5	random	0.6759943299007732
5	variance	0.6438422925093815
5	variance_mc	0.695648432919594
5	log_det_mc	0.7398736529171313
5	inverse_trace_mc	0.7198462776360586
5	random	0.6812735422951715
5	variance	0.6298065207856134
5	variance_mc	0.7243885163760566
5	log_det_mc	0.700137146576372
5	inverse_trace_mc	0.7255884508530619
6	random	0.7036239239417631
6	variance	0.6775589233169731
6	variance_mc	0.636037651277454
6	log_det_mc	0.6055066433157276
6	inverse_trace_mc	0.6770442124406553
6	random	0.6304971726984416
6	variance	0.6364634062692914
6	variance_mc	0.6905711564221985
6	log_det_mc	0.6909722222222222
6	inverse_trace_mc	0.6432093231734648
6	random	0.7174786539427422
6	variance	0.6374356194090539
6	variance_mc	0.6793693889643069
6	log_det_mc	0.7209688022950036
6	inverse_trace_mc	0.6892265193370166
6	random	0.7657053704637957
6	variance	0.6413934426229508
6	variance_mc	0.6580222285551439
6	log_det_mc	0.6767937944408533
6	inverse_trace_mc	0.7187667144015597
6	random	0.7199020333681925
6	variance	0.691336854379587
6	variance_mc	0.7693933764653129
6	log_det_mc	0.7140211511282226
6	inverse_trace_mc	0.7030317004714919
6	random	0.7175710334033272
6	variance	0.667252387275286
6	variance_mc	0.6363957959394516
6	log_det_mc	0.6671796557494621
6	inverse_trace_mc	0.6524137931034483
6	random	0.7064492216456635
6	variance	0.691336854379587
6	variance_mc	0.7393511214760957
6	log_det_mc	0.6673297208313328
6	inverse_trace_mc	0.648711943793911
6	random	0.5781057130750382
6	variance	0.7028327665776051
6	variance_mc	0.7072066435794324
6	log_det_mc	0.7034943223353964
6	inverse_trace_mc	0.7025046441364032
6	random	0.7153684210526317
6	variance	0.598151496885674
6	variance_mc	0.7140211511282226
6	log_det_mc	0.6894945661549077
6	inverse_trace_mc	0.7222222222222222
6	random	0.6840277777777778
6	variance	0.6938649112562156
6	variance_mc	0.7255884508530619
6	log_det_mc	0.6953686700488655
6	inverse_trace_mc	0.6761692413866327
6	random	0.7023716891282019
6	variance	0.6988543371522096
6	variance_mc	0.7164566345441068
6	log_det_mc	0.6900731580397319
6	inverse_trace_mc	0.6991678128770007
6	random	0.6020105009435901
6	variance	0.6802879155820333
6	variance_mc	0.6789227592907457
6	log_det_mc	0.6760215523630406
6	inverse_trace_mc	0.7074277074277074
6	random	0.7368713914127649
6	variance	0.6213575577358244
6	variance_mc	0.6534546242148581
6	log_det_mc	0.7360073896068169
6	inverse_trace_mc	0.6802879155820333
6	random	0.6493627306771831
6	variance	0.6544599601025933
6	variance_mc	0.6536113588037589
6	log_det_mc	0.6370603732566923
6	inverse_trace_mc	0.6314730740790803
6	random	0.7299015231019012
6	variance	0.7960240348914984
6	variance_mc	0.745845623534513
6	log_det_mc	0.7952935569820422
6	inverse_trace_mc	0.7141366638497417
6	random	0.6553864029470404
6	variance	0.7347459931433264
6	variance_mc	0.6770833333333334
6	log_det_mc	0.596453418574714
6	inverse_trace_mc	0.6055066433157276
6	random	0.735313212698307
6	variance	0.6758335708178969
6	variance_mc	0.6996996996996997
6	log_det_mc	0.6529228980029438
6	inverse_trace_mc	0.7199179036800152
6	random	0.6784207654892076
6	variance	0.5637918745545261
6	variance_mc	0.5751832511710506
6	log_det_mc	0.5928970223325062
6	inverse_trace_mc	0.6113279949122425
6	random	0.6872761578643931
6	variance	0.6255974050621992
6	variance_mc	0.6349750528023509
6	log_det_mc	0.7577535788833849
6	inverse_trace_mc	0.7153684210526317
6	random	0.6537919542873932
6	variance	0.7479541734860884
