n_task	metric	cos_err	iteration	roi	n_parcel
14	log_det_mc	[0.7839676737785339, 0.823738694190979, 0.8535027503967285, 0.6426091194152832, 0.7870086431503296, 0.6981358528137207, 0.6536784172058105, 0.7427772879600525, 0.8630411624908447, 0.7931873798370361, 0.5869446992874146, 0.7348713874816895, 0.683066189289093, 0.8388085961341858, 0.8690909743309021, 0.6419709324836731, 0.7888880968093872, 0.7274832725524902, 0.7595717906951904, 0.696086049079895, 0.7423128485679626, 0.8367370963096619, 0.9272153973579407, 0.7792109847068787]	10	all	24
14	inverse_trace_mc	[0.7917670011520386, 0.7561559677124023, 0.7758315205574036, 0.6627095937728882, 0.7964450120925903, 0.7427777647972107, 0.6531414985656738, 0.7212318181991577, 0.8943901658058167, 0.7609787583351135, 0.6386920809745789, 0.7929455041885376, 0.7175313234329224, 0.8374121189117432, 0.9501368999481201, 0.6442615985870361, 0.8067914247512817, 0.722582221031189, 0.8060877919197083, 0.7267732620239258, 0.7744281888008118, 0.7786837816238403, 0.8436772227287292, 0.7951719164848328]	10	all	24
14	random	[0.8214423060417175, 0.8013468980789185, 0.8335227370262146, 0.673940122127533, 0.8514979481697083, 0.8159278035163879, 0.6252611875534058, 0.7115869522094727, 0.9237898588180542, 0.8114006519317627, 0.6738793849945068, 0.803275465965271, 0.7456122040748596, 0.856386661529541, 0.9005801677703857, 0.6849531531333923, 0.7768229246139526, 0.7070879340171814, 0.7731040716171265, 0.7369467616081238, 0.8410588502883911, 0.7815014123916626, 0.9049826264381409, 0.797288715839386]	11	all	24
14	variance	[0.8048176765441895, 0.7617361545562744, 0.8395633101463318, 0.7131764888763428, 0.8403497338294983, 0.7534000277519226, 0.6997318863868713, 0.6973918080329895, 0.8687819242477417, 0.8339647054672241, 0.6267947554588318, 0.8151905536651611, 0.6894590854644775, 0.8616408705711365, 0.8841313719749451, 0.687530517578125, 0.8163823485374451, 0.7755279541015625, 0.8124549388885498, 0.766063392162323, 0.7833612561225891, 0.7665379047393799, 0.8344066739082336, 0.7775263786315918]	11	all	24
14	variance_mc	[0.8121796250343323, 0.7221125960350037, 0.8115392327308655, 0.6538586020469666, 0.8148462176322937, 0.6930606365203857, 0.6317395567893982, 0.7150003910064697, 0.897536039352417, 0.8018344640731812, 0.6246482729911804, 0.7476328015327454, 0.6683135628700256, 0.8026827573776245, 0.856755793094635, 0.710020124912262, 0.9081804156303406, 0.7268960475921631, 0.801153838634491, 0.7212686538696289, 0.7027888894081116, 0.7595195770263672, 0.8980126976966858, 0.7693568468093872]	11	all	24
14	log_det_mc	[0.7867695689201355, 0.7101519703865051, 0.8366082310676575, 0.6729865670204163, 0.8004552721977234, 0.7512004375457764, 0.6458011269569397, 0.6801896691322327, 0.8964180946350098, 0.8223854303359985, 0.6132739782333374, 0.741346001625061, 0.6108948588371277, 0.845223069190979, 0.89668208360672, 0.614395022392273, 0.8836979866027832, 0.733285129070282, 0.7897090315818787, 0.6853157877922058, 0.6782240867614746, 0.8313696980476379, 0.7719683647155762, 0.8469861149787903]	11	all	24
14	inverse_trace_mc	[0.7946871519088745, 0.7606521248817444, 0.8289835453033447, 0.649021565914154, 0.807528555393219, 0.7428973317146301, 0.6299436688423157, 0.6827497482299805, 0.9144037365913391, 0.7675889134407043, 0.5871437191963196, 0.7710390090942383, 0.6794922351837158, 0.8236300945281982, 0.9020376205444336, 0.6205534338951111, 0.8336746096611023, 0.708483874797821, 0.7356089353561401, 0.6681481003761292, 0.7295007109642029, 0.744033932685852, 0.7409295439720154, 0.7943906188011169]	11	all	24
14	random	[0.7948371171951294, 0.7689428329467773, 0.8270978331565857, 0.6779677271842957, 0.84821617603302, 0.775385856628418, 0.6731756329536438, 0.7597588896751404, 0.888392448425293, 0.8294605612754822, 0.6125291585922241, 0.7560364603996277, 0.6531621813774109, 0.9150253534317017, 0.8812832236289978, 0.6834125518798828, 0.7924821972846985, 0.7625108957290649, 0.7365922927856445, 0.7341143488883972, 0.7407507300376892, 0.8292200565338135, 0.84523606300354, 0.8158047795295715]	12	all	24
14	variance	[0.8136301040649414, 0.7533611059188843, 0.8320897221565247, 0.6822615265846252, 0.8360545039176941, 0.7676271200180054, 0.6350176930427551, 0.726972758769989, 0.8619148135185242, 0.75795578956604, 0.6348413228988647, 0.7465828061103821, 0.6380760073661804, 0.8571780920028687, 0.9140329360961914, 0.6441282629966736, 0.7452203631401062, 0.7302318811416626, 0.7516399025917053, 0.7127392888069153, 0.7802866101264954, 0.8518330454826355, 0.8323546648025513, 0.7463974952697754]	12	all	24
14	variance_mc	[0.7770715355873108, 0.7812459468841553, 0.8199469447135925, 0.6144243478775024, 0.7992770671844482, 0.7256643176078796, 0.6304663419723511, 0.689180314540863, 0.8788108825683594, 0.7772756218910217, 0.6520625948905945, 0.7474060654640198, 0.6404873132705688, 0.8238735198974609, 0.8780824542045593, 0.5766280293464661, 0.7723718285560608, 0.7115736603736877, 0.7648328542709351, 0.6997072696685791, 0.739087700843811, 0.7717582583427429, 0.91496741771698, 0.7402700781822205]	12	all	24
14	log_det_mc	[0.7985780239105225, 0.751126229763031, 0.8518012762069702, 0.6312522292137146, 0.7953548431396484, 0.6883298754692078, 0.6232231259346008, 0.6836768388748169, 0.8519487977027893, 0.7601490020751953, 0.6071762442588806, 0.7334376573562622, 0.6518300771713257, 0.8529386520385742, 0.9003298878669739, 0.6216817498207092, 0.7909970879554749, 0.8078356385231018, 0.7438051700592041, 0.6801795363426208, 0.7459676861763, 0.8569259643554688, 0.8990151286125183, 0.7493898868560791]	12	all	24
14	inverse_trace_mc	[0.7788224816322327, 0.7264491319656372, 0.8552168607711792, 0.6590078473091125, 0.8125296831130981, 0.7625759840011597, 0.6046873927116394, 0.6784895658493042, 0.858248233795166, 0.7609687447547913, 0.6322368383407593, 0.7646009922027588, 0.6675713658332825, 0.8531915545463562, 0.8758185505867004, 0.6728353500366211, 0.8232982158660889, 0.7797808647155762, 0.7279456853866577, 0.6848604679107666, 0.7632454633712769, 0.7346354126930237, 0.8426805734634399, 0.766798734664917]	12	all	24
14	random	[0.8216095566749573, 0.800383448600769, 0.8180774450302124, 0.6649313569068909, 0.8333430290222168, 0.7371333241462708, 0.6571234464645386, 0.7515010833740234, 0.8519716262817383, 0.7773421406745911, 0.6318840980529785, 0.7601209282875061, 0.6952629685401917, 0.8137874007225037, 0.8828945755958557, 0.6229598522186279, 0.7704538702964783, 0.7215479612350464, 0.7502399682998657, 0.7059409618377686, 0.742806077003479, 0.8285993337631226, 0.8210000991821289, 0.8595528602600098]	13	all	24
14	variance	[0.8230239748954773, 0.7736765742301941, 0.8032048940658569, 0.6976709365844727, 0.8329315781593323, 0.7446191310882568, 0.6359884738922119, 0.7340463995933533, 0.8307082653045654, 0.7714118361473083, 0.6063096523284912, 0.740882933139801, 0.6725040078163147, 0.778782308101654, 0.8722409009933472, 0.5958346128463745, 0.8549085855484009, 0.7441997528076172, 0.7681940197944641, 0.684502124786377, 0.7729911208152771, 0.8000684976577759, 0.8403907418251038, 0.7545615434646606]	13	all	24
14	variance_mc	[0.7842969298362732, 0.7058842778205872, 0.8311415314674377, 0.690488874912262, 0.7925267815589905, 0.7454976439476013, 0.6314530968666077, 0.7173410654067993, 0.8892645835876465, 0.8135496377944946, 0.5801330208778381, 0.7214729189872742, 0.6552168130874634, 0.8382411003112793, 0.8473044037818909, 0.5818378925323486, 0.8195101022720337, 0.6853463053703308, 0.7792367935180664, 0.6807068586349487, 0.7309778332710266, 0.876634418964386, 0.8958491683006287, 0.7782512903213501]	13	all	24
14	log_det_mc	[0.7908450961112976, 0.7650402784347534, 0.7996875047683716, 0.6496578454971313, 0.835297167301178, 0.6975030899047852, 0.6050958633422852, 0.6995855569839478, 0.8819068074226379, 0.7954095005989075, 0.6190086603164673, 0.7692690491676331, 0.6494266390800476, 0.7922001481056213, 0.8627369999885559, 0.607474684715271, 0.8015563488006592, 0.688650906085968, 0.7099054455757141, 0.7020317316055298, 0.7001535296440125, 0.8029442429542542, 0.8750759959220886, 0.7848823666572571]	13	all	24
14	inverse_trace_mc	[0.8331612348556519, 0.725105881690979, 0.8180820941925049, 0.6552243232727051, 0.8658798336982727, 0.7433599233627319, 0.5789063572883606, 0.7043967843055725, 0.8957159519195557, 0.7945183515548706, 0.6329264640808105, 0.7468131184577942, 0.6536965370178223, 0.7969831228256226, 0.9075748920440674, 0.5976002812385559, 0.7835173606872559, 0.7578130960464478, 0.7444400191307068, 0.7200670838356018, 0.7382259964942932, 0.7973054647445679, 0.86858731508255, 0.7815832495689392]	13	all	24
14	random	[0.8027482628822327, 0.7260881066322327, 0.8136196136474609, 0.6452311873435974, 0.8071992993354797, 0.7396636605262756, 0.686845064163208, 0.7117162346839905, 0.9398977756500244, 0.7819468975067139, 0.6342014074325562, 0.819918692111969, 0.6579331755638123, 0.8054302334785461, 0.8877337574958801, 0.6250093579292297, 0.8298529386520386, 0.6738219857215881, 0.7450017333030701, 0.7085901498794556, 0.828690767288208, 0.8024822473526001, 0.8210996985435486, 0.7984265685081482]	14	all	24
14	variance	[0.8169951438903809, 0.8126522302627563, 0.839998185634613, 0.6587070822715759, 0.8153899908065796, 0.7216464877128601, 0.6847776174545288, 0.7136173248291016, 0.8584158420562744, 0.7760770320892334, 0.6532859206199646, 0.7304491996765137, 0.6863473653793335, 0.8736009001731873, 0.878700315952301, 0.6592593193054199, 0.7803335189819336, 0.7171398401260376, 0.7753216624259949, 0.6949272155761719, 0.7377971410751343, 0.8102086186408997, 0.8986755609512329, 0.789799153804779]	14	all	24
14	variance_mc	[0.8261996507644653, 0.7349656820297241, 0.8367698788642883, 0.643049418926239, 0.8019241094589233, 0.7424618601799011, 0.594723105430603, 0.7062133550643921, 0.8920340538024902, 0.7813165783882141, 0.6264488101005554, 0.7681729197502136, 0.6887413859367371, 0.798106849193573, 0.9014915227890015, 0.6178146004676819, 0.8040498495101929, 0.7684661746025085, 0.7660903930664062, 0.7439267039299011, 0.7376936078071594, 0.7906110882759094, 0.8263614773750305, 0.793401300907135]	14	all	24
14	log_det_mc	[0.7955976128578186, 0.7103589773178101, 0.8090461492538452, 0.6417885422706604, 0.8147221803665161, 0.7403364777565002, 0.7025734782218933, 0.7136601209640503, 0.9378478527069092, 0.7980419397354126, 0.5946250557899475, 0.7404725551605225, 0.7013139128684998, 0.850067675113678, 0.8466157913208008, 0.6636225581169128, 0.8161353468894958, 0.7061914205551147, 0.7545053958892822, 0.6773830056190491, 0.7485506534576416, 0.7670301198959351, 0.828338086605072, 0.7545636892318726]	14	all	24
14	inverse_trace_mc	[0.8333428502082825, 0.8064731359481812, 0.8661109805107117, 0.6600893139839172, 0.8300021886825562, 0.7743874788284302, 0.6265832185745239, 0.6767495274543762, 0.8765267729759216, 0.7692601084709167, 0.6636331677436829, 0.762414813041687, 0.6930248141288757, 0.8918033838272095, 0.9014473557472229, 0.6409761905670166, 0.8182637095451355, 0.7321875095367432, 0.7308059930801392, 0.7124834060668945, 0.7735174298286438, 0.8245856761932373, 0.8640967607498169, 0.8313376307487488]	14	all	24
14	random	[0.7747446894645691, 0.7801496982574463, 0.7820798754692078, 0.6291165947914124, 0.8190380930900574, 0.7525568604469299, 0.6617549657821655, 0.7262327075004578, 0.8874975442886353, 0.7994123101234436, 0.6308894157409668, 0.7367624044418335, 0.6285479664802551, 0.8899480700492859, 0.8717302680015564, 0.6161842942237854, 0.8321596384048462, 0.7608153820037842, 0.7141415476799011, 0.794003963470459, 0.7852577567100525, 0.839651882648468, 0.8384708762168884, 0.8090309500694275]	15	all	24
14	variance	[0.799768328666687, 0.749527633190155, 0.8073624968528748, 0.6510823369026184, 0.8025652170181274, 0.7279812693595886, 0.6286470890045166, 0.72886723279953, 0.8744627833366394, 0.7694765329360962, 0.6310299634933472, 0.743215799331665, 0.6221705079078674, 0.8600307703018188, 0.8962600827217102, 0.6389875411987305, 0.777104914188385, 0.755629301071167, 0.7576996088027954, 0.6926636695861816, 0.7488702535629272, 0.8608707189559937, 0.8794246315956116, 0.7504386901855469]	15	all	24
14	variance_mc	[0.8098514080047607, 0.805139422416687, 0.8612948060035706, 0.6824436187744141, 0.8254902362823486, 0.7125707864761353, 0.660210371017456, 0.7452841401100159, 0.8861204385757446, 0.806473970413208, 0.65883469581604, 0.7907130718231201, 0.6774430871009827, 0.8721995949745178, 0.9136228561401367, 0.6507440805435181, 0.808350682258606, 0.7186448574066162, 0.7592793107032776, 0.7136458158493042, 0.7271198630332947, 0.8235070109367371, 0.8698952198028564, 0.7703109383583069]	15	all	24
14	log_det_mc	[0.8024247884750366, 0.7191750407218933, 0.796877384185791, 0.6252092123031616, 0.8670459985733032, 0.7470359206199646, 0.7037109732627869, 0.7611269354820251, 0.9146553874015808, 0.8188555240631104, 0.632376492023468, 0.7461901307106018, 0.640932023525238, 0.8237113952636719, 0.8799300789833069, 0.6229609847068787, 0.8788253664970398, 0.7938778400421143, 0.8172135949134827, 0.7037457227706909, 0.6823750734329224, 0.786188542842865, 0.8923811316490173, 0.8558163046836853]	15	all	24
14	inverse_trace_mc	[0.7693490982055664, 0.7092348337173462, 0.80474853515625, 0.6376910209655762, 0.7992004752159119, 0.71365886926651, 0.6183382272720337, 0.7441393136978149, 0.8719449043273926, 0.8065328001976013, 0.5967835187911987, 0.7204679846763611, 0.6201784014701843, 0.8299852609634399, 0.8971080183982849, 0.615999698638916, 0.8723482489585876, 0.7141863703727722, 0.7425093650817871, 0.7109100818634033, 0.6964066028594971, 0.7492454648017883, 0.8428201675415039, 0.7809871435165405]	15	all	24
14	random	[0.8250683546066284, 0.8225575685501099, 0.8181195259094238, 0.6292698383331299, 0.8276634216308594, 0.8081989884376526, 0.6545169949531555, 0.7428417801856995, 0.8767198920249939, 0.7763675451278687, 0.6263752579689026, 0.7882916331291199, 0.6988731026649475, 0.8188612461090088, 0.8696169257164001, 0.6326534152030945, 0.7613716125488281, 0.7400844097137451, 0.7203608155250549, 0.6950909495353699, 0.8025515675544739, 0.8342034816741943, 0.9202553033828735, 0.819965660572052]	16	all	24
14	variance	[0.8043161034584045, 0.7408604621887207, 0.7904289960861206, 0.6365479230880737, 0.8622276782989502, 0.7323315739631653, 0.605435311794281, 0.711128830909729, 0.8589029908180237, 0.7618111968040466, 0.6397983431816101, 0.7695872187614441, 0.6531659960746765, 0.786364734172821, 0.8922301530838013, 0.638403058052063, 0.759354293346405, 0.7060965895652771, 0.7287487387657166, 0.7082068920135498, 0.8779292106628418, 0.7503132820129395, 0.7805424928665161, 0.7789910435676575]	16	all	24
14	variance_mc	[0.785524308681488, 0.8012928366661072, 0.8001751899719238, 0.6313589215278625, 0.7988706231117249, 0.749266505241394, 0.5972023606300354, 0.7546353936195374, 0.8673335313796997, 0.7766069769859314, 0.6354441046714783, 0.7798707485198975, 0.6789515614509583, 0.829086184501648, 0.873062014579773, 0.6590932011604309, 0.7868250608444214, 0.7424860596656799, 0.7943978309631348, 0.7177882790565491, 0.7997723817825317, 0.8038648962974548, 0.8622243404388428, 0.7848443984985352]	16	all	24
14	log_det_mc	[0.8438366055488586, 0.7595266699790955, 0.8678489923477173, 0.6608152985572815, 0.8236178159713745, 0.7976526021957397, 0.7000446915626526, 0.6769351959228516, 0.9056580662727356, 0.8057088255882263, 0.6504541039466858, 0.7696219682693481, 0.686669111251831, 0.843925416469574, 0.8967026472091675, 0.6786989569664001, 0.7952125072479248, 0.7223331928253174, 0.7063801288604736, 0.6629883646965027, 0.7494872808456421, 0.7809318900108337, 0.8187350034713745, 0.7451015710830688]	16	all	24
14	inverse_trace_mc	[0.7843803763389587, 0.7730404734611511, 0.7858831286430359, 0.7013190984725952, 0.8084248304367065, 0.7077285051345825, 0.7121220827102661, 0.684063732624054, 0.9090073108673096, 0.7658591270446777, 0.5927796959877014, 0.7671025395393372, 0.6665944457054138, 0.8569047451019287, 0.8901007175445557, 0.6720142364501953, 0.8437652587890625, 0.6890037059783936, 0.7731176614761353, 0.6724766492843628, 0.657073974609375, 0.7894971966743469, 0.8465551733970642, 0.7360231280326843]	16	all	24
14	random	[0.8106338977813721, 0.7659651637077332, 0.8961062431335449, 0.7376613616943359, 0.8295328617095947, 0.740273654460907, 0.6752111911773682, 0.7593613266944885, 0.8906088471412659, 0.8011685013771057, 0.6376124620437622, 0.7905676960945129, 0.7097221612930298, 0.8696976900100708, 0.8693881630897522, 0.6865721940994263, 0.8485340476036072, 0.7924162745475769, 0.7980579137802124, 0.7092157006263733, 0.7909132242202759, 0.8087295293807983, 0.8580145835876465, 0.7974769473075867]	17	all	24
14	variance	[0.7752628922462463, 0.7442430257797241, 0.8568746447563171, 0.638919472694397, 0.831126868724823, 0.7788965106010437, 0.6721181273460388, 0.6962059736251831, 0.9224445819854736, 0.7594531774520874, 0.5955166816711426, 0.7926573753356934, 0.7152907848358154, 0.82710862159729, 0.8872987627983093, 0.6190199851989746, 0.7683801054954529, 0.7284964919090271, 0.7364673018455505, 0.7240702509880066, 0.7618926763534546, 0.7462339997291565, 0.9083554148674011, 0.8294154405593872]	17	all	24
14	variance_mc	[0.7821352481842041, 0.8267925977706909, 0.8593825101852417, 0.6258537173271179, 0.8379077911376953, 0.7695572972297668, 0.6435016989707947, 0.7098764181137085, 0.8759328722953796, 0.7887549996376038, 0.6043360233306885, 0.8131411075592041, 0.6557958722114563, 0.8321459889411926, 0.9078996777534485, 0.6173545122146606, 0.7874531745910645, 0.6944335103034973, 0.7506299018859863, 0.6677153706550598, 0.7395983338356018, 0.7991142868995667, 0.8668876886367798, 0.7816440463066101]	17	all	24
14	log_det_mc	[0.7893429398536682, 0.7606046795845032, 0.8313509821891785, 0.6282352805137634, 0.8265506029129028, 0.7017099857330322, 0.6367321014404297, 0.6895219683647156, 0.8605490922927856, 0.7664831876754761, 0.6128777265548706, 0.7893074154853821, 0.6887202262878418, 0.8417512774467468, 0.8565045595169067, 0.6659134030342102, 0.7466341257095337, 0.7077588438987732, 0.7125089168548584, 0.683647632598877, 0.7699862718582153, 0.7474443316459656, 0.8577483296394348, 0.7613894939422607]	17	all	24
14	inverse_trace_mc	[0.7890808582305908, 0.7665800452232361, 0.8097827434539795, 0.6400144100189209, 0.7928788065910339, 0.7336529493331909, 0.6439883708953857, 0.7186487317085266, 0.8670487403869629, 0.8089187741279602, 0.6320775151252747, 0.7748298048973083, 0.608401894569397, 0.8386748433113098, 0.8667935729026794, 0.6822149753570557, 0.7688729166984558, 0.7457981109619141, 0.7241891622543335, 0.6952473521232605, 0.7069199681282043, 0.7703555822372437, 0.7931486368179321, 0.8182542324066162]	17	all	24
14	random	[0.8063521385192871, 0.8149843215942383, 0.8099673390388489, 0.6679651141166687, 0.8000504970550537, 0.7662417888641357, 0.6074564456939697, 0.7361373901367188, 0.8662647008895874, 0.7906285524368286, 0.6171238422393799, 0.7613956332206726, 0.6575016975402832, 0.8208297491073608, 0.8859801292419434, 0.6493380069732666, 0.7831547260284424, 0.7607320547103882, 0.7305727005004883, 0.6997142434120178, 0.7353411316871643, 0.8047964572906494, 0.8163240551948547, 0.7826637625694275]	18	all	24
14	variance	[0.8056452870368958, 0.6870211362838745, 0.8261865973472595, 0.6261652112007141, 0.7919251322746277, 0.7417558431625366, 0.6142516732215881, 0.6937093138694763, 0.9055929183959961, 0.7490569353103638, 0.5877377986907959, 0.7094312310218811, 0.6747615933418274, 0.829632580280304, 0.8913214802742004, 0.6104205250740051, 0.7832905054092407, 0.737585186958313, 0.7197294235229492, 0.6539947986602783, 0.7003813982009888, 0.7671009302139282, 0.8242490887641907, 0.7603303790092468]	18	all	24
14	variance_mc	[0.7998378872871399, 0.8062040209770203, 0.8078433871269226, 0.6712854504585266, 0.8241977691650391, 0.740960419178009, 0.6584283113479614, 0.7132543921470642, 0.8760632872581482, 0.7955055832862854, 0.6531960368156433, 0.7332080602645874, 0.6420745849609375, 0.7775068283081055, 0.9015007615089417, 0.6331619620323181, 0.7710245251655579, 0.7206932902336121, 0.7614042162895203, 0.7184982895851135, 0.6746756434440613, 0.8636886477470398, 0.8182992935180664, 0.7826043963432312]	18	all	24
14	log_det_mc	[0.8000714182853699, 0.7904685139656067, 0.8340850472450256, 0.6858893036842346, 0.832508385181427, 0.7396445274353027, 0.6481454372406006, 0.7365162372589111, 0.8787174820899963, 0.8044310212135315, 0.6082148551940918, 0.7485901713371277, 0.653201699256897, 0.8343519568443298, 0.878004789352417, 0.6390849351882935, 0.7874526977539062, 0.7187104821205139, 0.7485491037368774, 0.6810845732688904, 0.8205602765083313, 0.8167098164558411, 0.8257242441177368, 0.8297224640846252]	18	all	24
14	inverse_trace_mc	[0.7933235764503479, 0.7477748990058899, 0.835682213306427, 0.6259157061576843, 0.7881656885147095, 0.825660228729248, 0.6516368389129639, 0.7360314130783081, 0.9054468870162964, 0.7969075441360474, 0.5944103002548218, 0.7323346734046936, 0.6583390235900879, 0.8379288911819458, 0.879909336566925, 0.636143147945404, 0.8542614579200745, 0.7800652980804443, 0.708290159702301, 0.6956503987312317, 0.8008377552032471, 0.7870557308197021, 0.8440486192703247, 0.780420184135437]	18	all	24
14	random	[0.7896614074707031, 0.7185265421867371, 0.7994099259376526, 0.7146345376968384, 0.7969768643379211, 0.7976422309875488, 0.6561829447746277, 0.7131404876708984, 0.9043200016021729, 0.8030214309692383, 0.6979650259017944, 0.7921177744865417, 0.7011595368385315, 0.860298752784729, 0.924357533454895, 0.6484675407409668, 0.8262905478477478, 0.7881070375442505, 0.7361049652099609, 0.7161640524864197, 0.7995385527610779, 0.8127415180206299, 0.8636118769645691, 0.8448763489723206]	19	all	24
14	variance	[0.802476704120636, 0.7039135694503784, 0.8631368279457092, 0.6096640825271606, 0.7829605340957642, 0.7114171981811523, 0.6178633570671082, 0.668612003326416, 0.8827642202377319, 0.7423965334892273, 0.5860058665275574, 0.7379848957061768, 0.6050087809562683, 0.782956600189209, 0.8713583946228027, 0.5836629867553711, 0.8013356924057007, 0.6469358205795288, 0.7185972929000854, 0.6486127972602844, 0.7833847999572754, 0.7678847908973694, 0.8481848835945129, 0.7697435617446899]	19	all	24
14	variance_mc	[0.8022815585136414, 0.7605025768280029, 0.8579755425453186, 0.6404669880867004, 0.7712770700454712, 0.7306113839149475, 0.6729928255081177, 0.7225111722946167, 0.8830679655075073, 0.7568779587745667, 0.5748581886291504, 0.7802543044090271, 0.7101864218711853, 0.8177750110626221, 0.8894282579421997, 0.6414973735809326, 0.7523205280303955, 0.7056347727775574, 0.7617584466934204, 0.7179337739944458, 0.7260211706161499, 0.775781512260437, 0.924935519695282, 0.7783876657485962]	19	all	24
14	log_det_mc	[0.7727711796760559, 0.70506352186203, 0.8617080450057983, 0.6568480134010315, 0.7888767719268799, 0.7000606060028076, 0.604742705821991, 0.6891229748725891, 0.8914307951927185, 0.7901212573051453, 0.5930013060569763, 0.7050298452377319, 0.6368781924247742, 0.7719869017601013, 0.8438402414321899, 0.6471481919288635, 0.8370912671089172, 0.7493734955787659, 0.7446804046630859, 0.6684566736221313, 0.6894785165786743, 0.7718308568000793, 0.860903799533844, 0.7817687392234802]	19	all	24
14	inverse_trace_mc	[0.7926640510559082, 0.7672951817512512, 0.8181324005126953, 0.5971627831459045, 0.771037757396698, 0.7190706133842468, 0.7047166228294373, 0.6780309677124023, 0.8626165986061096, 0.7588360905647278, 0.7031835913658142, 0.7526664137840271, 0.6523596048355103, 0.8336302042007446, 0.8992888331413269, 0.645085871219635, 0.7783624529838562, 0.8428964018821716, 0.7584957480430603, 0.6990531086921692, 0.7707511782646179, 0.7973307967185974, 0.9216303825378418, 0.818178653717041]	19	all	24
14	random	[0.8154760599136353, 0.7441707253456116, 0.7915042638778687, 0.6815071105957031, 0.8143720030784607, 0.7616698145866394, 0.6791552901268005, 0.7141158580780029, 0.8488028645515442, 0.7825367450714111, 0.6125859022140503, 0.7710605263710022, 0.6576953530311584, 0.8747649788856506, 0.8891113996505737, 0.6528016924858093, 0.7421531677246094, 0.7642226219177246, 0.7720815539360046, 0.6931383013725281, 0.7412589192390442, 0.8861898183822632, 0.8568460941314697, 0.7973592281341553]	20	all	24
14	variance	[0.8264421820640564, 0.7961133718490601, 0.8338226079940796, 0.7431663870811462, 0.831991970539093, 0.7420905828475952, 0.6932982802391052, 0.7149423360824585, 0.8888483643531799, 0.7783614993095398, 0.684767484664917, 0.7574951648712158, 0.6882561445236206, 0.7985597848892212, 0.8792513012886047, 0.7122336626052856, 0.8027675151824951, 0.7508847117424011, 0.774807333946228, 0.7293478846549988, 0.8697720170021057, 0.7648882269859314, 0.8617256283760071, 0.8229230642318726]	20	all	24
14	variance_mc	[0.7826763391494751, 0.75612473487854, 0.8277538418769836, 0.6112480759620667, 0.8304861783981323, 0.7604148387908936, 0.6372345685958862, 0.7047497630119324, 0.8874313831329346, 0.7908750772476196, 0.6021175980567932, 0.7259421944618225, 0.6349884271621704, 0.8237172365188599, 0.916396975517273, 0.6372476816177368, 0.7466989159584045, 0.7159370183944702, 0.7352755069732666, 0.667583703994751, 0.7420174479484558, 0.7926716208457947, 0.7528613805770874, 0.7383829951286316]	20	all	24
14	log_det_mc	[0.794471800327301, 0.7473675608634949, 0.9075092077255249, 0.6382474303245544, 0.7863388657569885, 0.7448165416717529, 0.6257164478302002, 0.6767045855522156, 0.8462721705436707, 0.786403477191925, 0.7030002474784851, 0.7790318727493286, 0.6681424975395203, 0.8104565739631653, 0.8904644250869751, 0.601997435092926, 0.8491105437278748, 0.7885612845420837, 0.7390450239181519, 0.7423263788223267, 0.7218937277793884, 0.8140431046485901, 0.9488755464553833, 0.7998129725456238]	20	all	24
14	inverse_trace_mc	[0.7886311411857605, 0.7453106641769409, 0.8133779764175415, 0.6655569672584534, 0.7924714684486389, 0.7282999157905579, 0.6520878076553345, 0.7203538417816162, 0.9058007001876831, 0.814405620098114, 0.62555992603302, 0.7506961226463318, 0.6779586672782898, 0.8594287633895874, 0.8968812823295593, 0.6773561239242554, 0.8100978136062622, 0.7259887456893921, 0.7660348415374756, 0.7057119607925415, 0.755297839641571, 0.7624607086181641, 0.8714658617973328, 0.7626069188117981]	20	all	24
14	random	[0.8444628715515137, 0.8237770795822144, 0.819660484790802, 0.69368976354599, 0.8372914791107178, 0.7577382922172546, 0.6980864405632019, 0.7647438645362854, 0.8767669796943665, 0.8054252862930298, 0.6775495409965515, 0.7865728139877319, 0.6822343468666077, 0.8323854804039001, 0.9019819498062134, 0.6444140076637268, 0.8322594165802002, 0.8029839396476746, 0.7655159831047058, 0.734798014163971, 0.7301200032234192, 0.8226411938667297, 0.872786283493042, 0.7974174618721008]	21	all	24
14	variance	[0.7767638564109802, 0.7873693108558655, 0.7797392010688782, 0.6293157339096069, 0.8659888505935669, 0.730355978012085, 0.6602530479431152, 0.7294802665710449, 0.8464683294296265, 0.780028223991394, 0.6502609252929688, 0.7850006222724915, 0.6926819682121277, 0.7612004280090332, 0.9231000542640686, 0.7541918158531189, 0.7452210783958435, 0.7324708700180054, 0.7572803497314453, 0.7071489095687866, 0.7163188457489014, 0.7451943755149841, 0.8286114931106567, 0.7727355360984802]	21	all	24
14	variance_mc	[0.7865197062492371, 0.7887194752693176, 0.8047974705696106, 0.6577100157737732, 0.794649064540863, 0.726654052734375, 0.6372537612915039, 0.774620771408081, 0.8992702960968018, 0.7428587079048157, 0.5799173712730408, 0.8024198412895203, 0.6751898527145386, 0.849358081817627, 0.9073727130889893, 0.638927698135376, 0.7733188271522522, 0.6972622871398926, 0.7765209674835205, 0.6983172297477722, 0.7021768689155579, 0.8282811045646667, 0.8721402287483215, 0.7555039525032043]	21	all	24
