n_task	metric	roi	avg_cos_sim_per_subject
7	log_det_mc	visual_cortex	0.275785730779171
7	log_det_mc	visual_cortex	0.5338043287396431
7	log_det_mc	visual_cortex	0.3358310952782631
7	log_det_mc	visual_cortex	0.43623965233564377
7	log_det_mc	visual_cortex	0.4736391887068748
7	log_det_mc	visual_cortex	0.46289035826921465
7	log_det_mc	visual_cortex	0.2691015303134918
7	log_det_mc	visual_cortex	0.438813242316246
7	log_det_mc	visual_cortex	0.5011306777596474
7	log_det_mc	visual_cortex	0.3407953754067421
7	log_det_mc	visual_cortex	0.37545923292636874
7	log_det_mc	visual_cortex	0.4155989021062851
7	log_det_mc	visual_cortex	0.3813691258430481
7	log_det_mc	visual_cortex	0.51055306494236
7	log_det_mc	visual_cortex	0.4232941910624504
7	log_det_mc	visual_cortex	0.4898218482732773
7	log_det_mc	visual_cortex	0.40315532833337786
7	log_det_mc	visual_cortex	0.44322643876075746
7	log_det_mc	visual_cortex	0.4426167368888855
7	log_det_mc	visual_cortex	0.3332165226340294
7	log_det_mc	visual_cortex	0.25529808923602104
7	log_det_mc	visual_cortex	0.44116024672985077
7	random	visual_cortex	0.3644284442067146
7	random	visual_cortex	0.4013811245560646
7	random	visual_cortex	0.25137081295251845
7	random	visual_cortex	0.502345758676529
7	random	visual_cortex	0.3368594512343407
7	random	visual_cortex	0.3931521952152252
7	random	visual_cortex	0.46722265928983686
7	random	visual_cortex	0.45817680060863497
7	random	visual_cortex	0.25994801372289655
7	random	visual_cortex	0.41816413551568987
7	random	visual_cortex	0.48958787620067595
7	random	visual_cortex	0.2993753217160702
7	random	visual_cortex	0.32967651784420016
7	random	visual_cortex	0.3837608888745308
7	random	visual_cortex	0.3639555126428604
7	random	visual_cortex	0.4880232229828835
7	random	visual_cortex	0.4143645569682121
7	random	visual_cortex	0.44119932055473327
7	random	visual_cortex	0.3927129559218884
7	random	visual_cortex	0.4230840340256691
7	random	visual_cortex	0.4308015316724777
7	random	visual_cortex	0.3254676192998886
7	random	visual_cortex	0.23547587990760804
7	random	visual_cortex	0.3970553532242775
7	variance	visual_cortex	0.3565610572695732
7	variance	visual_cortex	0.4063661992549896
7	variance	visual_cortex	0.271765623241663
7	variance	visual_cortex	0.5234603688120842
7	variance	visual_cortex	0.33066795468330384
7	variance	visual_cortex	0.40140162259340284
7	variance	visual_cortex	0.4544611871242523
7	variance	visual_cortex	0.447125643491745
7	variance	visual_cortex	0.24810871705412865
7	variance	visual_cortex	0.4268647640943527
7	variance	visual_cortex	0.4833795577287674
7	variance	visual_cortex	0.3331425845623016
7	variance	visual_cortex	0.34757117331027987
7	variance	visual_cortex	0.41818982511758807
7	variance	visual_cortex	0.3548810988664627
7	variance	visual_cortex	0.4895526900887489
7	variance	visual_cortex	0.41338716596364977
7	variance	visual_cortex	0.4713279515504837
7	variance	visual_cortex	0.3999175950884819
7	variance	visual_cortex	0.4451932981610298
7	variance	visual_cortex	0.42621632367372514
7	variance	visual_cortex	0.3354918360710144
7	variance	visual_cortex	0.25187422409653665
7	variance	visual_cortex	0.40368013381958007
7	variance_mc	visual_cortex	0.3909045487642288
7	variance_mc	visual_cortex	0.42224312126636504
7	variance_mc	visual_cortex	0.27972653284668925
7	variance_mc	visual_cortex	0.5246841788291932
7	variance_mc	visual_cortex	0.3526204630732536
7	variance_mc	visual_cortex	0.43435603082180024
7	variance_mc	visual_cortex	0.48932553380727767
7	variance_mc	visual_cortex	0.453040237724781
7	variance_mc	visual_cortex	0.26249880269169806
7	variance_mc	visual_cortex	0.43095030933618544
7	variance_mc	visual_cortex	0.504057277739048
7	variance_mc	visual_cortex	0.3286516398191452
7	variance_mc	visual_cortex	0.35455769300460815
