n_task	metric	accuracy
6	random	0.7511617298884635
6	variance	0.7239604815786298
6	variance_mc	0.7549125771502845
6	log_det_mc	0.822876351953294
6	inverse_trace_mc	0.8238734474917906
6	random	0.7927813378193187
6	variance	0.6898785703355235
6	variance_mc	0.6924070365396686
6	log_det_mc	0.7962898957315465
6	inverse_trace_mc	0.7864215169455155
6	random	0.8343964447989285
6	variance	0.795863338189791
6	variance_mc	0.7949912791632561
6	log_det_mc	0.7697427159194026
6	inverse_trace_mc	0.7403495137263252
6	random	0.728262738999867
6	variance	0.7781220417711288
6	variance_mc	0.7768374165003875
6	log_det_mc	0.8124555881906844
6	inverse_trace_mc	0.7779689612612768
6	random	0.6864275275710278
6	variance	0.7627803750009825
6	variance_mc	0.7721643403592457
6	log_det_mc	0.7665885257669962
6	inverse_trace_mc	0.7622811493384898
6	random	0.7367702224192989
6	variance	0.7041161981334223
6	variance_mc	0.6964607768176867
6	log_det_mc	0.7577690509034325
6	inverse_trace_mc	0.7912008462827704
6	random	0.7993842216696025
6	variance	0.8378732416500368
6	variance_mc	0.850696155722694
6	log_det_mc	0.7888041778515857
6	inverse_trace_mc	0.8261818740520518
6	random	0.7408360484913534
6	variance	0.779696018816443
6	variance_mc	0.7854980648110582
6	log_det_mc	0.8206650632590204
6	inverse_trace_mc	0.8166646609129332
6	random	0.7951914821276698
6	variance	0.6724537718610446
6	variance_mc	0.6698009208907634
6	log_det_mc	0.7007468164910763
6	inverse_trace_mc	0.8388623397516194
6	random	0.8709286780882493
6	variance	0.7930912125720992
6	variance_mc	0.7802889894746002
6	log_det_mc	0.7901077060018102
6	inverse_trace_mc	0.8386205728774858
6	random	0.7333389893109841
6	variance	0.8187583885894739
6	variance_mc	0.8160612725620076
6	log_det_mc	0.7941255964187868
6	inverse_trace_mc	0.8179624125833211
6	random	0.6799700421384776
6	variance	0.7821391533617534
6	variance_mc	0.8032993816404107
6	log_det_mc	0.7926540944259717
6	inverse_trace_mc	0.7644728960404938
6	random	0.6956823687221307
6	variance	0.8001182563133794
6	variance_mc	0.7589311265762348
6	log_det_mc	0.7859327090381528
6	inverse_trace_mc	0.8043458947157988
6	random	0.7092506478887736
6	variance	0.7260424240829404
6	variance_mc	0.8203984629307887
6	log_det_mc	0.8098152746121002
6	inverse_trace_mc	0.8371996352463866
6	random	0.8179482569409751
6	variance	0.7697402394983195
6	variance_mc	0.7547745016774954
6	log_det_mc	0.7648569682253945
6	inverse_trace_mc	0.7955039509472283
6	random	0.6021323736284652
6	variance	0.7716372158401323
6	variance_mc	0.7884756804266649
6	log_det_mc	0.799670660472342
6	inverse_trace_mc	0.8140587472015647
6	random	0.6859751891428472
6	variance	0.666192837637094
6	variance_mc	0.7278748488970469
6	log_det_mc	0.759623593387394
6	inverse_trace_mc	0.7977249060506151
6	random	0.7568349880078862
6	variance	0.7942562253472403
6	variance_mc	0.7906577432033821
6	log_det_mc	0.7732713173958032
6	inverse_trace_mc	0.7941070286809011
6	random	0.696923545423735
6	variance	0.7798309052695879
6	variance_mc	0.7861773967840022
6	log_det_mc	0.8302046816546309
6	inverse_trace_mc	0.8340558799459576
6	random	0.8190885212484128
6	variance	0.7515196209432358
6	variance_mc	0.7979061444457037
6	log_det_mc	0.8017001361347774
6	inverse_trace_mc	0.8265243149025064
8	random	0.7596415406333997
8	variance	0.7411509355568064
8	variance_mc	0.7707388370090654
8	log_det_mc	0.7785172667985728
8	inverse_trace_mc	0.7466260453457919
8	random	0.7101609070526647
8	variance	0.7724480231502657
8	variance_mc	0.7492811441182095
8	log_det_mc	0.6886274998927134
8	inverse_trace_mc	0.7097202871471814
8	random	0.7260881842890953
8	variance	0.7197192993369029
8	variance_mc	0.7186130295083587
8	log_det_mc	0.754421523340568
8	inverse_trace_mc	0.7457804479896666
8	random	0.6936790572820045
8	variance	0.7408059157198837
8	variance_mc	0.7490427344620822
8	log_det_mc	0.7697193298565413
8	inverse_trace_mc	0.7344946442981555
8	random	0.6962489594911118
8	variance	0.6633481165546017
8	variance_mc	0.7001159390669698
8	log_det_mc	0.7335107880990235
8	inverse_trace_mc	0.7456995061648577
8	random	0.7261800419979341
8	variance	0.7577105504237465
8	variance_mc	0.676415591705503
8	log_det_mc	0.7590274561096721
8	inverse_trace_mc	0.7433533210143087
8	random	0.6719539134305808
8	variance	0.671102945464775
8	variance_mc	0.6860958881915519
8	log_det_mc	0.6797028300812222
8	inverse_trace_mc	0.7712047945096345
8	random	0.7425395264965968
8	variance	0.728091429544492
8	variance_mc	0.7417319519883243
8	log_det_mc	0.7373941371306063
8	inverse_trace_mc	0.7623023853237628
8	random	0.6692118970959791
8	variance	0.762437274141774
8	variance_mc	0.7876122376354023
8	log_det_mc	0.7822355349224503
8	inverse_trace_mc	0.7669353982548764
8	random	0.7184374147321494
8	variance	0.7439872063457376
8	variance_mc	0.7377307373139773
8	log_det_mc	0.7551905600738174
8	inverse_trace_mc	0.7399240111144121
8	random	0.7398114838792534
8	variance	0.756749328661963
8	variance_mc	0.7334904269529559
8	log_det_mc	0.7497711373313093
8	inverse_trace_mc	0.7610242630183979
8	random	0.6649830275560605
8	variance	0.7039925048186689
8	variance_mc	0.7036916126366557
8	log_det_mc	0.6831374475211406
8	inverse_trace_mc	0.6990111332352431
8	random	0.6805684261093959
8	variance	0.6736433618756508
8	variance_mc	0.755469777637444
8	log_det_mc	0.7636433597701162
8	inverse_trace_mc	0.7597400400666565
8	random	0.7213894945345045
8	variance	0.6957741777757923
8	variance_mc	0.722118082006149
8	log_det_mc	0.7690858570667622
8	inverse_trace_mc	0.7646733034224265
8	random	0.710758117654919
8	variance	0.7478673759277733
8	variance_mc	0.6681203695412722
8	log_det_mc	0.7636186938746765
8	inverse_trace_mc	0.7238607487528848
8	random	0.6834192659525489
8	variance	0.737041839746515
8	variance_mc	0.765642747562318
8	log_det_mc	0.6985457833483867
8	inverse_trace_mc	0.7280031967482619
8	random	0.7366325667429803
8	variance	0.659283496667297
8	variance_mc	0.704967410613766
8	log_det_mc	0.7481219153228903
8	inverse_trace_mc	0.7633880368217333
8	random	0.7140327611728721
8	variance	0.7194609245426689
8	variance_mc	0.7051580965597964
8	log_det_mc	0.7937198015792275
8	inverse_trace_mc	0.7308703955733291
8	random	0.7124783031490689
8	variance	0.729781321800492
8	variance_mc	0.7463466320700558
